ID	IPA	simp	trad	detail	piŋyiŋ	调类
	tɕy⁴²³	锯	鋸			tɕy5
	tɕy⁴²³	驻	駐			tɕy5
	tɕy⁴²³	注	注	～射，～意		tɕy5
	tɕy⁴²³	注	註	批～，～釋		tɕy5
	tɕy⁴²³	蛀	蛀			tɕy5
	tɕy⁴²³	铸	鑄			tɕy5
	tɕy⁴²³	句	句			tɕy5
	tɕy⁴²³	鳜	鱖			tɕy5
	tɕʰy⁵³	枢	樞			tɕʰy1
	tɕʰy⁵³	区	區	～域		tɕʰy1
	tɕʰy⁵³	驱	驅			tɕʰy1
	tɕʰy⁵³	吹	吹			tɕʰy1
	tɕʰy⁴⁵	处	處	相～		tɕʰy3
	tɕʰy⁴⁵	鼠	鼠			tɕʰy3
	tɕʰy⁴²³	处	處	到～		tɕʰy5
	tɕʰy⁴²³	去	去	（文）除～		tɕʰy5
	dʑy¹³	渠	渠			dʑy2
	dʑy¹³	聚	聚	又		dʑy2
	dʑy¹³	橱	櫥			dʑy2
	dʑy¹³	厨	廚			dʑy2
	dʑy¹³	瞿	瞿			dʑy2
	dʑy¹³	除	除			dʑy2
	dʑy¹³	储	儲			dʑy2
	dʑy²¹³	苣	苣			dʑy6
	dʑy²¹³	巨	巨			dʑy6
	dʑy²¹³	拒	拒			dʑy6
	dʑy²¹³	距	距			dʑy6
	dʑy²¹³	柱	柱			dʑy6
	dʑy²¹³	住	住			dʑy6
	dʑy²¹³	俱	俱			dʑy6
	dʑy²¹³	惧	懼			dʑy6
	dʑy²¹³	具	具			dʑy6
	dʑy²¹³	苎	苧			dʑy6
	dʑy²¹³	伫	佇			dʑy6
	dʑy²¹³	伫	竚			dʑy6
	dʑy²¹³	贮	貯			dʑy6
	dʑy²¹³	纻	紵			dʑy6
	dʑy²¹³	宁	宁			dʑy6
	ȵy⁴⁵	女	女			ȵy3
	ɕy⁵³	书	書			ɕy1
	ɕy⁵³	舒	舒			ɕy1
	ɕy⁵³	嘘	噓			ɕy1
	ɕy⁵³	虚	虛			ɕy1
	ɕy⁵³	输	輸	～贏		ɕy1
	ɕy⁵³	戍	戍			ɕy1
	ɕy⁵³	输	輸	運～		ɕy1
	ɕy⁴⁵	暑	暑			ɕy3
	ɕy⁴⁵	庶	庶			ɕy3
	ʑy²¹³	汝	汝			ʑy6
	ɕy⁴⁵	许	許			ɕy3
	ɕy⁴⁵	水	水			ɕy3
	ɕy⁴²³	恕	恕			ɕy5
	ʑy²¹³	署	署			ʑy6
	ʑy²¹³	薯	薯			ʑy6
	ɕy⁴²³	荽	荽	芫～菜：香菜		ɕy5
	ʑy¹³	如	如			ʑy2
	ʑy¹³	儒	儒			ʑy2
	ʑy²¹³	竖	豎			ʑy6
	ʑy²¹³	竖	竪			ʑy6
	ʑy²¹³	树	樹			ʑy6
	ʑy²¹³	乳	乳			ʑy6
	ɦy¹³	鱼	魚			ɦy2
	ɦy¹³	渔	漁			ɦy2
	ɦy¹³	于	于	鳳凰～飛，單～		ɦy2
	ɦy¹³	于	亏			ɦy2
	ɦy¹³	于	於			ɦy2
	ɦy¹³	俞	俞			ɦy2
	ɦy¹³	俞	兪			ɦy2
	ɦy¹³	余	余	姓		ɦy2
	ɦy¹³	余	餘			ɦy2
	ɦy¹³	愚	愚			ɦy2
	ɦy¹³	虞	虞			ɦy2
	ɦy¹³	娱	娛			ɦy2
	y⁵³	迂	迂			y1
	ɦy¹³	盂	盂			ɦy2
	ɦy¹³	榆	榆			ɦy2
	ɦy¹³	逾	逾			ɦy2
	ɦy¹³	愉	愉			ɦy2
	ɦy¹³	予	予			ɦy2
	ɦy²¹³	御	御			ɦy6
	ɦy²¹³	御	禦	防～		ɦy6
	ɦy²¹³	与	與			ɦy6
	ɦy²¹³	豫	豫			ɦy6
	ɦy²¹³	预	預			ɦy6
	ɦy²¹³	誉	譽			ɦy6
	ɦy²¹³	遇	遇			ɦy6
	ɦy²¹³	寓	寓			ɦy6
	ɦy²¹³	芋	芋			ɦy6
	ɦy²¹³	愈	愈			ɦy6
	ɦy²¹³	愈	癒			ɦy6
	ɦy²¹³	喻	喻			ɦy6
	ɦy²¹³	裕	裕			ɦy6
	ɦy²¹³	喂	餵	～媽媽：餵奶		ɦy6
	y⁵³	於	於	姓		y1
	y⁵³	淤	淤			y1
	y⁴⁵	语	語			y3
	y⁴⁵	雨	雨			y3
	y⁴⁵	宇	宇			y3
	y⁴⁵	禹	禹			y3
	y⁴⁵	羽	羽			y3
	pɪ⁵³	蓖	蓖	～麻		pɪ1
	pɪ⁵³	篦	篦	～几：梳頭用的篦子		pɪ1
	pɪ⁵³	鞭	鞭			pɪ1
	pɪ⁵³	编	編			pɪ1
	pɪ⁵³	边	邊			pɪ1
	pɪ⁵³	边	邉			pɪ1
	pɪ⁵³	蝙	蝙			pɪ1
	pɪ⁴⁵	贬	貶			pɪ3
	pɪ⁴⁵	扁	扁			pɪ3
	pɪ⁴⁵	匾	匾			pɪ3
	pɪ⁴²³	变	變			pɪ5
	pʰɪ⁵³	篇	篇			pʰɪ1
	pʰɪ⁵³	偏	偏			pʰɪ1
	pʰɪ⁴²³	骗	騙			pʰɪ5
	pʰɪ⁴²³	遍	遍	普～		pʰɪ5
	pɪ⁴²³	遍	遍	一～		pɪ5
	pʰɪ⁴²³	片	片			pʰɪ5
	bɪ¹³	便	便	～宜		bɪ2
	bɪ²¹³	辨	辨			bɪ6
	bɪ²¹³	辩	辯			bɪ6
	bɪ²¹³	汴	汴			bɪ6
	bɪ²¹³	卞	卞			bɪ6
	bɪ²¹³	弁	弁			bɪ6
	bɪ²¹³	便	便	方～		bɪ6
	bɪ²¹³	辫	辮			bɪ6
	mɪ¹³	棉	棉			mɪ2
	mɪ¹³	绵	綿	同緜		mɪ2
	mɪ¹³	绵	緜			mɪ2
	mɪ¹³	眠	眠			mɪ2
	mɪ⁴⁵	免	免			mɪ3
	mɪ⁴⁵	免	免			mɪ3
	mɪ⁴⁵	勉	勉			mɪ3
	mɪ⁴⁵	娩	娩			mɪ3
	mɪ⁴⁵	腼	腼	～腆		mɪ3
	mɪ⁴⁵	䩄	靦	～覥		mɪ3
	mɪ²¹³	面	靣	俗面字		mɪ6
	mɪ²¹³	面	面	～子，揩～		mɪ6
	mɪ²¹³	面	麪	～條		mɪ6
	mɪ²¹³	面	麵	俗麪字		mɪ6
	mɪ²¹³	面	麫	俗麪字		mɪ6
	mɪ²¹³	缅	緬			mɪ6
	tɪ⁵³	掂	掂			tɪ1
	tɪ⁵³	巔	巔			tɪ1
	tɪ⁵³	巔	巓			tɪ1
	tɪ⁵³	颠	顛			tɪ1
	tɪ⁵³	癫	癲			tɪ1
	tɪ⁴⁵	点	點			tɪ3
	tɪ⁴⁵	典	典			tɪ3
	tɪ⁴²³	店	店			tɪ5
	tʰɪ⁵³	添	添			tʰɪ1
	tʰɪ⁵³	天	天			tʰɪ1
	tʰɪ⁴⁵	觍	覥	靦～		tʰɪ3
	tʰɪ⁴⁵	腆	腆	腼～		tʰɪ3
	tʰɪ⁴⁵	舔	舔			tʰɪ3
	tʰɪ⁴²³	掭	掭	～毛筆		tʰɪ5
	dɪ¹³	甜	甜			dɪ2
	dɪ¹³	田	田			dɪ2
	dɪ¹³	填	填			dɪ2
	dɪ¹³	填	塡			dɪ2
	dɪ²¹³	电	電			dɪ6
	dɪ²¹³	殿	殿			dɪ6
	dɪ²¹³	奠	奠			dɪ6
	dɪ²¹³	垫	墊			dɪ6
	dɪ²¹³	淀	淀			dɪ6
	dɪ²⁴	淀	澱			dɪ6
	diŋ²⁴	淀	澱	（又）～粉		diŋ6
	dɪ²¹³	靛	靛			dɪ6
	lɪ¹³	廉	廉			lɪ2
	lɪ¹³	镰	鐮			lɪ2
	lɪ¹³	镰	鎌			lɪ2
	lɪ¹³	帘	帘			lɪ2
	lɪ¹³	帘	簾			lɪ2
	lɪ¹³	连	連			lɪ2
	lɪ¹³	联	聯			lɪ2
	lɪ¹³	鲢	鰱			lɪ2
	lɪ¹³	怜	憐			lɪ2
	lɪ¹³	怜	怜			lɪ2
	lɪ¹³	莲	蓮			lɪ2
	lɪ⁴⁵	殓	殮			lɪ3
	lɪ⁴⁵	脸	臉			lɪ3
	lɪ²¹³	敛	斂			lɪ6
	lɪ²¹³	练	練			lɪ6
	lɪ²¹³	炼	煉			lɪ6
	lɪ²¹³	炼	鍊			lɪ6
	lɪ²¹³	链	鍊			lɪ6
	lɪ²¹³	链	鏈			lɪ6
	lɪ²¹³	楝	楝			lɪ6
	lɪ²¹³	恋	戀			lɪ6
	tsɪ⁵³	尖	尖			tsɪ1
	tsɪ⁵³	煎	煎			tsɪ1
	tsɪ⁴⁵	酒	酒	又		tsɪ3
	tsɪ⁴⁵	剪	剪			tsɪ3
	tsɪ⁴²³	箭	箭			tsɪ5
	tsɪ⁴²³	荐	荐			tsɪ5
	tsɪ⁴²³	荐	薦			tsɪ5
	tsɪ⁴²³	溅	濺			tsɪ5
	tsʰɪ⁵³	秋	秋	又		tsʰɪ1
	tsʰɪ⁵³	鳅	鰍	又		tsʰɪ1
	tsʰɪ⁵³	歼	殲			tsʰɪ1
	tsʰɪ⁵³	签	簽	～名		tsʰɪ1
	tsʰɪ⁵³	签	籤	書～		tsʰɪ1
	tsʰɪ⁵³	纤	纖	～維		tsʰɪ1
	tsʰɪ⁵³	千	千			tsʰɪ1
	tsʰɪ⁵³	千	韆	鞦～		tsʰɪ1
	tsʰɪ⁵³	迁	遷			tsʰɪ1
	tsʰɪ⁴⁵	浅	淺			tsʰɪ3
	dzɪ¹³	潜	潛			dzɪ2
	dzɪ¹³	钱	錢			dzɪ2
	dzɪ¹³	全	全			dzɪ2
	dzɪ¹³	泉	泉			dzɪ2
	dzɪ²¹³	渐	漸			dzɪ6
	dzɪ²¹³	践	踐			dzɪ6
	dzɪ²¹³	贱	賤	又		dzɪ6
	dzɪ²¹³	饯	餞			dzɪ6
	sɪ⁵³	修	脩	又		sɪ1
	sɪ⁵³	修	修	又		sɪ1
	sɪ⁵³	羞	羞	又		sɪ1
	sɪ⁵³	仙	仙			sɪ1
	sɪ⁵³	仙	僊			sɪ1
	sɪ⁵³	跹	躚	翩～		sɪ1
	sɪ⁵³	鲜	鮮			sɪ1
	sɪ⁵³	先	先			sɪ1
	sɪ⁵³	宣	宣			sɪ1
	ɕiø⁵³	喧	喧			ɕiø1
	sɪ⁴⁵	癣	癬			sɪ3
	sɪ⁴⁵	选	選			sɪ3
	sɪ⁴²³	秀	秀	又		sɪ5
	sɪ⁴²³	绣	繡	又		sɪ5
	sɪ⁴²³	绣	綉	又		sɪ5
	sɪ⁴²³	锈	銹	又		sɪ5
	sɪ⁴²³	锈	鏽	又		sɪ5
	sɪ⁴²³	线	線			sɪ5
	sɪ⁴²³	线	綫			sɪ5
	sɪ⁴²³	腺	腺			sɪ5
	zɪ¹³	囚	囚	又		zɪ2
	zɪ¹³	泅	泅	又		zɪ2
	zɪ¹³	前	前			zɪ2
	zɪ¹³	旋	旋	～鑿：螺絲刀		zɪ2
	zɪ¹³	璇	璇			zɪ2
	zɪ¹³	璇	璿			zɪ2
	zɪ²¹³	袖	袖	又		zɪ6
	zɪ²¹³	贱	賤	又		zɪ6
	zɪ²¹³	羡	羨			zɪ6
	kɪ⁵³	沟	溝	又		kɪ1
	kɪ⁵³	勾	勾	又		kɪ1
	kɪ⁵³	钩	鉤	又		kɪ1
	kɪ⁵³	垢	垢	又		kɪ1
	kɪ⁴⁵	狗	狗	又		kɪ3
	kɪ⁴⁵	苟	苟	又		kɪ3
	kɪ⁴²³	够	夠	又		kɪ5
	kɪ⁴²³	构	構	又		kɪ5
	kɪ⁴²³	购	購	又		kɪ5
	kʰɪ⁵³	抠	摳	又		kʰɪ1
	kʰɪ⁴⁵	口	口	又		kʰɪ3
	kʰɪ⁴²³	扣	扣	又		kʰɪ5
	kʰɪ⁴²³	寇	寇	又		kʰɪ5
	ɡɪ²¹³	厚	厚	又		ɡɪ6
	ŋɪ⁴⁵	藕	藕	又		ŋɪ3
	ŋɪ⁴⁵	偶	偶	又		ŋɪ3
	hɪ⁴²³	鲎	鱟	又		hɪ5
	ɪ⁴⁵	呕	嘔	又		ɪ3
	ɪ⁴²³	怄	慪	又		ɪ5
	tɕiɪ⁵³	兼	兼			tɕiɪ1
	tɕiɪ⁵³	搛	搛	～菜		tɕiɪ1
	tɕiɪ⁵³	间	間	中～，～隔		tɕiɪ1
	tɕiɪ⁵³	间	閒	中～，～隔		tɕiɪ1
	tɕiɪ⁵³	艰	艱			tɕiɪ1
	tɕiɪ⁵³	奸	奸			tɕiɪ1
	tɕiɪ⁵³	奸	姦			tɕiɪ1
	tɕiɪ⁵³	涧	澗			tɕiɪ1
	tɕiɪ⁵³	涧	㵎			tɕiɪ1
	tɕiɪ⁵³	肩	肩			tɕiɪ1
	tɕiɪ⁵³	坚	堅			tɕiɪ1
	tɕiɪ⁵³	鉴	鑒			tɕiɪ1
	tɕiɪ⁵³	鉴	鑑			tɕiɪ1
	tɕiɪ⁴⁵	检	檢			tɕiɪ3
	tɕiɪ⁴⁵	简	簡			tɕiɪ3
	tɕiɪ⁴⁵	简	𥳑			tɕiɪ3
	tɕiɪ⁴⁵	柬	柬			tɕiɪ3
	tɕiɪ⁴⁵	茧	繭			tɕiɪ3
	tɕiɪ⁴⁵	趼	趼	足底硬皮		tɕiɪ3
	tɕiɪ⁴²³	剑	劍			tɕiɪ5
	tɕiɪ⁴²³	剑	劎			tɕiɪ5
	tɕiɪ⁴²³	剑	劒			tɕiɪ5
	tɕiɪ⁴²³	剑	劔			tɕiɪ5
	tɕiɪ⁴²³	谏	諫			tɕiɪ5
	tɕiɪ⁴²³	锏	鐧	殺手～		tɕiɪ5
	tɕiɪ⁴²³	锏	鐗	殺手～		tɕiɪ5
	tɕiɪ⁴²³	建	建			tɕiɪ5
	tɕiɪ⁴²³	见	見			tɕiɪ5
	tɕʰiɪ⁵³	谦	謙			tɕʰiɪ1
	tɕʰiɪ⁵³	牵	牽			tɕʰiɪ1
	tɕʰiɪ⁴⁵	遣	遣			tɕʰiɪ3
	tɕʰiɪ⁴²³	纤	縴	～繩		tɕʰiɪ5
	tɕʰiɪ⁴²³	芡	芡			tɕʰiɪ5
	tɕʰiɪ⁴²³	欠	欠			tɕʰiɪ5
	tɕʰiɪ⁴²³	舰	艦			tɕʰiɪ5
	tɕʰiɪ⁴²³	歉	歉			tɕʰiɪ5
	dʑiɪ¹³	钳	鉗			dʑiɪ2
	dʑiɪ¹³	乾	乾			dʑiɪ2
	dʑiɪ¹³	虔	虔			dʑiɪ2
	dʑiɪ¹³	掮	掮			dʑiɪ2
	dʑiɪ²¹³	俭	儉			dʑiɪ6
	dʑiɪ²¹³	件	件			dʑiɪ6
	dʑiɪ²¹³	犍	犍			dʑiɪ6
	dʑiɪ²¹³	键	鍵			dʑiɪ6
	dʑiɪ²¹³	健	健			dʑiɪ6
	ȵiɪ⁵³	拈	拈			ȵiɪ1
	ȵiɪ¹³	黏	黏			ȵiɪ2
	ȵiɪ¹³	粘	粘	俗黏字		ȵiɪ2
	ȵiɪ¹³	严	嚴			ȵiɪ2
	ȵiɪ¹³	鲇	鮎			ȵiɪ2
	ȵiɪ¹³	鲇	鯰			ȵiɪ2
	ȵiɪ¹³	年	年			ȵiɪ2
	ȵiɪ¹³	年	秊	年本字		ȵiɪ2
	ȵiɪ¹³	妍	妍			ȵiɪ2
	ȵiɪ¹³	妍	姸			ȵiɪ2
	ȵiɪ¹³	研	研			ȵiɪ2
	ȵiɪ¹³	研	硏			ȵiɪ2
	ȵiɪ¹³	岩	巖			ȵiɪ2
	ȵiɪ¹³	岩	岩			ȵiɪ2
	ȵiɪ⁴⁵	碾	碾			ȵiɪ3
	ȵiɪ⁴⁵	撚	撚	《琵琶行》輕攏慢撚撥復挑		ȵiɪ3
	ȵiɪ⁴⁵	捻	捻			ȵiɪ3
	ȵiɪ⁴⁵	撵	攆			ȵiɪ3
	ȵiɪ⁴⁵	染	染			ȵiɪ3
	ȵiɪ²¹³	验	驗			ȵiɪ6
	ȵiɪ²¹³	俨	儼			ȵiɪ6
	ȵiɪ²¹³	广	广	因广爲屋，象對剌高屋之形		ȵiɪ6
	ȵiɪ²¹³	廿	廿	～二：二十二		ȵiɪ6
	ȵiɪ²¹³	念	念			ȵiɪ6
	ȵiɪ²¹³	念	唸	～書		ȵiɪ6
	ȵiɪ²¹³	砚	硯			ȵiɪ6
	ɕiɪ⁵³	轩	軒			ɕiɪ1
	ɕiɪ⁵³	掀	掀			ɕiɪ1
	ɕiɪ⁴⁵	险	險			ɕiɪ3
	ɕiɪ⁴⁵	显	顯			ɕiɪ3
	ɕiɪ⁴⁵	蚬	蜆			ɕiɪ3
	ɕiɪ⁴²³	宪	憲			ɕiɪ5
	ɕiɪ⁴²³	献	獻			ɕiɪ5
	ɦiɪ¹³	炎	炎			ɦiɪ2
	ɦiɪ¹³	芫	芫	～荽菜：香菜		ɦiɪ2
	ɦiɪ¹³	盐	鹽			ɦiɪ2
	ɦiɪ¹³	檐	檐			ɦiɪ2
	ɦiɪ¹³	檐	簷			ɦiɪ2
	ɦiɪ¹³	闫	閆			ɦiɪ2
	ȵiɪ¹³	阎	閻			ȵiɪ2
	ɦiɪ¹³	嫌	嫌			ɦiɪ2
	ɦiɪ¹³	涎	涎			ɦiɪ2
	ɦiɪ¹³	延	延			ɦiɪ2
	ɦiɪ¹³	筵	筵			ɦiɪ2
	ɦiɪ¹³	衍	衍			ɦiɪ2
	ɦiɪ¹³	言	言			ɦiɪ2
	ɦiɪ¹³	贤	賢			ɦiɪ2
	ɦiɪ¹³	弦	弦			ɦiɪ2
	ɦiɪ¹³	弦	絃			ɦiɪ2
	ɦiɪ¹³	舷	舷			ɦiɪ2
	ɦiɪ¹³	沿	沿			ɦiɪ2
	ɦiɪ¹³	咸	咸	～陽		ɦiɪ2
	ɦiɪ²¹³	兖	兗			ɦiɪ6
	ɦiɪ²¹³	兖	兖	俗兗字		ɦiɪ6
	ɦiɪ²¹³	陷	陷	（文）		ɦiɪ6
	ɦiɪ¹³	衔	銜			ɦiɪ2
	ɦiɪ¹³	颜	顏			ɦiɪ2
	ɦiɪ¹³	颜	顔			ɦiɪ2
	ɦiɪ²¹³	艳	艷			ɦiɪ6
	ɦiɪ²¹³	艳	豔			ɦiɪ6
	ɦiɪ²¹³	焰	焰			ɦiɪ6
	ɦiɪ²¹³	彦	彥			ɦiɪ6
	ɦiɪ²¹³	谚	諺			ɦiɪ6
	ɦiɪ²¹³	现	現			ɦiɪ6
	iɪ⁵³	咽	咽	～喉		iɪ1
	iɪ⁵³	淹	淹			iɪ1
	iɪ⁵³	腌	醃			iɪ1
	iɪ⁵³	烟	烟			iɪ1
	iɪ⁵³	烟	煙			iɪ1
	iɪ⁵³	烟	菸	香～		iɪ1
	iɪ⁵³	胭	胭			iɪ1
	iɪ⁵³	蔫	蔫	花～落個哩：花枯萎了		iɪ1
	iɪ⁴⁵	演	演			iɪ3
	iɪ⁴⁵	魇	魘	夢～		iɪ3
	iɪ⁴²³	厌	厭			iɪ5
	iɪ⁴²³	堰	堰			iɪ5
	iɪ⁵³	燕	燕	～京		iɪ1
	iɪ⁴²³	燕	燕	～子		iɪ5
	iɪ⁴²³	咽	咽			iɪ5
	iɪ⁴²³	咽	嚥			iɪ5
	iɪ⁴²³	宴	宴			iɪ5
	iɪ⁴²³	雁	雁			iɪ5
	iɪ⁴²³	赝	贗			iɪ5
	iɪ⁴²³	赝	贋			iɪ5
	pei⁵³	贝	貝			pei1
	pei⁵³	杯	杯			pei1
	pei⁵³	杯	盃			pei1
	pei⁵³	背	背	～書包（動詞）		pei1
	pei⁵³	背	揹	～書包（動詞）		pei1
	pei⁵³	碑	碑			pei1
	pei⁵³	卑	卑			pei1
	pei⁵³	悲	悲			pei1
	pei⁴²³	辈	輩			pei5
	pei⁴²³	背	背	後～（名詞）		pei5
	pei⁴²³	臂	臂	手～		pei5
	pi⁴²³	臂	臂	又		pi5
	pʰei⁵³	胚	胚			pʰei1
	pʰei⁵³	坯	坯			pʰei1
	pʰei⁵³	坏	坏	坏者，凡土器未燒之緫名也		pʰei1
	pʰei⁵³	丕	丕			pʰei1
	pʰi⁵³	丕	丕			pʰi1
	pʰei⁵³	剖	剖			pʰei1
	pʰei⁴²³	配	配			pʰei5
	bei¹³	培	培			bei2
	bei¹³	陪	陪			bei2
	bei¹³	赔	賠			bei2
	bei¹³	裴	裴			bei2
	bei¹³	裴	裵			bei2
	bei²¹³	倍	倍			bei6
	bei²¹³	佩	佩			bei6
	bei²¹³	背	背	～誦（動詞）		bei6
	bei²¹³	焙	焙			bei6
	bei²¹³	痱	痱			bei6
	mei¹³	眉	眉	（文）		mei2
	mei¹³	梅	梅			mei2
	mei¹³	枚	枚			mei2
	mei¹³	玫	玫			mei2
	mei¹³	媒	媒			mei2
	mei¹³	煤	煤			mei2
	mei¹³	莓	莓			mei2
	mei¹³	楣	楣	倒～，門～		mei2
	mei¹³	霉	霉	～雨		mei2
	mei¹³	霉	黴	發～		mei2
	mei¹³	谋	謀			mei2
	mei⁴⁵	每	每			mei3
	mei⁴⁵	美	美			mei3
	mei⁴⁵	某	某			mei3
	mei²¹³	妹	妹			mei6
	mei²¹³	魅	魅			mei6
	mei²¹³	昧	昧			mei6
	mei²¹³	媚	媚			mei6
	mei²¹³	寐	寐			mei6
	mei²¹³	谜	謎	猜～～子：猜謎語		mei6
	mei²¹³	茂	茂			mei6
	mei²¹³	贸	貿			mei6
	fei⁴⁵	否	否			fei3
	vei¹³	浮	浮	形容詞，浮躁：～尸（指辦事不穩重的人）		vei2
	tei⁵³	堆	堆			tei1
	tei⁵³	兜	兜			tei1
	tei⁵³	丢	丟			tei1
	tei⁴⁵	抖	抖			tei3
	tei⁴⁵	陡	陡			tei3
	tei⁴²³	对	對			tei5
	tei⁴⁵	斗	斗	抽～		tei3
	tei⁴²³	斗	鬥	爭～		tei5
	tei⁴²³	斗	鬦	俗鬭字		tei5
	tei⁴²³	斗	鬭	爭～		tei5
	tei⁴²³	斗	鬬	爭～		tei5
	tei⁴²³	斗	鬪	爭～		tei5
	tʰei⁵³	推	推			tʰei1
	tʰei⁵³	偷	偷			tʰei1
	tʰei⁴⁵	腿	腿			tʰei3
	tʰei⁴²³	退	退			tʰei5
	dei¹³	颓	頹			dei2
	dei¹³	颓	頽			dei2
	tʰei⁴²³	蜕	蛻			tʰei5
	tʰei⁴²³	蜕	蜕			tʰei5
	tʰei⁴²³	透	透			tʰei5
	dei¹³	头	頭			dei2
	dei¹³	投	投			dei2
	dei²¹³	队	隊			dei6
	dei²¹³	兑	兌			dei6
	dei²¹³	兑	兑			dei6
	dei²¹³	豆	豆			dei6
	dei²¹³	逗	逗			dei6
	dei²¹³	痘	痘			dei6
	nei²¹³	内	內			nei6
	zei²¹³	芮	芮			zei6
	lei⁵³	溜	溜	又		lei1
	lei⁵³	溜	澑	又		lei1
	lei¹³	流	流	又		lei2
	lei¹³	刘	劉	又		lei2
	lei¹³	留	留	又		lei2
	lei¹³	留	畱	又		lei2
	lei¹³	榴	榴	又		lei2
	lei¹³	榴	橊	又		lei2
	lei¹³	硫	硫	又		lei2
	lei¹³	琉	琉	又		lei2
	lei¹³	雷	雷			lei2
	lei¹³	蕾	蕾			lei2
	lei¹³	擂	擂			lei2
	lei¹³	楼	樓	～白相：假吵架，鬧著玩		lei2
	lei⁴⁵	屡	屢	又		lei3
	lei⁴⁵	柳	柳	又		lei3
	lei⁴⁵	柳	桺	又		lei3
	lei⁴⁵	儡	儡			lei3
	lei⁴⁵	垒	垒			lei3
	lei⁴⁵	垒	壘			lei3
	lei⁴⁵	搂	摟			lei3
	lei²¹³	馏	餾	又		lei6
	lei²¹³	馏	𩞷	又		lei6
	lei⁴⁵	累	累	積～		lei3
	lei¹³	累	纍			lei2
	lei¹³	羸	羸			lei2
	lei²¹³	累	累	勞～		lei6
	lei²¹³	类	類			lei6
	lei²¹³	漏	漏	～脫落（不小心遺失了，弄丟了）		lei6
	lei²¹³	陋	陋			lei6
	tsei⁵³	追	追			tsei1
	tsei⁵³	锥	錐			tsei1
	tsei⁵³	昼	晝			tsei1
	tsei⁵³	邹	鄒			tsei1
	tsei⁵³	周	周			tsei1
	tsei⁵³	周	週			tsei1
	tsei⁵³	舟	舟			tsei1
	tsei⁵³	州	州			tsei1
	tsei⁵³	洲	洲			tsei1
	tsei⁴⁵	嘴	嘴			tsei3
	tsei⁴⁵	走	走			tsei3
	tsei⁴²³	缀	綴			tsei5
	tsei⁴²³	赘	贅			tsei5
	tsei⁴²³	醉	醉	又		tsei5
	tsei⁴²³	奏	奏			tsei5
	tsei⁴²³	皱	皺			tsei5
	tsei⁴²³	绉	縐	～巴巴		tsei5
	tsei⁴²³	咒	咒			tsei5
	tsei⁴²³	咒	呪			tsei5
	tsei⁴²³	帚	帚	苕～		tsei5
	tsei⁴²³	最	最			tsei5
	tsʰei⁵³	催	催			tsʰei1
	tsʰei⁵³	崔	崔			tsʰei1
	tsʰei⁵³	吹	吹	（文）		tsʰei1
	tsʰei⁵³	炊	炊			tsʰei1
	tsʰei⁵³	抽	抽			tsʰei1
	tsʰei⁴⁵	丑	丑	小～		tsʰei3
	tsʰei⁴⁵	丑	醜	～八怪		tsʰei3
	tsʰei⁴²³	脆	脆			tsʰei5
	tsʰei⁴²³	翠	翠			tsʰei5
	tsʰei⁴²³	凑	湊			tsʰei5
	tsʰei⁴²³	臭	臭			tsʰei5
	dzei¹³	垂	垂			dzei2
	dzei¹³	槌	槌			dzei2
	dzei¹³	锤	錘			dzei2
	dzei¹³	谁	誰			dzei2
	dzei¹³	绸	綢			dzei2
	dzei¹³	稠	稠			dzei2
	dzei¹³	筹	籌			dzei2
	dzei¹³	仇	讎			dzei2
	dzei¹³	仇	讐			dzei2
	dzei¹³	仇	仇			dzei2
	dzei¹³	酬	酬			dzei2
	dzei¹³	柔	柔			dzei2
	dzei²¹³	罪	罪	犯～		dzei6
	dzei²¹³	罪	辠	犯～		dzei6
	zæ²¹³	罪	罪	～過人：可憐		zæ6
	zæ²¹³	罪	辠	～過人：可憐		zæ6
	dzei²¹³	睡	睡			dzei6
	dzei²¹³	瑞	瑞			dzei6
	dzei²¹³	遂	遂			dzei6
	dzei²¹³	隧	隧			dzei6
	dzei²¹³	穗	穗			dzei6
	dzei²¹³	坠	墜			dzei6
	dzei²¹³	纣	紂			dzei6
	dzei²¹³	宙	宙			dzei6
	dzei²¹³	籀	籀			dzei6
	dzei²¹³	籀	籒			dzei6
	dzei²¹³	冑	冑	甲～（從“冃”，與“胄”不同）		dzei6
	dzei²¹³	胄	胄	～裔，貴～（從“肉”，與“冑”不同）		dzei6
	dzei²¹³	伷	伷	貴～（同“胄”，多用於人名）		dzei6
	dzei²¹³	骤	驟			dzei6
	sei⁵³	虽	雖			sei1
	sei⁵³	尿	尿			sei1
	sei⁵³	溲	溲	排泄小便		sei1
	sei⁵³	搜	搜	～查，～集		sei1
	sei⁵³	搜	蒐	～集		sei1
	sei⁵³	蒐	蒐	茜草		sei1
	sei⁵³	飕	颼			sei1
	sei⁵³	馊	餿			sei1
	sei⁵³	收	收			sei1
	sei⁴⁵	叟	叟			sei3
	sei⁴⁵	叟	叜	古文叟字		sei3
	sei⁴⁵	傁	傁			sei3
	sei⁴⁵	手	手			sei3
	sei⁴⁵	首	首			sei3
	sei⁴⁵	守	守			sei3
	sei⁴²³	碎	碎			sei5
	sei⁴²³	岁	歲			sei5
	sei⁴²³	岁	歳			sei5
	sei⁴²³	税	稅			sei5
	sei⁴²³	锐	銳	～角		sei5
	sei⁴²³	锐	鋭	～角		sei5
	zei²¹³	锐	銳	～氣		zei6
