字頭	呼	等	韻部	聲調	組	聲紐	攝	聲母	韻母	聲調	備註
碣								0	ot	8	~磍：猛獸盛怒貌
碥								bb	in	2	
砟								z	o	6	碑石
磉								sl	ong	2	
磬								h	ing	3	
磲								g	yu	4	
礅								dd	yun	1	門~：廳門兩側用於支撐門軸的方型石塊
磴								dd	ang	3	
斫								z	aa	2	
礤								t	ot	8	
礞								m	ung	4	
碡								z	uk	9	
黻								f	at	7	
黼								p	u	2	
盱								h	yu	1	
眄								m	in	5	
瞘								k	au	1	
礓								k	aa	1	
眢								j	yun	1	
砩								f	i	3	以石遏水；堤壩
磣								c	am	2	
眭								gw	ai	4	
眭								sl	ui	1	姓
眙								j	i	4	盱~
眦								d	i	6	
眥								d	i	6	
眸								m	au	4	
睇								t	ai	2	
睃								dd	an	3	
睚								ng	oi	4	
睨								ng	ai	6	
睢								sl	ui	1	水名；地名；姓
睢								w	ai	1	
睥								p	ai	3	
睿								j	ui	6	
瞍								sl	au	2	
瞀								m	au	6	
瞑								m	ing	4	
瞵								l	an	4	
瞽								g	u	2	
𥇲								p	yu	2	
眙								c	i	3	直視
畎								j	yun	2	
畋								d	in	4	
畈								f	on	3	
眚								s	aa	2	
佘								s	e	4	
畹								j	yun	2	
疃								t	yun	2	
罒								m	ong	5	
罘								f	au	4	
罡								g	ong	1	
罟								g	u	2	
畀								bb	i	2	
罨								0	ap	7	掩實、蓋實
詈								l	ai	3	痛罵
罱								l	om	5	
羆								bb	i	1	
罾								dd	ang	1	蝦~：捕蝦網
盍								0	op	10	
盥								g	un	3	
蠲								g	yun	1	
羈								g	i	1	
畛								z	an	2	
钅								z	am	1	
黹								z	i	2	
釧								c	yun	3	
鈑								bb	on	2	
鈐								g	im	4	
鈄								t	au	2	
恁								nj	am	1	想
釒								z	am	1	
鈳								k	eo	1	
鈽								bb	u	3	
鈸								b	ot	10	
鉞								j	oet	10	
鈿								d	in	6	
磔								z	aa	2	
鉉								j	yun	5	
鐸								d	ok	10	
銬								k	au	3	
鋮								s	ing	4	
鋏								g	ip	7	
鐃								n	ou	4	
鋣								j	e	4	
銱								dd	iu	3	
鎧								h	oi	2	
釗								z	iu	1	
鋌								d	ing	5	
鎩								s	ot	8	
銚								j	iu	4	大鋤；姓
銚								d	iu	4	長矛
銚								d	iu	6	煎藥或燒水用的器具
銚								t	iu	1	鍬
鉦								z	ing	1	
鐋								t	ong	3	批~
銖								z	yu	1	
鋝								l	oet	10	
鋶								l	au	5	
鉲								k	o	2	
鐧								g	on	3	車~
鐧								g	on	2	兵器
鐗								g	on	3	車~
鐗								g	on	2	兵器
鋃								l	ong	4	
鋟								t	im	1	
鑠								s	aa	6	
錛								bb	an	1	
錁								kw	eo	3	
錕								kw	an	1	
鍃											
錈								g	yun	2	
錟								d	om	4	
眵								c	i	1	眼~屎
鍇								k	oi	2	
鍔								ng	ok	10	
釵								c	o	1	
鎪								sl	au	1	
鍰								w	on	4	
鋂								m	ui	4	
鐫								dd	yun	1	
錼								n	oi	6	
鎦								l	au	4	
鎰								j	at	9	
鑌								bb	an	1	
鏢								bb	iu	1	
鏜								t	ong	1	
鏝								m	un	4	
鏍								l	oe	4	
鏞								j	ung	4	
鏃								d	uk	9	
鐔								d	am	4	
鐝								kw	ak	7	掘
钁								kw	ak	7	掘
鐓								d	ui	6	
鑹								t	yun	3	
鐙								dd	ang	3	
鑊								w	ok	10	
鑔								c	em	3	訓讀
矧								s	an	2	
矬								d	oe	4	
錆								t	aa	1	
錙								dd	i	1	
秕								bb	i	2	
秣								m	ot	10	
秫								s	at	9	
穭								l	yu	5	
嵇								k	ai	1	
稃								f	u	1	
秭								dd	i	2	
稷								dd	ik	7	
穡								s	ik	7	
砑								nj	o	6	
皈								gw	ai	1	
皙								sl	ik	7	
皤								b	eo	4	
鈺								nj	uk	9	
鴇								bb	eou	2	
稹								z	an	2	
鴣								g	u	1	
鸕								l	u	4	
鴝								g	yu	4	
鴟								c	i	1	
鴯								nj	i	4	
鷙								z	i	3	
鴰								gw	ot	8	
鵂								j	au	1	
鵓								b	ot	10	
鵒								g	uk	7	
鷳											
鵜								d	ai	4	
鶓											
鵯								bb	i	1	
鶘								w	u	4	
鶚								ng	ok	10	
鷀											
鶥								m	i	4	
鶩								m	uk	9	
鷂								j	iu	4	
鶼								g	im	1	
鴆								z	am	6	
鷚								l	au	6	
鷦								dd	iu	1	
鸌								w	ok	7	苦~雀：苦惡鳥
𮬭								l	uk	9	鳥，來源自壯語roeg。
疒								n	ik	9	
疔											
癘	開	三	祭A	去	來	來	蟹	l	ai	6	
疝								s	on	3	
癧								l	ik	9	
疳											
疸								t	on	2	
痄								z	o	3	
疱								p	ou	3	
疰								z	yu	3	
痃								j	in	4	
痂								g	o	1	
瘂								0	ot	8	同「啞」
痍								j	i	4	
鷓								z	e	3	
癆								l	eou	3	骨~
癆								l	eou	4	肺~
痦											
痤								d	oe	4	
癇								0	on	4	
痧								s	o	1	
瘃								z	uk	7	
雉								z	i	5	
痼								k	u	3	
痿								w	ai	2	
瘐											
瘀								j	yu	1	
癉								dd	on	3	由勞累造成的病；憎恨
瘌								l	ot	8	
癉								dd	on	1	溼熱病
癉								dd	on	2	同「疸」
瘞											
瘊								0	au	4	
瘥								c	oi	3	
瘥								d	eo	4	
瘻								l	au	6	
瘕								h	o	1	痰；㾤~：咳嗽；掹~：哮喘
瘙								sl	eou	3	
瘛								c	ai	3	
瘼								m	ok	10	
瘢								bb	un	1	
癀								w	ong	4	
瘭								p	iu	1	
瘰								l	oe	5	
癭								0	ing	1	
瘵								z	oi	3	
癃								l	ung	4	
瘳								c	ou	1	
癍								bb	on	1	
癔								0	ik	7	
癜								dd	in	3	
癖								p	ik	7	
㾤								k	ung	3	~瘕：咳嗽
臒								w	ok	8	
翊								0	ik	9	
竦								sl	ung	2	
穸								d	ik	9	
窀								z	yun	1	
窆								bb	in	3	
窠								w	eo	1	
窬								j	yu	4	
窨								j	am	3	
窶								g	yu	5	
窶								l	au	4	甌~
窳								j	yu	5	
痱								b	i	4	
衩								c	o	3	
衲								n	op	10	僧衣
衲								n	ap	7	縫補
衽								nj	am	6	
衿								z	am	1	
袂								m	ai	6	
袢								f	on	4	
襠								n	ong	3	
袷								g	op	8	
袷								g	ip	7	曲領
袼								g	ok	8	
裉											
褳											
裎								z	ing	4	
襝								l	im	4	
襇								g	on	3	
裱								bb	iu	2	
褚								z	yu	2	
褚								c	yu	2	姓
裼								sl	ik	7	
裨								bb	ai	3	~手
裨								b	i	4	
裾								g	yu	1	
裰								dd	yut	7	
褡								dd	op	8	
褙											
褊								bb	in	2	
襤								l	om	4	
褫								c	i	2	
繈								k	aa	2	
繦								k	aa	2	
襦								s	yu	4	
襻								p	on	3	
疋								s	u	1	腳
胥								sl	yu	1	
疋								p	at	7	同「匹」
疋								nj	o	5	同「雅」
皸								gw	an	1	
皴								t	yun	1	
矜								g	ing	1	
矜								g	an	4	矛柄
耔								dd	i	2	
耖								c	ou	3	
耠								0	op	10	
耮								l	eou	6	
耥								t	ong	3	
耦								ng	au	5	
耩								g	ang	2	
耨								n	au	6	
耱											
耵								dd	ing	1	
聃								dd	om	1	
聹								n	ing	4	
聵								gw	oi	3	
聱								nj	ou	4	
覃								d	am	4	
頇								h	on	1	
頎								g	i	4	
頏								0	ong	4	
頜								0	op	10	
頦								0	oi	4	
頷								0	om	5	
頷								nj	om	2	顑~：見「顑」
顓								z	yun	1	
顳								nj	ep	10	
顢								m	un	4	
顙								sl	ong	2	
顥								0	eou	6	
顬								s	yu	4	
顰								b	an	4	
虍								0	u	1	
虬								z	au	4	
蟣								g	i	2	
蠆								c	oi	3	
虺								0	ui	1	~隤
虺								w	ai	2	雷聲
虼								g	at	7	
虻								m	aa	4	
蚨								f	u	4	
蚍								b	i	4	
蚋								nj	ui	6	
蜆								j	in	2	
蚝								0	eou	4	
蚧								g	oi	3	
蚩								c	i	1	
蚶								h	om	1	
蛄								g	u	1	
蚰								j	au	4	
蚺								n	om	4	
蟶								c	ing	1	
蚴								j	au	2	龍、蛇盤結蜷曲的樣子
蚴								j	au	3	某些寄生蠕蟲的幼蟲
蛩								g	ung	4	
蛺								g	ip	7	
蛭								z	at	7	
衤								j	i	1	
蛐								k	uk	7	
蛞								k	ut	7	
蠐								d	ai	4	
蛘								j	aa	4	
蛑								m	au	4	
螄								s	i	1	
蛸								s	ou	1	蠨~：蟢子
蛸								sl	iu	1	螳螂卵
蜊								l	i	4	
蜉								f	au	4	
蜣								k	aa	1	
痣								z	i	3	
蜮								w	ik	9	
蜚								f	i	1	
蜾								gw	eo	2	
蟈								gw	ak	7	~𧊅：小蛙
蜱								b	i	4	
蜩								d	iu	4	
蝽								c	an	1	
蠑								w	ing	4	
蝻								n	om	5	
蝰								kw	ai	1	
蝮								f	uk	7	
螋								sl	au	1	
蝓								j	yu	4	
蝣								j	au	4	
螻								l	au	4	
蝤								d	au	4	
蝥								m	ou	4	
螓								d	an	4	
蟎								m	un	5	
螈								nj	yun	4	
螅								sl	ik	7	
螭								c	i	1	
螗								d	ong	4	
螫								s	ik	7	
蟥								w	ong	4	
螬								d	eou	4	
螵								p	iu	1	
蟓								d	aa	5	
蟊								m	au	4	
錚								z	aa	1	
蟪								j	ui	6	
蟮								s	in	6	
蠖								w	ok	8	
蠓								m	ung	5	
蠊								l	im	4	
蠛								m	ak	7	
蠡								l	ai	5	人名、地名用
蠡								l	i	4	瓢
蠹								dd	u	3	
蠼								gw	ak	7	
缶								f	au	2	
罅								l	oe	3	
蜇								z	ik	9	
竽								j	yu	4	
笈								z	ap	9	
笄								g	ai	1	
筧											
𥫗								z	uk	7	
笫											
笏											
筇											
笸											
笪											
笊								z	ou	3	
笱											
笥											
笤											
笳											
籩											
笞											
筘											
篳											
筅											
筌											
筠											
筮											
筻											
筢											
筲											
筱											
箐											
簀											
篋								g	ep	10	
箝											
籜											
箅											
簞											
箜											
箢											
箴											
簣											
篁											
篌											
篚											
篥											
篪											
簌											
篼											
簏											
籪											
簋											
簟								d	im	5	
簪											
簦											
籀											
臾								j	yu	4	
舁								j	yu	4	
舄								t	aa	2	鳥
舄								sl	ik	7	鞋
衄								n	uk	9	
舡											
舢											
艤											
舭											
舯											
舨											
舫											
舸											
艫											
舳											
舴											
舾											
艄											
艉											
艏											
艚											
艟											
艨											
衾								k	am	1	
袈								g	o	1	
裘								z	au	4	
裟								s	o	1	
襞								bb	ik	7	
羝								dd	ai	1	
羯								k	it	7	
籼								sl	in	1	
敉								m	i	5	
糲								l	ai	6	
糶								t	iu	3	
粞								sl	ai	1	
粢								dd	i	1	
粲								t	on	3	
粼								l	an	4	
糝								sl	om	2	撒
糇								0	au	4	
糌								dd	om	1	
糈								sl	yu	2	
蟛								b	aa	4	
艮								g	an	3	
翎								l	ing	4	
翕								j	ap	7	
翥								z	yu	3	
翮								0	aa	6	
翳								0	ai	3	
縶								z	ap	7	
綦								g	i	4	
綮								k	ai	2	
綮								h	ing	3	肯~
繇								j	iu	4	
纛								d	eou	6	
趄								dd	yu	1	趑~
趄								t	e	3	歪斜；~趔
趔								l	ai	3	
趑								dd	i	1	
趲								dd	on	2	移動，搬移
赧								n	yun	2	皮膚因蚊子叮咬或過敏長出的疙瘩，很癢
赭								z	e	2	
豇								g	ang	1	
蜞								g	i	4	
酊											
酐											
酎											
酤											
酢											
酡											
酩											
釅											
釃								s	ai	1	
酲											
酴											
酹											
醅											
醑											
醢											
醪											
醭											
醮								dd	iu	3	
醵											
醴											
豕								s	i	2	
鹺								d	eo	4	
躉											
跫											
踅											
蹩											
趵											
趿								t	ep	8	
趼											
趺											
糨								g	aa	6	
跖											
跗											
躒											
跏											
跆											
跬											
蹕											
跣											
躚											
躋											
踉											
跽											
踔											
踟											
躓											
踣											
躑											
踺											
踹											
蹁											
蹂											
蹊											
蹰											
蹶											
蹯											
躅											
躪											
躔											
躐											
躦											
貊								m	aa	6	
貅								j	au	1	
貘								m	aa	6	
豉								s	i	6	
觖								k	yut	7	
觴								s	aa	1	
觚								g	u	1	
觜								dd	ui	2	
觥								gw	ang	1	
觫								sl	uk	7	
觶								z	i	3	
訾								dd	i	1	
靚								d	ing	6	
蹌								t	aa	1	
雩								j	yu	4	
雯								m	an	4	
霽								dd	ai	3	
霈								p	ui	3	
霏								f	i	1	
靄								0	oi	2	
霰								sl	in	3	
齔								c	an	3	
齟								d	yu	5	
齙								b	eu	4	
齠								d	iu	4	
齜								z	i	1	
齬								nj	yu	5	
齷								0	ak	7	
黽								m	aa	5	蛙
黽								m	an	5	
黿								nj	yun	4	
鼉								d	eo	4	
隹								z	ui	1	
隼								sl	an	2	
雎								dd	yu	1	
雒								l	ok	8	
銎								h	ung	1	
鑾								l	yun	4	
鋈								j	uk	7	
笮								z	ou	3	
鍪								m	au	4	
鏊								ng	eou	6	
鎏								l	au	4	
鐾								b	i	6	
魴											
鮁								bb	ot	8	~魚：一種淡水魚，側扁而嘴大
鮃											
鱸								l	u	4	
鮒											
鱟											
鮐											
鮚											
鮪											
鮞											
鱭											
鮫											
鯗											
鱘											
鯁								g	ong	2	
鱺											
鰱											
鰹											
鰣											
鰷											
鯀											
鯇											
鯽								dd	ak	7	
鯖											
鯪								l	ing	4	
鯫											
鯡											
鯤											
鯧											
鯢											
鯛											
鯴											
鯔											
鱝											
鰈											
鰐								ng	ok	10	
鰒											
鰉											
鯿											
鰠											
鰲											
鰨											
鰥								gw	on	1	
鰩											
鰳											
鰾											
鱈											
鰵											
鱅											
鱔								s	in	5	
鱧											
靼								dd	ot	8	
鞅								j	aa	2	
韃								t	ot	8	
鞽								g	iu	4	
鞔								m	un	1	
韉								dd	in	1	
鞫								g	uk	7	
鞣								j	au	4	
鞲								g	au	1	
韝								g	au	1	
骱								g	ot	8	
骰								d	au	4	
鶻								gw	at	7	~鷯；~鳩
鶻								w	at	9	回~
骶								dd	ai	2	
骺								0	au	4	
髁								w	eo	1	
貔								b	i	4	
髂								k	o	3	
髖								w	un	1	
髕								b	an	5	
髑								d	uk	9	
魘								j	im	2	
饜								j	im	3	
饔								j	ung	1	
髟								bb	iu	1	髮長
髟								s	om	1	屋翼
髡								kw	an	1	
靚								l	aa	3	方言俗借字，意爲「好看」
髫								d	iu	4	
髀								bb	i	3	
髹								j	au	1	
鬈								g	yun	4	
鬏								dd	au	1	
鬣								l	ep	10	
麾								kw	ai	1	
髭								dd	i	1	
縻								m	i	4	
麇								gw	an	1	獐
麇								gw	an	4	成羣
鏨								z	om	4	
麏								gw	an	1	
麕								gw	an	1	
鏖								0	eou	1	
麝								s	e	6	
鍤								c	op	8	
麂								g	i	2	
麈								z	yu	2	
黷								d	uk	9	
黧								l	ai	4	
黥								g	ing	4	
黲								t	om	2	
鼢								f	an	4	
鼬								j	au	6	
鼯								0	ng	4	
鼹								j	in	2	
鼷								k	ai	1	
黢								z	yut	7	
鼽								z	au	4	
齉								n	ong	6	
黜								c	at	7	
阜								f	au	6	
堘								s	yng	4	同「塍」
熆								0	op	10	生火
啘								0	oek	9	同「噦」
𦯈								t	am	2	舀水
䫖								sl	am	6	弱，差勁
痾								0	eo	1	
孽								n	ep	10	又讀
孽								n	et	10	
甬								nj	ung	2	
孼								n	ep	10	又讀
孼								n	et	10	
髯								nj	im	4	
蝚								m	eu	4	~蟥、~囔：水蛭
齇								z	o	1	
垛								dd	oe	3	
垜								dd	oe	3	
憋								bb	at	7	~氣
𧊅								gw	e	2	
髍								m	eo	2	
黟								j	i	1	
䛩								w	u	3	罵
遰								dd	ai	2	去
𠫾								dd	ai	2	去
䟸								gw	ai	4	小腿（因殘疾）彎曲
𡢐								l	au	1	久
躈								k	eu	3	屁股
孽								nj	ep	10	
囩								w	an	4	衡量次數的量詞
抎								w	an	6	迷失，走失
漦								s	on	4	黏液。~水：口水
㷳								ng	on	6	文火煮
髧								dd	am	3	下垂
蒝								t	yun	3	長出，生長出
𪐏								c	ak	7	黐~~
𥈄								c	ung	1	看，見，認爲
幎								m	ing	1	蒙
鹶								k	ing	2	苦~：又苦又鹹
𥿪								j	ong	1	織物紕破如網狀
孼								nj	ep	10	
霅								j	op	10	閃爍
跕								t	ep	8	趿拉；拖~、~鞋：都指拖鞋
枼								j	ep	10	衣物單薄；單薄衣物的量詞
䬆								l	at	9	風雨暴疾
縎								gw	at	7	
縎								kw	at	7	
𢉥								0	et	8	擁擠
憖								nj	an	1	乞求
癹								b	ut	7	用腳踏除水稻田雜草
窇								b	ak	9	「屎~」「灰~」都指茅坑
𥅻								c	ung	1	看，見，認爲
丵								b	uk	9	
筴								c	ak	7	
穰								nj	aa	4	
椽								z	yun	4	
癬								sl	in	2	
耪								p	ong	1	
瓤								n	ong	1	白讀
瓤								n	ong	4	
齈								n	ung	1	
髣								f	ong	2	
髴								f	at	7	
𤺎								s	e	4	搔肚腩肉使發癢
夯								h	ang	1	
訃								f	u	3	
釁								j	an	3	
扳								p	on	1	
豌								w	un	2	
娩								m	in	5	
涎								j	in	5	
戎								j	ung	4	
諜								d	ep	10	
𩨷								k	oe	2	手足凍僵
𩨭								k	oe	2	手足凍僵
㚊								g	ai	03	「咁閪」或「極閪」的合音
㚊								k	ai	03	「咁閪」或「極閪」的合音
牚								t	aa	3	硬~
芍								z	aa	2	
佢								g	yu	4	
𠍲								g	yu	4	
毁								w	ai	2	
燬								w	ai	2	
譭								w	ai	2	
澇	開	一 	豪	平	來	來	效	l	eou	1	
蹽								l	iu	1	跑
綏								sl	ui	2	
墩								dd	an	1	
囤								dd	an	2	
庉								d	yun	5	摞，疊
錩								c	aa	1	
猄								g	ing	1	黄~：赤麂
𢷕								m	ak	7	
𢷕								m	au	1	
戍								s	yu	3	
𢫦								bb	aa	2	
燼								d	an	6	
奎								gw	ai	4	
壕								0	eou	4	
訖								0	at	9	
瓮								0	ung	3	
椊								t	oet	10	
啒								w	ut	7	
靳								k	an	2	吝嗇
䠻								k	ung	2	
䩼								b	ung	4	
榷								k	ak	7	
毃								kw	ak	7	物體撞到頭部
搉								gw	ak	7	~雞蛋
㜷								m	e	4	
𦡻								p	ang	3	~穀：不飽滿的穀粒
坯								p	ui	1	
吸	開	三	侵B	入	影	曉	深	k	ap	7	異讀
喝	開	一	寒	入	影	曉	山	h	ot	8	
雄	開	三	東	平	影	云	通	0	ung	4	
𠱘	開	三	庚	入	見	疑	梗	ng	ik	7	
𠸺	開	三	庚	入	見	疑	梗	ng	ik	7	
棱	開	一 	登	平	來	來	曾	l	ing	4	
埡	開	一	模	上	影	影	遇				
㘝								nj	ap	7	抓取
涌								c	ung	1	地名用字，廣西多作「冲」，廣東多作「涌」，本字爲「潨」
剺								l	i	1	
竈	開	一	豪	去	精	精	效	dd	eou	3	
鑱								z	om	4	
裏	開	三	之	上	來	來	之	l	yu	5	
𡿩								nj	oet	8	水流貌
麫	開	四	先	去	幫	明	山	m	in	6	
峯	開	三	鍾	平	幫	滂	通	f	ung	1	
栩	合	三	虞	上	影	曉	遇	h	yu	2	
𨶿								p	aa	3	成人兩臂左右伸直的長度
