音标	调类	调值	辖字
tɕɔŋ	1	334	張[實際音]
tɕʰɔŋ	1	334	昌[實際音]
tsɔŋ	1	334	臧
tsʰɔŋ	1	334	倉
sɔŋ	1	334	桑
tʂɔŋ	1	334	章[實際音]
tʂʰɔŋ	1	334	昌[實際音]
ʂɔŋ	1	334	商[實際音]
ŋɔŋ	2	113	卬
ɣɔŋ	2	113	航
pʰɔŋ	2	113	傍
bɔŋ	2	113	傍
mɔŋ	2	113	茫
βɔŋ	2	113	房
ɦwɔŋ	2	113	王
tʰɔŋ	2	113	堂
dɔŋ	2	113	堂
nɔŋ	2	113	唐
tɕʰɔŋ	2	113	長[實際音]
dʑɔŋ	2	113	長[實際音]
ȵɔŋ	2	113	娘[實際音]
tsʰɔŋ	2	113	藏
dzɔŋ	2	113	藏
ʐɔŋ	2	113	裳[實際音]
lɔŋ	2	113	郎
ɻɔŋ	2	113	穰[實際音]
kɔŋ	3	41	䴚
kʰɔŋ	3	41	慷
ʔɔŋ	3	41	坱
xɔŋ	3	41	汻
pɔŋ	3	41	榜
pʰɔŋ	3	41	髈
ʔwɔŋ	3	41	徃[實際音]往[實際音]
tɔŋ	3	41	黨
tʰɔŋ	3	41	矘
tɕɔŋ	3	41	長[實際音]
tɕʰɔŋ	3	41	昶[實際音]
tsɔŋ	3	41	駔
tsʰɔŋ	3	41	蒼
sɔŋ	3	41	顙
ŋɔŋ	4	21	駠
ɣɔŋ	4	21	沆
mɔŋ	4	21	莽
tʰɔŋ	4	21	蕩
dɔŋ	4	21	蕩
nɔŋ	4	21	曩
tɕʰɔŋ	4	21	丈[實際音]
dʑɔŋ	4	21	丈[實際音]
tsʰɔŋ	4	21	奘
dzɔŋ	4	21	奘
lɔŋ	4	21	朗
kɔŋ	5	55	鋼
kʰɔŋ	5	55	抗
ʔɔŋ	5	55	盎
pɔŋ	5	55	螃
pʰɔŋ	5	55	□[月放]𦜍[月放]
ʔwɔŋ	5	55	望
tɔŋ	5	55	讜
tʰɔŋ	5	55	儻
tɕɔŋ	5	55	帳[實際音]
tɕʰɔŋ	5	55	悵[實際音]
tsɔŋ	5	55	葬
tsʰɔŋ	5	55	䅮
sɔŋ	5	55	喪
ŋɔŋ	6	11	枊
ɣɔŋ	6	11	吭
pʰɔŋ	6	11	傍
bɔŋ	6	11	傍
mɔŋ	6	11	漭
tʰɔŋ	6	11	宕
dɔŋ	6	11	宕
nɔŋ	6	11	儾
tɕʰɔŋ	6	11	仗[實際音]
dʑɔŋ	6	11	仗[實際音]
ȵɔŋ	6	11	釀
tsʰɔŋ	6	11	藏
dzɔŋ	6	11	藏
lɔŋ	6	11	浪
kok	7	5	各
kʰok	7	5	恪
ʔok	7	5	惡
xok	7	5	□[月寉]𦞦[月寉]
pok	7	5	博
pʰok	7	5	□[革頁]𩔈[革頁]
tok	7	5	沰
tʰok	7	5	託
tɕok	7	5	芍
tɕʰok	7	5	□[召比]
tsok	7	5	作
tsʰok	7	5	錯
sok	7	5	索
ŋok	8	24	咢
ɣok	8	24	涸
pʰok	8	24	泊
bok	8	24	泊
mok	8	24	莫
tʰok	8	24	鐸
dok	8	24	鐸
nok	8	24	諾
tɕʰok	8	24	著
dʑok	8	24	著
ȵok	8	24	逽
tsʰok	8	24	昨
dzok	8	24	昨
lok	8	24	落
kuŋ	1	334	公
kʰuŋ	1	334	空
ʔuŋ	1	334	翁
xuŋ	1	334	烘
pʰuŋ	1	334	□[彳夅]𢓤[彳夅]
tuŋ	1	334	東
tʰuŋ	1	334	通
tɕuŋ	1	334	中[實際音]
tɕʰuŋ	1	334	踵[實際音]
tsuŋ	1	334	葼
tsʰuŋ	1	334	悤
suŋ	1	334	檧
tʂuŋ	1	334	鐘[實際音]
tʂʰuŋ	1	334	衝[實際音]
ʂuŋ	1	334	舂[實際音]
guŋ	2	113	□[丸頁]𩑖[丸頁]
ŋuŋ	2	113	㟅
ɣuŋ	2	113	洪
pʰuŋ	2	113	蓬
buŋ	2	113	蓬
muŋ	2	113	蒙
tʰuŋ	2	113	同
duŋ	2	113	同
nuŋ	2	113	齈
tɕʰuŋ	2	113	重[實際音]
dʑuŋ	2	113	重[實際音]
ȵuŋ	2	113	醲
tsʰuŋ	2	113	叢
dzuŋ	2	113	叢
tʂʰuŋ	2	113	崇[實際音]蟲[實際音]
dʐuŋ	2	113	崇[實際音]蟲[實際音]
ʐuŋ	2	113	鱅[實際音]
luŋ	2	113	籠
ɻuŋ	2	113	戎
kuŋ	3	41	□[革貢]𩌌[革貢]
kʰuŋ	3	41	孔
ʔuŋ	3	41	蓊
xuŋ	3	41	嗊
puŋ	3	41	琫
tuŋ	3	41	董
tʰuŋ	3	41	侗
tsuŋ	3	41	總
suŋ	3	41	□[甬攵]
ŋuŋ	4	21	湡
ɣuŋ	4	21	澒
pʰuŋ	4	21	菶
buŋ	4	21	菶
muŋ	4	21	蠓
tʰuŋ	4	21	動
duŋ	4	21	動
tsʰuŋ	4	21	嵸
dzuŋ	4	21	嵸
luŋ	4	21	贚
kuŋ	5	55	贡
kʰuŋ	5	55	控
ʔuŋ	5	55	瓮
xuŋ	5	55	烘
tuŋ	5	55	凍
tʰuŋ	5	55	痛
tɕuŋ	5	55	仲[實際音]
tsuŋ	5	55	糉
tsʰuŋ	5	55	謥
suŋ	5	55	送
ɣuŋ	6	11	哄
pʰuŋ	6	11	□[木蓬]𣟀[木蓬]
buŋ	6	11	□[木蓬]𣟀[木蓬]
muŋ	6	11	懞
tʰuŋ	6	11	洞
duŋ	6	11	洞
nuŋ	6	11	齈
tsʰuŋ	6	11	□[聚攴]𣀒[聚攴]
dzuŋ	6	11	□[聚攴]𣀒[聚攴]
luŋ	6	11	弄
kuk	7	5	穀
kʰuk	7	5	哭
ʔuk	7	5	屋
xuk	7	5	□[吉殳]𭮪[吉殳]
puk	7	5	卜
pʰuk	7	5	扑
tuk	7	5	豰篤
tʰuk	7	5	禿
tɕuk	7	5	竹[實際音]
tsuk	7	5	簇
tsʰuk	7	5	瘯
suk	7	5	速
ŋuk	8	24	㹊
ɣuk	8	24	□[索殳]𭮹[索殳]
pʰuk	8	24	僕
buk	8	24	僕
muk	8	24	木
tʰuk	8	24	獨
duk	8	24	獨
nuk	8	24	耨
tsʰuk	8	24	族
dzuk	8	24	族
luk	8	24	祿
ɻuk	8	24	辱
kɔu	1	334	高
kʰɔu	1	334	尻
ʔɔu	1	334	熝
xɔu	1	334	蒿
pɔu	1	334	褒
pʰɔu	1	334	㯱
tɔu	1	334	刀
tʰɔu	1	334	饕
tɕɔu	1	334	昭[實際音]
tɕʰɔu	1	334	超[實際音]
tsɔu	1	334	糟
tsʰɔu	1	334	操
sɔu	1	334	騷
tʂɔu	1	334	昭[實際音]
ʂɔu	1	334	燒[實際音]
ŋɔu	2	113	敖
ɣɔu	2	113	豪
pʰɔu	2	113	袍
bɔu	2	113	袍
mɔu	2	113	毛
tʰɔu	2	113	陶
dɔu	2	113	陶
nɔu	2	113	猱劳[實際音]
tɕʰɔu	2	113	潮[實際音]
dʑɔu	2	113	潮[實際音]
tsʰɔu	2	113	曹
dzɔu	2	113	曹
ʐɔu	2	113	韶[實際音]
lɔu	2	113	勞[實際音]
ɻɔu	2	113	饒[實際音]
kɔu	3	41	暠稿[實際音]
kʰɔu	3	41	考
ʔɔu	3	41	襖
xɔu	3	41	好
pɔu	3	41	寶
pʰɔu	3	41	皫
tɔu	3	41	倒
tʰɔu	3	41	討
tɕɔu	3	41	沼[實際音]
tsɔu	3	41	早
tsʰɔu	3	41	草
sɔu	3	41	㛮
ŋɔu	4	21	□[艸午頁]𦽀[艸午頁]
ɣɔu	4	21	皓
pʰɔu	4	21	抱
bɔu	4	21	抱
mɔu	4	21	蓩
tʰɔu	4	21	道
dɔu	4	21	道
nɔu	4	21	懊
tsʰɔu	4	21	皁
dzɔu	4	21	皁
lɔu	4	21	老
kɔu	5	55	誥
kʰɔu	5	55	鎬
ʔɔu	5	55	奧
xɔu	5	55	耗
pɔu	5	55	報
pʰɔu	5	55	犥
tɔu	5	55	到
tʰɔu	5	55	韜
tsɔu	5	55	竈
tsʰɔu	5	55	操
sɔu	5	55	喿
kʰɔu	6	11	櫭
gɔu	6	11	櫭
ŋɔu	6	11	傲
ɣɔu	6	11	号
pʰɔu	6	11	暴
bɔu	6	11	暴
mɔu	6	11	□[忄冒]𢝌[忄冒]
tʰɔu	6	11	導
dɔu	6	11	導
nɔu	6	11	腝
tsʰɔu	6	11	漕
dzɔu	6	11	漕
lɔu	6	11	嫪
kuən	1	334	昆胘[實際音]
kʰuən	1	334	坤
ʔuən	1	334	昷
xuən	1	334	昏
puən	1	334	奔
pʰuən	1	334	濆
ʔwuən	1	334	贇[實際音]
ɸuən	1	334	薰[實際音]
tuən	1	334	敦
tʰuən	1	334	㬿吞[實際音]
tɕuən	1	334	貞[實際音]
tsuən	1	334	尊
tsʰuən	1	334	村
suən	1	334	孫
ŋuən	2	113	㑮
ɣuən	2	113	魂
ɦuən	2	113	文[實際音]
pʰuən	2	113	盆
buən	2	113	门
tʰuən	2	113	屯
duən	2	113	屯
nuən	2	113	黁能[實際音]
tsʰuən	2	113	存
dzuən	2	113	存
luən	2	113	論
kuən	3	41	鯀
kʰuən	3	41	閫
ʔuən	3	41	穩
xuən	3	41	□[糹㤻]𦃕[糹㤻]
puən	3	41	本
pʰuən	3	41	翉
ʔwuən	3	41	永[實際音]
tuən	3	41	崸
tʰuən	3	41	畽
tsuən	3	41	□[尊刂]𠟃[尊刂]
tsʰuən	3	41	忖
suən	3	41	損
ɣuən	4	21	混
pʰuən	4	21	獖
buən	4	21	獖
muən	4	21	懣
tʰuən	4	21	囤
duən	4	21	囤
nuən	4	21	㶧
tsʰuən	4	21	鱒
dzuən	4	21	鱒
luən	4	21	㤻
kuən	5	55	㫻
kʰuən	5	55	困
ʔuən	5	55	揾
xuən	5	55	惛
puən	5	55	奔
pʰuən	5	55	噴
ʔwuən	5	55	詠[實際音]
tuən	5	55	頓
tʰuən	5	55	□[黑享]𪑒[黑享]
tsuən	5	55	焌
tsʰuən	5	55	寸
suən	5	55	巽
ŋuən	6	11	顐
ɣuən	6	11	慁
pʰuən	6	11	坌
buən	6	11	坌
muən	6	11	悶
tʰuən	6	11	鈍
duən	6	11	鈍
nuən	6	11	嫩
tsʰuən	6	11	罇
dzuən	6	11	罇
luən	6	11	輪
kuət	7	5	骨
kʰuət	7	5	窟
ʔuət	7	5	□[殳頁]𩑦[殳頁]
xuət	7	5	忽
puət	7	5	不
pʰuət	7	5	䪬
ʔwuət	7	5	入[實際音]
tuət	7	5	咄
tʰuət	7	5	宊
tsuət	7	5	卒
tsʰuət	7	5	猝
suət	7	5	窣
ŋuət	8	24	兀
ɣuət	8	24	搰
pʰuət	8	24	勃
buət	8	24	勃
muət	8	24	沒
tʰuət	8	24	突
duət	8	24	突
nuət	8	24	訥
tsʰuət	8	24	椊
dzuət	8	24	椊
luət	8	24	□[束犮]
kiɔu	1	334	驕
kʰiɔu	1	334	趫
ʔiɔu	1	334	妖
xiɔu	1	334	嚻
piɔu	1	334	鑣
tiɔu	1	334	貂[實際音]
tʰiɔu	1	334	挑[實際音]
tɕiɔu	1	334	朝
tɕʰiɔu	1	334	超
tsiɔu	1	334	焦[實際音]
siɔu	1	334	蕭
tʂiɔu	1	334	昭
tʂʰiɔu	1	334	怊
ʂiɔu	1	334	燒
kʰiɔu	2	113	喬
giɔu	2	113	喬
ɣiɔu	2	113	爻[實際音]
ɦiɔu	2	113	遙
pʰiɔu	2	113	漉
biɔu	2	113	漉
miɔu	2	113	苗
tʰiɔu	2	113	迢[實際音]
diɔu	2	113	迢[實際音]
niɔu	2	113	嬈[實際音]
tɕʰiɔu	2	113	鼂
dʑiɔu	2	113	鼂
tsʰiɔu	2	113	樵[實際音]
dziɔu	2	113	樵[實際音]
tʂʰiɔu	2	113	潮[實際音]
dʐiɔu	2	113	潮[實際音]
ʐiɔu	2	113	韶
liɔu	2	113	燎
ɻiɔu	2	113	饒
kiɔu	3	41	矯
kʰiɔu	3	41	槁
ʔiɔu	3	41	夭
piɔu	3	41	表
pʰiɔu	3	41	麃
tɕʰiɔu	3	41	巐
tsiɔu	3	41	勦[實際音]
siɔu	3	41	小[實際音]
tʂiɔu	3	41	沼
tʂʰiɔu	3	41	□[來酋]
ʂiɔu	3	41	少
kʰiɔu	4	21	□[長喬]𨲭[長喬]
giɔu	4	21	□[長喬]𨲭[長喬]
pʰiɔu	4	21	藨
biɔu	4	21	藨
tɕʰiɔu	4	21	肇
dʑiɔu	4	21	肇
ʐiɔu	4	21	紹
liɔu	4	21	繚
ɻiɔu	4	21	擾
kiɔu	5	55	驕
kʰiɔu	5	55	趫
piɔu	5	55	裱
tiɔu	5	55	吊[實際音]
tʰiɔu	5	55	糶[實際音]
tɕʰiɔu	5	55	超
tsiɔu	5	55	醮
siɔu	5	55	笑
tʂiɔu	5	55	昭
tʂʰiɔu	5	55	覞
ʂiɔu	5	55	少
kʰiɔu	6	11	嶠
giɔu	6	11	嶠
ŋiɔu	6	11	□[虛亢]𧇠[虛亢]
miɔu	6	11	廟
tʰiɔu	6	11	籊[實際音]
diɔu	6	11	籊[實際音]
niɔu	6	11	尿[實際音]
tɕʰiɔu	6	11	召
dʑiɔu	6	11	召
ʐiɔu	6	11	邵
liɔu	6	11	尞
ɻiɔu	6	11	饒
ki	1	334	饑
kʰi	1	334	㩻欺[實際音]
ʔi	1	334	醫
xi	1	334	□[扌羲]𢸤[扌羲]
pi	1	334	卑[實際音]
pʰi	1	334	鈹批[實際音]
ʔwi	1	334	威[實際音]
ɸi	1	334	霏[實際音]
ti	1	334	低[實際音]
tʰi	1	334	梯[實際音]
tɕi	1	334	知
tɕʰi	1	334	絺
tsi	1	334	躋[實際音]
tsʰi	1	334	妻[實際音]
si	1	334	西[實際音]
tʂi	1	334	支
tʂʰi	1	334	鴟
ʂi	1	334	詩
kʰi	2	113	奇
gi	2	113	奇
ŋi	2	113	狋誼[實際音]
ɣi	2	113	奚[實際音]攜[實際音]
ɦi	2	113	移
pʰi	2	113	皮
bi	2	113	皮
mi	2	113	迷[實際音]
βi	2	113	誰[實際音]
tʰi	2	113	題[實際音]
di	2	113	題[實際音]
ni	2	113	泥[實際音]離[實際音]
tɕʰi	2	113	馳
dʑi	2	113	馳
ȵi	2	113	尼
tsʰi	2	113	齊[實際音]
dzi	2	113	齊[實際音]
tʂʰi	2	113	遲
dʐi	2	113	遲
ʐi	2	113	時
li	2	113	離
ɻi	2	113	而
ki	3	41	几
kʰi	3	41	起
ʔi	3	41	倚
xi	3	41	喜
pi	3	41	比[實際音]
tɕi	3	41	徵
tɕʰi	3	41	褫
tʂi	3	41	止
tʂʰi	3	41	齒
ʂi	3	41	始
kʰi	4	21	技
gi	4	21	技
ŋi	4	21	擬
ɦi	4	21	矣
mi	4	21	米[實際音]
tɕʰi	4	21	豸
dʑi	4	21	豸
ȵi	4	21	狔
tʂʰi	4	21	舓
dʐi	4	21	舓
ʐi	4	21	視
li	4	21	邐
ɻi	4	21	爾
ki	5	55	冀計[實際音]
kʰi	5	55	器
ʔi	5	55	懿
xi	5	55	戲
pi	5	55	賁
pʰi	5	55	帔
ti	5	55	帝[實際音]
tɕi	5	55	智
tɕʰi	5	55	杘
tʂi	5	55	志
tʂʰi	5	55	卶
ʂi	5	55	屍
kʰi	6	11	芰
gi	6	11	芰
ŋi	6	11	䰯
pʰi	6	11	備
bi	6	11	備
mi	6	11	縻
tɕʰi	6	11	緻
dʑi	6	11	緻
ȵi	6	11	膩
tʂʰi	6	11	示
dʐi	6	11	示
ʐi	6	11	嗜
li	6	11	吏
ɻi	6	11	二
kit	7	5	暨吉[實際音]
kʰit	7	5	乞
ʔit	7	5	乙
xit	7	5	肸
pit	7	5	筆
pʰit	7	5	拂
tit	7	5	的[實際音]
tɕit	7	5	窒
tɕʰit	7	5	抶
tsit	7	5	即[實際音]
tsʰit	7	5	七[實際音]
tʂit	7	5	質
tʂʰit	7	5	叱
ʂit	7	5	失
kʰit	8	24	姞
git	8	24	姞
ŋit	8	24	□[耳乚]𦔮[耳乚]
pʰit	8	24	弼
bit	8	24	弼
mit	8	24	密
tɕʰit	8	24	秩
dʑit	8	24	秩
ȵit	8	24	暱
tʂʰit	8	24	實
dʐit	8	24	實
lit	8	24	栗
ɻit	8	24	日
tsɿ	1	334	貲
tsʰɿ	1	334	雌
sɿ	1	334	思
tʂɿ	1	334	菑[實際音]之[實際音]
tʂʰɿ	1	334	差[實際音]
ʂɿ	1	334	師[實際音]施[實際音]
tsʰɿ	2	113	慈
dzɿ	2	113	慈
zɿ	2	113	詞
tʂʰɿ	2	113	茌[實際音]池[實際音]
dʐɿ	2	113	茌[實際音]池[實際音]
ʐɿ	2	113	時[實際音]
lɿ	2	113	離[實際音]
ɻɿ	2	113	兒[實際音]
tsɿ	3	41	姊
tsʰɿ	3	41	此
sɿ	3	41	呆[騃]騃
tsʰɿ	4	21	鮆
dzɿ	4	21	鮆
zɿ	4	21	似
tsɿ	5	55	恣
tsʰɿ	5	55	次
sɿ	5	55	四
tʂɿ	5	55	□[此衣，實際音]𧙁[此衣，實際音]
tʂʰɿ	5	55	廁[實際音]
ʂɿ	5	55	駛[實際音]
tsʰɿ	6	11	自
dzɿ	6	11	自
zɿ	6	11	寺
tʂɿt	7	5	櫛[實際音]
ʂɿt	7	5	瑟[實際音]
tʂʰɿt	8	24	㓼
dʐɿt	8	24	㓼
kyu	1	334	居
kʰyu	1	334	墟區[實際音]
ʔyu	1	334	於迂
xyu	1	334	虛
pyu	1	334	逋[實際音]
pʰyu	1	334	鋪[實際音]
ʔwyu	1	334	跗嗚[實際音]
ɸyu	1	334	敷
tyu	1	334	豬[實際音]
tɕyu	1	334	豬
tɕʰyu	1	334	攄
tsyu	1	334	且[實際音]
tsʰyu	1	334	疽[實際音]疸[實際音，可能為「疽」]
syu	1	334	胥[實際音]
tʂyu	1	334	諸朱[實際音]
tʂʰyu	1	334	樞[實際音]
ʂyu	1	334	書舒[實際音]
kʰyu	2	113	渠
gyu	2	113	渠
ŋyu	2	113	魚愚[實際音]
ɦyu	2	113	亐余[實際音]
pʰyu	2	113	蒲[實際音]
byu	2	113	蒲[實際音]
myu	2	113	模[實際音]
βyu	2	113	扶
ɦwyu	2	113	無巫[實際音]
tɕʰyu	2	113	除
dʑyu	2	113	除
ȵyu	2	113	袽
tsʰyu	2	113	□[尸徐，實際音]𡲰[尸徐，實際音]
dzyu	2	113	□[尸徐，實際音]𡲰[尸徐，實際音]
zyu	2	113	徐[實際音]
ʐyu	2	113	蜍殊[實際音]
lyu	2	113	驢
ɻyu	2	113	如
kyu	3	41	舉
kʰyu	3	41	去
ʔyu	3	41	□[扌於]𢮁[扌於]
xyu	3	41	許
pyu	3	41	補[實際音]
ʔwyu	3	41	甫
ɸyu	3	41	撫
tɕyu	3	41	貯
tɕʰyu	3	41	楮
tsyu	3	41	苴[實際音]
tsʰyu	3	41	跛[實際音]
syu	3	41	諝[實際音]
tʂyu	3	41	鬻
tʂʰyu	3	41	杵
ʂyu	3	41	暑
kʰyu	4	21	巨
gyu	4	21	巨
ŋyu	4	21	語
ɦyu	4	21	羽
βyu	4	21	父
ɦwyu	4	21	武
tɕʰyu	4	21	佇
dʑyu	4	21	佇
ȵyu	4	21	女
tsʰyu	4	21	咀[實際音]
dzyu	4	21	咀[實際音]
zyu	4	21	敘[實際音]
tʂʰyu	4	21	紓
dʐyu	4	21	紓
ʐyu	4	21	野
lyu	4	21	呂
ɻyu	4	21	汝
kyu	5	55	據
kʰyu	5	55	㰦
ʔyu	5	55	飫
xyu	5	55	噓
pyu	5	55	布[實際音]
ʔwyu	5	55	付
ɸyu	5	55	赴
tɕyu	5	55	著
tɕʰyu	5	55	絮
tsyu	5	55	怚[實際音]
tsʰyu	5	55	覷[實際音]
syu	5	55	絮[實際音]
tʂyu	5	55	翥
tʂʰyu	5	55	處
ʂyu	5	55	恕
kʰyu	6	11	遽
gyu	6	11	遽
ŋyu	6	11	御
ɦyu	6	11	芋
βyu	6	11	附
ɦwyu	6	11	務
tɕʰyu	6	11	箸
dʑyu	6	11	箸
ȵyu	6	11	女
tsʰyu	6	11	埾[實際音]
dzyu	6	11	埾[實際音]
zyu	6	11	屐[實際音，存疑]
ʐyu	6	11	署
lyu	6	11	慮
ɻyu	6	11	洳
kyuk	7	5	□[艸大車]𫈹[艸大車]
kʰyuk	7	5	曲
ʔyuk	7	5	郁
xyuk	7	5	旭
pyuk	7	5	不[實際音]
ʔwyuk	7	5	匚
ɸyuk	7	5	蝮
tɕyuk	7	5	瘃
tɕʰyuk	7	5	梀
tsyuk	7	5	足[實際音]
tsʰyuk	7	5	促[實際音]
syuk	7	5	粟[實際音]
tʂyuk	7	5	燭
tʂʰyuk	7	5	娖
ʂyuk	7	5	束
kʰyuk	8	24	局
gyuk	8	24	局
ŋyuk	8	24	玉
ɦyuk	8	24	囿
βyuk	8	24	幞
ɦwyuk	8	24	媦
tɕʰyuk	8	24	躅
dʑyuk	8	24	躅
ȵyuk	8	24	傉
tsʰyuk	8	24	□
dzyuk	8	24	□
zyuk	8	24	續[實際音]
