"拼音"	"IPA"	"調號"	"單字"
"pa"	"pʰɑ"	"3"	"叭[象聲詞，鞭炮聲]"
"pa"	"pʰɑ"	"5"	"怕稗白[(白)]"
"pa"	"pʰɑ"	"7"	"拔[(文)]拍[(白)]跋"
"ma"	"mɑ"	"1"	"媽"
"ma"	"mɑ"	"2"	"麻"
"ma"	"mɑ"	"3"	"馬碼"
"ma"	"mɑ"	"5"	"罵"
"ma"	"mɑ"	"7"	"抹"
"fa"	"fɑ"	"1"	"花"
"fa"	"fɑ"	"2"	"華鏵划[～船]"
"fa"	"fɑ"	"5"	"化畫話[(文)]劃[計～]樺罰[(白)]"
"fa"	"fɑ"	"7"	"發法乏伐筏罰[(文)]"
"da"	"tɑ"	"3"	"打"
"da"	"tɑ"	"5"	"大[(文)]"
"da"	"tɑ"	"7"	"答搭"
"ta"	"tʰɑ"	"1"	"他"
"ta"	"tʰɑ"	"5"	"踏[(白)]"
"ta"	"tʰɑ"	"7"	"踏[(文)]榻沓達塌塔獺"
"la"	"lɑ"	"1"	"拉[(又)]拿[(白)]"
"la"	"lɑ"	"2"	"拿[(文)]"
"la"	"lɑ"	"3"	"哪"
"la"	"lɑ"	"5"	"那"
"la"	"lɑ"	"7"	"拉臘蠟捺辣邋納"
"za"	"tsɑ"	"1"	"渣"
"za"	"tsɑ"	"3"	"扎[(又)]"
"za"	"tsɑ"	"5"	"詐炸榨乍"
"za"	"tsɑ"	"7"	"軋閘眨雜扎札摘[(白)]啄[(白)]"
"ca"	"tsʰɑ"	"1"	"叉杈差[～錯]"
"ca"	"tsʰɑ"	"2"	"茶搽查茬"
"ca"	"tsʰɑ"	"5"	"岔鍘擇[(白)]"
"ca"	"tsʰɑ"	"7"	"察擦插"
"sa"	"sɑ"	"1"	"沙紗杉"
"sa"	"sɑ"	"3"	"傻耍"
"sa"	"sɑ"	"7"	"薩殺刷撒"
"zra"	"tʂɑ"	"1"	"遮"
"zra"	"tʂɑ"	"7"	"隻[(白)]炙[(白)]"
"cra"	"tʂʰɑ"	"1"	"車"
"cra"	"tʂʰɑ"	"3"	"扯"
"cra"	"tʂʰɑ"	"7"	"尺[(白)]赤[(白)]"
"sra"	"ʂɑ"	"1"	"賒"
"sra"	"ʂɑ"	"2"	"佘蛇"
"sra"	"ʂɑ"	"3"	"捨"
"sra"	"ʂɑ"	"5"	"射[(白)]"
"ga"	"kɑ"	"1"	"家[(白)]痂"
"ga"	"kɑ"	"5"	"架[(白)]駕[(白)]嫁[(白)]"
"ga"	"kɑ"	"7"	"夾[(白)]"
"ka"	"kʰɑ"	"3"	"卡"
"ka"	"kʰɑ"	"5"	"胯[(白)]"
"ka"	"kʰɑ"	"7"	"掐"
"nga"	"ŋɑ"	"1"	"鴉[(白)]丫[(白)]椏"
"nga"	"ŋɑ"	"2"	"牙[(白)]芽[(白)]伢[(白)]"
"nga"	"ŋɑ"	"3"	"啞[(白)]"
"nga"	"ŋɑ"	"5"	"砑"
"nga"	"ŋɑ"	"7"	"鴨[(白)]壓[(白)]"
"xa"	"xɑ"	"1"	"蝦[(白)]哈[～口氣]"
"xa"	"xɑ"	"3"	"哈[～爾濱]"
"xa"	"xɑ"	"5"	"狹[(白)]下[(白)]"
"xa"	"xɑ"	"7"	"瞎[(白)]"
"pia"	"pʰiɑ"	"3"	"撇[～淡的：很淡]"
"mia"	"miɑ"	"5"	"墨[(白)]"
"dia"	"tiɑ"	"7"	"滴[(白)]抓[(訓讀)]"
"tia"	"tʰiɑ"	"2"	"提"
"tia"	"tʰiɑ"	"7"	"締[(訓讀)系東西]"
"lia"	"liɑ"	"7"	"累[(訓讀)]"
"zhia"	"tɕiɑ"	"1"	"家[(文)]加嘉佳"
"zhia"	"tɕiɑ"	"3"	"姐[(白)]假賈"
"zhia"	"tɕiɑ"	"5"	"架[(文)]駕[(文)]嫁[(文)]借[(文)]稼價"
"zhia"	"tɕiɑ"	"7"	"甲胛夾[(文)]裌"
"chia"	"tɕʰiɑ"	"7"	"喫恰洽"
"gnia"	"ȵiɑ"	"3"	"惹"
"gnia"	"ȵiɑ"	"5"	"入[(白)肏]肏[(訓讀)]"
"shia"	"ɕiɑ"	"1"	"蝦[(文)]"
"shia"	"ɕiɑ"	"2"	"霞遐瑕斜[(白)]"
"shia"	"ɕiɑ"	"3"	"寫[(白)]"
"shia"	"ɕiɑ"	"5"	"下[(文)]夏廈瀉[(白)～泥巴：爛泥]"
"shia"	"ɕiɑ"	"7"	"瞎[(文)]匣轄狹[(文)]峽"
"ia"	"iɑ"	"1"	"丫[(文)]鴉[(文)]"
"ia"	"iɑ"	"2"	"牙[(文)]芽[(文)]伢[(文)]爺[(白)]涯"
"ia"	"iɑ"	"3"	"啞[(文)]野[(白)]也[(白)]雅"
"ia"	"iɑ"	"5"	"夜[(白)]亞"
"ia"	"iɑ"	"7"	"押[(文)]壓[(文)]鴨[(文)]"
"gua"	"kuɑ"	"1"	"瓜"
"gua"	"kuɑ"	"3"	"寡剮"
"gua"	"kuɑ"	"5"	"掛卦"
"gua"	"kuɑ"	"7"	"刮括"
"kua"	"kʰuɑ"	"1"	"誇"
"kua"	"kʰuɑ"	"3"	"垮"
"kua"	"kʰuɑ"	"7"	"跨胯[(文)]"
"ua"	"uɑ"	"1"	"窪蛙"
"ua"	"uɑ"	"2"	"娃"
"ua"	"uɑ"	"3"	"瓦"
"ua"	"uɑ"	"5"	"滑[(白)]話[(白)]"
"ua"	"uɑ"	"7"	"挖滑[(文)]猾襪"
"chya"	"tɕʰyɑ"	"2"	"瘸茄"
"chya"	"tɕʰyɑ"	"5"	"噘[(白)]"
"shya"	"ɕyɑ"	"1"	"靴"
"shya"	"ɕyɑ"	"5"	"甩[(訓讀)]"
"bae"	"pæ"	"7"	"北白[(文)]百柏"
"pae"	"pʰæ"	"7"	"帕迫魄潑泊拍[(文)]"
"mae"	"mæ"	"7"	"末沒墨[(文)]默麥脈陌"
"dae"	"tæ"	"7"	"德"
"tae"	"tʰæ"	"7"	"特"
"lae"	"læ"	"7"	"肋勒[(文)]"
"zae"	"tsæ"	"7"	"責則側窄摘[(文)]"
"cae"	"tsʰæ"	"7"	"宅廁[～所]測策冊澤擇[(文)]"
"sae"	"sæ"	"7"	"色嗇瑟塞澀蝨"
"zrae"	"tʂæ"	"7"	"折褶浙哲"
"crae"	"tʂʰæ"	"7"	"徹撤轍"
"srae"	"ʂæ"	"7"	"設攝涉失[(白)]"
"gae"	"kæ"	"7"	"格革隔"
"kae"	"kʰæ"	"7"	"克咳刻客"
"ngae"	"ŋæ"	"7"	"額扼軛"
"xae"	"xæ"	"7"	"黑核赫嚇"
"ae"	"æ"	"7"	"而"
"guae"	"kuæ"	"7"	"國骨[(白)]"
"zhyae"	"tɕyæ"	"1"	"抓"
"zhyae"	"tɕyæ"	"7"	"厥撅[(文)]倔決訣"
"chyae"	"tɕʰyæ"	"7"	"掘缺穴"
"shyae"	"ɕyæ"	"7"	"血"
"yae"	"yæ"	"7"	"月曰熱越粵閱悅"
"ze"	"tse"	"1"	"鄒雛"
"ze"	"tse"	"3"	"走"
"ze"	"tse"	"5"	"皺"
"ce"	"tsʰe"	"1"	"搊[～椅子：搬椅子]"
"ce"	"tsʰe"	"5"	"賊"
"se"	"se"	"1"	"搜颼餿"
"se"	"se"	"5"	"瘦"
"zre"	"tʂe"	"3"	"者"
"zre"	"tʂe"	"5"	"蔗"
"sre"	"ʂe"	"1"	"奢"
"sre"	"ʂe"	"5"	"社射[(文)]舌[(白)]"
"sre"	"ʂe"	"7"	"舌[(文)]"
"bie"	"pie"	"3"	"癟"
"bie"	"pie"	"7"	"屄[女陰，兼作詈語]"
"pie"	"pʰie"	"5"	"拔[(白)～草]"
"pie"	"pʰie"	"7"	"別鱉"
"mie"	"mie"	"7"	"滅篾"
"die"	"tie"	"1"	"爹兜逗[～毛毛：逗嬰兒]"
"die"	"tie"	"3"	"斗抖陡"
"die"	"tie"	"5"	"鬥[(白)]逗"
"die"	"tie"	"7"	"得跌[(文)]"
"tie"	"tʰie"	"1"	"偷"
"tie"	"tʰie"	"2"	"頭"
"tie"	"tʰie"	"3"	"㪗跌[(白)]"
"tie"	"tʰie"	"5"	"豆透[(白)]碟[(白)]"
"tie"	"tʰie"	"7"	"貼帖鐵疊牒蝶諜碟[(文)]"
"lie"	"lie"	"1"	"摟"
"lie"	"lie"	"2"	"樓"
"lie"	"lie"	"3"	"簍"
"lie"	"lie"	"5"	"漏勒[(白)]捩[斜]"
"lie"	"lie"	"7"	"獵列烈裂劣"
"zhie"	"tɕie"	"3"	"姐[(文)]"
"zhie"	"tɕie"	"5"	"借[(文)]"
"zhie"	"tɕie"	"7"	"揭結潔接節劫"
"chie"	"tɕʰie"	"3"	"且"
"chie"	"tɕʰie"	"5"	"去[(白)]"
"chie"	"tɕʰie"	"7"	"妾捷怯切截傑絕"
"gnie"	"ȵie"	"7"	"聶鑷捏業孽"
"shie"	"ɕie"	"1"	"些"
"shie"	"ɕie"	"2"	"斜[(文)]邪"
"shie"	"ɕie"	"3"	"寫[(白)]"
"shie"	"ɕie"	"5"	"卸謝"
"shie"	"ɕie"	"7"	"瀉[(文)]雪薛洩協脅歇"
"gie"	"kie"	"1"	"勾鉤溝[(白)]"
"gie"	"kie"	"3"	"狗給"
"gie"	"kie"	"5"	"鋸[(白)]夠[(白)]構[(白)]"
"kie"	"kʰie"	"1"	"摳[用手指或細小的東西從裏面往外挖]"
"kie"	"kʰie"	"3"	"口[(白)]"
"kie"	"kʰie"	"5"	"扣"
"ngie"	"ŋie"	"3"	"偶藕嘔"
"ngie"	"ŋie"	"5"	"漚"
"xie"	"xie"	"1"	"很[(白)～好]"
"xie"	"xie"	"2"	"喉[(白)]侯[(白)]猴[(白)]"
"xie"	"xie"	"5"	"後厚候"
"ie"	"ie"	"1"	"耶"
"ie"	"ie"	"2"	"兒爺[(文)]"
"ie"	"ie"	"3"	"也[(文)]野[(文)]爾耳餌"
"ie"	"ie"	"5"	"夜[(文)]二貳"
"ie"	"ie"	"7"	"乙葉頁凹[訓讀]"
"shye"	"ɕye"	"5"	"活[(白)]"
"shye"	"ɕye"	"7"	"說"
"bo"	"po"	"1"	"波玻菠"
"bo"	"po"	"3"	"簸[(又)]"
"bo"	"po"	"5"	"簸"
"bo"	"po"	"7"	"薄[(文)]剝缽撥鈸博駁"
"po"	"pʰo"	"1"	"坡"
"po"	"pʰo"	"2"	"婆"
"po"	"pʰo"	"3"	"頗剖"
"po"	"pʰo"	"5"	"破薄[～荷；(白)厚～]"
"po"	"pʰo"	"7"	"潑"
"mo"	"mo"	"1"	"摸"
"mo"	"mo"	"2"	"磨摩魔模摹膜"
"mo"	"mo"	"3"	"母拇畝"
"mo"	"mo"	"5"	"暮慕墓募磨幕莫[(白)]"
"mo"	"mo"	"7"	"沫木目牧穆莫寞"
"do"	"to"	"1"	"多"
"do"	"to"	"3"	"朵躲"
"do"	"to"	"5"	"剁[(文)]"
"do"	"to"	"7"	"奪"
"to"	"tʰo"	"1"	"拖"
"to"	"tʰo"	"2"	"馱駝"
"to"	"tʰo"	"3"	"妥橢"
"to"	"tʰo"	"5"	"舵惰垛唾"
"to"	"tʰo"	"7"	"托脫鐸"
"lo"	"lo"	"1"	"囉[～嗦]"
"lo"	"lo"	"2"	"羅籮鑼螺騾腡"
"lo"	"lo"	"3"	"裸卵[～石]"
"lo"	"lo"	"5"	"糯烙捋"
"lo"	"lo"	"7"	"賂諾落駱酪洛絡樂[快～]"
"zo"	"tso"	"3"	"左"
"zo"	"tso"	"5"	"佐"
"zo"	"tso"	"7"	"作捉桌卓琢啄[(文)]"
"co"	"tsʰo"	"1"	"搓"
"co"	"tsʰo"	"5"	"坐座銼措錯鑿"
"co"	"tsʰo"	"7"	"昨戳撮"
"so"	"so"	"1"	"蓑梭唆"
"so"	"so"	"3"	"鎖瑣所"
"so"	"so"	"7"	"塑率蟀索朔"
"zro"	"tʂo"	"5"	"剁[(白)]"
"zro"	"tʂo"	"7"	"着[～衣]酌腳鐲"
"cro"	"tʂʰo"	"7"	"濁着[睡～]"
"sro"	"ʂo"	"5"	"勺"
"sro"	"ʂo"	"7"	"芍"
"go"	"ko"	"1"	"哥歌鍋戈"
"go"	"ko"	"3"	"果裹"
"go"	"ko"	"5"	"過[(文)]個"
"go"	"ko"	"7"	"各閣郭角[(白)]鴿割擱"
"ko"	"kʰo"	"1"	"科窠"
"ko"	"kʰo"	"3"	"可顆棵"
"ko"	"kʰo"	"5"	"課"
"ko"	"kʰo"	"7"	"磕渴廓闊擴確殼"
"ngo"	"ŋo"	"2"	"鵝蛾"
"ngo"	"ŋo"	"3"	"我"
"ngo"	"ŋo"	"5"	"餓"
"ngo"	"ŋo"	"7"	"鄂握沃"
"xo"	"xo"	"1"	"呵"
"xo"	"xo"	"2"	"河何荷和"
"xo"	"xo"	"3"	"火伙夥"
"xo"	"xo"	"5"	"貨賀禍縛荷盒[(白)]學[(白)]活[(白)]霍[姓氏]"
"xo"	"xo"	"7"	"合盒[(文)]活[(文)]喝蠚鶴霍藿鑊或惑獲"
"o"	"o"	"1"	"倭窩阿[～膠]"
"o"	"o"	"2"	"禾"
"o"	"o"	"5"	"臥𤌍[燙]"
"o"	"o"	"7"	"惡"
"lio"	"lio"	"7"	"略掠"
"zhio"	"tɕio"	"7"	"爵角[(文)]"
"chio"	"tɕʰio"	"5"	"嚼"
"chio"	"tɕʰio"	"7"	"雀鵲卻覺[～得]"
"gnio"	"ȵio"	"7"	"弱瘧"
"shio"	"ɕio"	"7"	"削學[(文)]"
"io"	"io"	"7"	"若約藥鑰躍岳嶽樂[音～]"
"bai"	"pai"	"1"	"𨃅[瘸]跛"
"bai"	"pai"	"3"	"擺"
"bai"	"pai"	"5"	"拜"
"pai"	"pʰai"	"2"	"排牌"
"pai"	"pʰai"	"5"	"派敗"
"mai"	"mai"	"2"	"埋"
"mai"	"mai"	"3"	"買賣"
"mai"	"mai"	"5"	"邁賣[(又)]"
"fai"	"fai"	"2"	"懷淮"
"fai"	"fai"	"5"	"壞"
"dai"	"tai"	"1"	"呆[(文)]"
"dai"	"tai"	"3"	"歹"
"dai"	"tai"	"5"	"帶戴"
"tai"	"tʰai"	"1"	"胎苔"
"tai"	"tʰai"	"2"	"臺擡"
"tai"	"tʰai"	"3"	"奤[指人慢慢行走]"
"tai"	"tʰai"	"5"	"待怠代太泰態貸大[(白)]"
"lai"	"lai"	"2"	"來"
"lai"	"lai"	"3"	"奶乃"
"lai"	"lai"	"5"	"奈耐賴癩"
"zai"	"tsai"	"1"	"災栽齋"
"zai"	"tsai"	"3"	"宰載[年～]"
"zai"	"tsai"	"5"	"再債載[～重]"
"cai"	"tsʰai"	"1"	"猜釵差[出～]"
"cai"	"tsʰai"	"2"	"才財材裁豺柴"
"cai"	"tsʰai"	"3"	"彩採睬"
"cai"	"tsʰai"	"5"	"菜蔡在"
"sai"	"sai"	"1"	"篩衰摔"
"sai"	"sai"	"3"	"灑"
"sai"	"sai"	"5"	"寨賽曬帥"
"gai"	"kai"	"1"	"該皆階街"
"gai"	"kai"	"3"	"改解"
"gai"	"kai"	"5"	"蓋丐介芥界尬疥屆戒械"
"kai"	"kʰai"	"1"	"開揩"
"kai"	"kʰai"	"3"	"凱楷"
"kai"	"kʰai"	"5"	"概溉慨"
"ngai"	"ŋai"	"1"	"哀挨"
"ngai"	"ŋai"	"2"	"呆[(白)]埃崖捱岩"
"ngai"	"ŋai"	"3"	"矮藹"
"ngai"	"ŋai"	"5"	"愛隘礙艾"
"xai"	"xai"	"2"	"孩還鞋諧"
"xai"	"xai"	"3"	"海蟹"
"xai"	"xai"	"5"	"亥駭懈害"
"guai"	"kuai"	"1"	"乖"
"guai"	"kuai"	"3"	"拐"
"guai"	"kuai"	"5"	"怪"
"kuai"	"kʰuai"	"3"	"塊蒯"
"kuai"	"kʰuai"	"5"	"快筷"
"uai"	"uai"	"1"	"歪"
"uai"	"uai"	"5"	"外"
"bei"	"pei"	"1"	"杯卑蓖碑悲背[～包]"
"bei"	"pei"	"5"	"貝被[(文)]輩備背[～部]"
"pei"	"pʰei"	"1"	"胚坯"
"pei"	"pʰei"	"2"	"培陪賠裴"
"pei"	"pʰei"	"3"	"呸"
"pei"	"pʰei"	"5"	"配沛佩倍焙背[～誦]"
"mei"	"mei"	"2"	"梅枚媒煤眉"
"mei"	"mei"	"3"	"美每"
"mei"	"mei"	"5"	"妹昧媚楣寐"
"fei"	"fei"	"1"	"灰恢麾揮輝徽非飛妃"
"fei"	"fei"	"2"	"肥回茴"
"fei"	"fei"	"3"	"毀悔賄匪翡"
"fei"	"fei"	"5"	"廢肺吠晦匯彙會[開～]惠慧繪穢沸諱痱費"
"dei"	"tei"	"1"	"堆"
"dei"	"tei"	"5"	"對兌隊"
"tei"	"tʰei"	"1"	"推"
"tei"	"tʰei"	"2"	"抬[(白)]"
"tei"	"tʰei"	"3"	"腿"
"tei"	"tʰei"	"5"	"退褪蛻袋"
"lei"	"lei"	"1"	"纍[～胖的：很胖]"
"lei"	"lei"	"2"	"雷"
"lei"	"lei"	"3"	"呂屢儡壘累[(文)]"
"lei"	"lei"	"5"	"慮濾內類淚"
"zei"	"tsei"	"3"	"嘴"
"zei"	"tsei"	"5"	"最醉"
"zei"	"tsei"	"7"	"卒[(白)]𡎺[塞]"
"cei"	"tsʰei"	"1"	"崔催"
"cei"	"tsʰei"	"5"	"脆翠粹罪擦[(訓讀)擦除]"
"sei"	"sei"	"1"	"雖腮鰓"
"sei"	"sei"	"2"	"隨"
"sei"	"sei"	"5"	"碎歲遂隧穗"
"guei"	"kuei"	"1"	"歸龜規圭閨"
"guei"	"kuei"	"3"	"鬼詭軌"
"guei"	"kuei"	"5"	"癸貴鱖桂"
"kuei"	"kʰuei"	"1"	"虧魁盔"
"kuei"	"kʰuei"	"2"	"葵奎逵"
"kuei"	"kʰuei"	"3"	"跪"
"kuei"	"kʰuei"	"5"	"潰愧櫃核[果子～]"
"uei"	"uei"	"1"	"威煨"
"uei"	"uei"	"2"	"危桅爲[作～]維唯惟微違圍"
"uei"	"uei"	"3"	"尾萎偉葦緯"
"uei"	"uei"	"5"	"僞衛位未味畏慰胃謂魏爲[～什麼]"
"zhyei"	"tɕyei"	"1"	"追錐"
"zhyei"	"tɕyei"	"5"	"綴贅墜"
"chyei"	"tɕʰyei"	"1"	"吹[(文)]炊"
"chyei"	"tɕʰyei"	"2"	"垂槌錘[(文)]"
"shyei"	"ɕyei"	"3"	"水[(文)]"
"shyei"	"ɕyei"	"5"	"睡稅瑞"
"yei"	"yei"	"5"	"銳"
"bou"	"pɔu"	"1"	"包胞褒"
"bou"	"pɔu"	"3"	"保堡寶飽"
"bou"	"pɔu"	"5"	"報豹爆鮑暴爆"
"pou"	"pʰɔu"	"1"	"拋泡[燈～]"
"pou"	"pʰɔu"	"2"	"刨袍浮[(白)]"
"pou"	"pʰɔu"	"3"	"跑"
"pou"	"pʰɔu"	"5"	"抱泡[～在水里]炮鉋菢"
"mou"	"mɔu"	"1"	"貓"
"mou"	"mɔu"	"2"	"毛矛茅錨"
"mou"	"mɔu"	"3"	"卯"
"mou"	"mɔu"	"5"	"冒貌帽冇"
"dou"	"tɔu"	"1"	"刀"
"dou"	"tɔu"	"3"	"島倒[顛～]禱"
"dou"	"tɔu"	"5"	"倒[～水]到"
"tou"	"tʰɔu"	"1"	"濤滔"
"tou"	"tʰɔu"	"2"	"掏陶淘萄桃逃"
"tou"	"tʰɔu"	"3"	"討"
"tou"	"tʰɔu"	"5"	"盜導道稻套"
"lou"	"lɔu"	"1"	"朥[膻，臊]"
"lou"	"lɔu"	"2"	"勞撈牢嘮"
"lou"	"lɔu"	"3"	"老腦惱"
"lou"	"lɔu"	"5"	"鬧"
"zou"	"tsɔu"	"1"	"遭糟"
"zou"	"tsɔu"	"3"	"早棗澡蚤爪找"
"zou"	"tsɔu"	"5"	"竈"
"cou"	"tsʰɔu"	"1"	"抄鈔操[～作]"
"cou"	"tsʰɔu"	"2"	"巢曹槽"
