id	ini	fn	pt	单字	IPA	注释
214	pʰ	ɐu	35	譜	pʰɐu35	族谱，宗谱，歌谱
215	p	ɐu	33	布	pɐu33	一块布，布料
216	p	ɐu	33	佈	pɐu33	宣布，公布
217	pʰ	ɐu	55	鋪	pʰɐu55	铺开，铺设，铺张
218	pʰ	ɐu	35	普	pʰɐu35	普通
219	pʰ	ɐu	21	浦	pʰɐu21	浦江
220	pʰ	ɐu	33	鋪	pʰɐu33	店铺，当铺
221	p	ɐu	33	怖	pɐu33	恐怖
223	f	u	21	菩	fu21	菩萨
224	pʰ	ɐu	35	脯	pʰɐu35	胸脯
225	pʰ	ɐu	21	葡	pʰɐu21	葡萄
226	p	ɐu	22	部	pɐu22	部队，干部
228	p	ɐu	22	步	pɐu22	一步，脚步，步行
229	p	ɐu	22	捕	pɐu22	逮捕，捕快
230	f	ɐu	22	埠	fɐu22	埠头，蚌埠
231	m	ɐu	21	模	mɐu21	模型
232	m	ɐu	21	模	mɐu21	模范
234	m	ɐu	22	暮	mɐu22	日暮
235	m	ɐu	22	慕	mɐu22	羡慕
236	m	ɐu	22	墓	mɐu22	坟墓，墓地
237	m	ɐu	22	募	mɐu22	募捐，招募
238	t	ɐu	55	都	tɐu55	都市，首都
239	t	ɐu	55	都	tɐu55	都是
240	t	ɐu	35	堵	tɐu35	堵车，堵塞
241	t	ɐu	35	賭	tɐu35	打赌，赌博
242	t	ɐu	35	肚	tɐu35	猪肚（胃）
244	tʰ	ɐn	35	土	tʰɐn35	土地
245	tʰ	o	33	吐	tʰo33	吐痰
246	tʰ	o	33	吐	tʰo33	呕吐
247	tʰ	ɐu	33	兔	tʰɐu33	兔子，野兔
248	tʰ	ɐu	21	途	tʰɐu21	前途
249	tʰ	ɐu	21	屠	tʰɐu21	屠杀，屠夫
250	tʰ	ɐu	21	徒	tʰɐu21	徒弟，学徒
251	tʰ	ɐu	21	塗	tʰɐu21	泥涂
252	tʰ	ɐu	21	圖	tʰɐu21	画图，地图
253	t	ɐu	22	杜	tɐu22	姓，杜仲
254	t	ɐu	35	肚	tɐu35	肚子，肚脐
256	t	ɐu	22	渡	tɐu22	摆渡，渡船，偷渡
257	t	ɐu	22	鍍	tɐu22	电镀
258	l	ɐu	21	奴	lɐu21	奴隶
259	l	o	13	努	lo13	努力
260	l	ɐu	22	怒	lɐu22	发怒
261	l	ɐu	21	盧	lɐu21	姓
262	l	ɐu	21	爐	lɐu21	炉子，风炉
263	l	ɐu	21	蘆	lɐu21	芦苇
264	l	o	13	魯	lo13	鲁国，鲁迅
266	l	o	13	虜	lo13	俘虏
267	l	o	13	滷	lo13	盐卤，菜中的汤汁
268	l	ɐu	22	路	lɐu22	一条路，大路，走路
269	l	ɐu	22	賂	lɐu22	贿赂
270	l	ɐu	22	露	lɐu22	露水，白露
271	l	ɐu	22	鷺	lɐu22	白鹭，鹭鸶（一种鸟，腿很长）
272	ts	ɐu	53	租	tsɐu53	租房子，田租
273	ts	ɐu	35	祖	tsɐu35	祖宗，祖国
274	ts	ɐu	35	組	tsɐu35	组长，小组，组织
275	ts	ɐu	22	做	tsɐu22	做事情
276	tsʰ	ɐu	53	粗	tsʰɐu53	粗细，粗心
277	tsʰ	ɐu	33	醋	tsʰɐu33	一种调味料，味酸。吃醋
278	tsʰ	ɐu	33	措	tsʰɐu33	措施，举措
279	tsʰ	ɔ	33	錯	tsʰɔ33	做错，错误，过错
280	s	ɐu	53	蘇	sɐu53	苏州，苏联，姓
281	s	ɐu	53	酥	sɐu53	杏仁酥，酥糖，酥油
282	s	ɐu	33	素	sɐu33	吃素，朴素，素质
283	s	o	33	訴	so33	告诉，上诉，诉讼
284	s	ɔk	33	塑	sɔk3	塑料，塑像
285	k	u	53	姑	ku53	姑妈，姑娘
286	k	u	53	孤	ku53	孤儿，孤独
287	kʰ	u	53	箍	kʰu53	箍桶，一个箍，紧箍咒
288	k	u	53	辜	ku53	无辜，辜负
289	k	u	35	古	ku35	古老，古代
290	k	u	35	估	ku35	估计，毛估估
291	k	u	35	牯	ku35	公牛，公狗
292	k	u	35	股	ku35	一股线，股票
293	k	u	35	鼓	ku35	锣鼓
294	k	u	35	蠱	ku35	蛊惑
295	k	u	33	故	ku33	故事，事故
296	k	u	33	固	ku33	固定
297	k	u	33	雇	ku33	雇主
298	k	u	33	顧	ku33	照顾，顾忌
299	f	u	53	枯	fu53	树枯了，水枯了
300	f	u	35	苦	fu35	甜的苦的，吃苦
301	f	u	33	庫	fu33	水库，库存
302	f	u	33	褲	fu33	裤子
303	ŋ		21	吴	ŋ21	姓
304	ŋ		21	蜈	ŋ21	蜈蚣
305	ŋ		21	梧	ŋ21	梧桐
306	ŋ		13	五	ŋ13	数字
307	ŋ		13	伍	ŋ13	队伍，姓
308	ŋ		13	午	ŋ13	端午，中午
309	ŋ		22	誤	ŋ22	误会，错误，耽误
310	ŋ		22	悟	ŋ22	孙悟空，觉悟
311	f	u	53	呼	fu53	呼吸，呼鸡
313	v	u	35	滸	vu35	水浒传
314	f	u	33	戽	fu33	戽水（把水泼出去）戽斗（汲水灌田的老式农具）
315	v	u	21	胡	vu21	姓，二胡
316	v	u	21	湖	vu21	
317	v	u	21	糊	vu21	米糊（用米粉调制的食品，可以喂婴儿），浆糊，糊涂，糊了
318	v	u	21	狐	vu21	狐狸
319	v	u	21	壺	vu21	水壶
320	f	u	21	乎	fu21	之乎者也
321	v	u	21	葫	vu21	葫芦
322	v	u	21	蝴	vu21	蝴蝶
323	v	u	21	鬍	vu21	胡须
324	v	u	22	户	vu22	户口
326	v	u	22	互	vu22	互相，相互
327	v	u	22	護	vu22	保护，护士
328	v	u	53	烏	vu53	黑，乌纱帽
329	v	u	53	污	vu53	污染
330	v	u	53	塢	vu53	山坞，船坞
331		ɔk	33	惡	ʔɔk3	可恶，大便
332	l	oi	13	女	loi13	女儿，女婿，孙女，女人
333	l	ɐu	21	廬	lɐu21	庐山
334	l	ɐu	21	驢	lɐu21	毛驴
335	l	oi	13	吕	loi13	姓，吕布
336	l	oi	13	旅	loi13	旅长
337	l	oi	22	慮	loi22	考虑
338	l	oi	22	濾	loi22	过滤
339	ts	oi	55	蛆	tsoi55	蛆虫（孑孓）
342	tsʰ	oi	21	徐	tsʰoi21	姓
343	ts	oi	22	序	tsoi22	秩序
344	ts	oi	22	叙	tsoi22	
345	s	oi	13	緒	soi13	光绪，情绪
346	ts	y	53	豬	tsy53	养猪，猪八戒
347	ts	y	33	著	tsy33	著名，显著
348	tsʰ	y	21	除	tsʰy21	除法，除衣服，把东西除掉
349	tsʰ	y	13	儲	tsʰy13	储蓄
351	ts	y	35	箸	tsy35	筷子。箸笼（盛筷器）
352	ts	ɔ	35	阻	tsɔ35	阻力，阻拦
353	tsʰ	ɔ	53	初	tsʰɔ53	大年初一，初中
354	tsʰ	ɔ	35	楚	tsʰɔ35	姓，楚国。
355	tsʰ	ɔ	35	礎	tsʰɔ35	柱下石，基础
356	tsʰ	ɔ	21	鋤	tsʰɔ21	锄头
357	ts	ɔ	22	助	tsɔ22	帮助
358	s	ɔ	53	梳	sɔ53	梳头，梳子（头梳）
359	s	ɔ	53	疏	sɔ53	亲疏，疏密，疏远
360	s	ɔ	53	蔬	sɔ53	蔬菜，菜蔬
361	s	ɔ	35	所	sɔ35	所以，派出所
362	s	ɔ	53	疏	sɔ53	注疏，经疏
363	ts	y	53	諸	tsy53	诸葛亮，诸如此类
364	ts	y	35	煮	tsy35	煮饭，煮粥
365	tsʰ	y	33	處	tsʰy33	处理
366	tsʰ	y	33	處	tsʰy33	处所，处里（家里）
367	s	y	53	書	sy53	一本书
368	s	y	53	舒	sy53	舒服，姓
370	s	y	35	暑	sy35	暑假，中暑
371	s	y	33	庶	sy33	庶民
372	s	y	33	恕	sy33	饶恕，恕罪
373	s	oi	22	墅	soi22	别墅
374	s	y	33	署	sy33	署名
375	s	y	21	薯	sy21	番薯，薯片，山药
376	j	y	21	如	jy21	如果，假如
377	k	y	53	居	ky53	居民
378	k	y	53	車	ky53	车馬炮
379	k	y	35	舉	ky35	举起，举报
380	k	y	33	據	ky33	收据
381	k	y	33	鋸	ky33	锯子，锯木头
382	h	y	53	墟	hy53	墟市，废墟
383	h	y	33	去	hy33	来去，去湿，过去（从前）
384	kʰ	y	21	渠	kʰy21	水渠，渠道
385	k	oi	13	佢	koi13	他
386	kʰ	y	13	拒	kʰy13	拒绝
387	kʰ	y	13	距	kʰy13	距离
388	j	y	21	魚	jy21	一条鱼
389	j	y	21	漁	jy21	渔业，渔场
390	j	y	13	語	jy13	语文
391	j	y	22	御	jy22	御用
392	j	y	22	禦	jy22	驾御，防御
393	h	y	53	虚	hy53	虚心，心虚，肿
394	h	y	53	嘘	hy53	吹嘘，嘘声
395	h	y	35	許	hy35	姓，许多，许愿，许配，远指“那儿”怎么说，答应别人怎么说
396	ʔ	y	53	於	ʔy53	在于
397	ʔ	y	53	淤	ʔy53	是否用于地名，淤泥，淤塞
398	j	y	21	余	jy21	姓
399	j	y	21	餘	jy21	多余
400	j	y	13	與	jy13	参与，与众不同
401	j	y	22	譽	jy22	荣誉
402	j	y	22	預	jy22	预报，预备
403	j	y	22	豫	jy22	河南简称，犹豫
404	f	u	53	夫	fu53	夫妻，车夫
405	f	u	53	膚	fu53	皮肤
406	f	u	35	府	fu35	XX府
407	f	u	35	腑	fu35	五脏六腑
408	f	u	35	俯	fu35	俯视，俯卧撑
409	p	ɐu	35	甫	pɐu35	杜甫
410	p	ɐu	21	脯	pɐu21	明脯（晒干的乌贼），杏脯
411	f	u	35	斧	fu35	斧头
412	f	u	22	付	fu22	付钱
413	f	u	22	賦	fu22	天赋，赋予
414	f	u	22	傅	fu22	姓，
415	f	u	33	咐	fu33	吩咐、嘱咐
416	f	u	53	敷	fu53	敷衍，敷药
417	f	u	53	俘	fu53	俘虏
418	f	u	53	孵	fu53	孵小鸡
419	f	u	53	麩	fu53	麦麸
420	f	u	35	撫	fu35	抚养，安抚，抚恤金
421	f	u	22	赴	fu22	赴汤蹈火，前赴后继
422	f	u	21	符	fu21	姓，符合，画符
423	f	u	21	扶	fu21	搀扶，扶贫，扶手
424	f	u	21	芙	fu21	芙蓉
425	f	u	22	父	fu22	父亲，师父
426	f	u	35	釜	fu35	破釜沉舟
428	f	u	22	輔	fu22	辅导，辅助
429	f	u	22	附	fu22	附近，附带
430	m	ɐu	21	無	mɐu21	没有，无产阶级，无中生有
431	m	ɐu	21	巫	mɐu21	巫婆，老巫
432	m	ɐu	21	誣	mɐu21	诬陷，诬告
433	m	ɐu	13	武	mɐu13	武器，武力
434	m	ɐu	13	舞	mɐu13	跳舞，舞龙
435	m	ɐu	13	侮	mɐu13	侮辱
436	m	ɐu	13	鵡	mɐu13	鹦鹉
437	m	ɐu	22	務	mɐu22	任务，务农
438	m	ɐu	22	霧	mɐu22	
439	l	oi	13	屢	loi13	屡教不改
440	tsʰ	oi	53	趨	tsʰoi53	趋势
441	tsʰ	oi	53	取	tsʰoi53	取帐（讨债），取名字，赎取，取得
442	tsʰ	oi	53	娶	tsʰoi53	
443	tsʰ	oi	33	趣	tsʰoi33	趣味，有趣
444	ts	oi	22	聚	tsoi22	聚会
445	s	oi	55	須	soi55	必须
446	s	ɐu	55	鬚	sɐu55	胡须，锦旗下面垂的须
447	s	oi	55	需	soi55	需要，必需品
448	ts	ok	22	續	tsok2	连续
449	ts	y	53	誅	tsy53	天诛地灭
450	ts	y	53	蛛	tsy53	蜘蛛
451	ts	y	53	株	tsy53	一株树，守株待兔
452	ts	y	33	駐	tsy33	驻扎，驻军，驻马店
453	ts	y	33	註	tsy33	注释
454	tsʰ	y	21	厨	tsʰy21	厨子，厨头
455	tsʰ	y	13	柱	tsʰy13	柱子，水柱
458	s	ɐu	35	數	sɐu35	动词，念珠怎么说
459	s	ɐu	33	數	sɐu33	数目，分数
460	ts	y	55	朱	tsy55	姓
461	ts	y	55	硃	tsy55	朱砂
462	ts	y	55	珠	tsy55	珍珠，眼睛的说法
463	ts	y	35	主	tsy35	主人，地主
464	ts	y	35	注	tsy35	注意
465	ts	y	35	蛀	tsy35	衣服被虫蛀了
466	ts	y	35	鑄	tsy35	铸铁，铸镬，铸造
467	kʰ	y	53	樞	kʰy53	北斗七星第一星。枢纽
468	s	y	53	輸	sy53	输赢
469	s	y	53	輸	sy53	运输
470	s	y	21	殊	sy21	特殊
471	s	y	22	豎	sy22	横竖（笔画）
472	s	y	22	樹	sy22	一棵树，树立
473	j	y	21	儒	jy21	儒家
474	j	y	13	乳	jy13	乳房，麦乳精，哺乳
476	kʰ	y	53	拘	kʰy53	拘留
477	k	y	22	俱	ky22	俱备，俱乐部
478	k	y	35	矩	ky35	规矩
479	k	y	33	句	ky33	一句话，句子
480	kʰ	y	53	區	kʰy53	地区，区别
481	kʰ	y	53	驅	kʰy53	先驱，驱动
482	k	y	22	具	ky22	具体，家具
483	k	y	22	懼	ky22	恐惧，惧怕
485	j	y	21	娱	jy21	娱乐
486	j	y	22	遇	jy22	遇见，遭遇
487	j	y	22	寓	jy22	公寓，寓言
488	ʔ	y	53	迂	ʔy53	迂回
489	ʔ	y	53	于	ʔy53	于是，姓
490	j	y	13	雨	jy13	下雨
491	j	y	13	宇	jy13	宇宙
492	j	y	13	禹	jy13	大禹
493	j	y	13	羽	jy13	羽毛
494	v	u	22	芋	vu22	芋头、芋艿
495	j	y	21	愉	jy21	愉快
496	j	y	21	愈	jy21	愈好，病愈
497	j	y	21	喻	jy21	比喻
498	j	y	22	裕	jy22	富裕
499	ŋ	oi	21	獃	ŋoi21	发呆
500	t	ai	33	戴	tai33	姓，戴帽
501	tʰ	oi	55	胎	tʰoi55	投胎，双胞胎，胎盘
502	tʰ	ai	33	態	tʰai33	态度，心态
503	tʰ	ai	33	貸	tʰai33	借贷，贷款
504	tʰ	oi	21	臺	tʰoi21	平台，台湾
505	tʰ	oi	21	台	tʰoi21	平台
506	tʰ	oi	21	苔	tʰoi21	青苔，舌苔
507	tʰ	oi	21	抬	tʰoi21	两个人抬
508	t	oi	22	待	toi22	等待，待人
509	tʰ	oi	35	怠	tʰoi35	怠慢，怠工
511	t	oi	22	代	toi22	代表
512	t	oi	22	袋	toi22	口袋，麻袋
513	l	ai	13	乃	lai13	人名用字
514	l	oi	22	耐	loi22	耐心，忍耐
515	l	oi	21	來	loi21	过来，来去
516	ts	oi	53	災	tsoi53	水灾，灾难
518	ts	oi	35	宰	tsoi35	宰相
519	ts	oi	53	載	tsoi53	年载
520	ts	oi	53	再	tsoi53	再来
521	ts	oi	53	載	tsoi53	载重
522	tsʰ	ai	53	猜	tsʰai53	猜谜
523	tsʰ	oi	35	彩	tsʰoi35	彩色，五彩
524	tsʰ	oi	35	採	tsʰoi35	采集
525	tsʰ	ai	35	踩	tsʰai35	踩油门
526	tsʰ	oi	35	睬	tsʰoi35	理睬
527	tsʰ	oi	33	菜	tsʰoi33	吃菜
528	tsʰ	oi	21	纔	tsʰoi21	刚才，才来
529	tsʰ	oi	21	才	tsʰoi21	人才，才气
530	tsʰ	oi	21	材	tsʰoi21	棺材，材料
531	tsʰ	oi	21	財	tsʰoi21	财主，发财
532	tsʰ	oi	21	裁	tsʰoi21	裁缝，裁纸
533	ts	oi	22	在	tsoi22	现在，在家
534	ts	oi	33	載	tsoi33	满载
535	s	oi	53	腮	soi53	脸颊
536	s	oi	53	鰓	soi53	鱼鳃
537	tsʰ	oi	33	賽	tsʰoi33	比赛，赛跑
538	k	oi	53	該	koi53	应该，该死
539	k	oi	35	改	koi35	修改，改正
540	kʰ	oi	33	概	kʰoi33	概括，大概
542	h	oi	53	開	hoi53	开门，打开
543	ʔ	oi	35	凱	ʔoi35	凯旋，乐凯
544	kʰ	oi	33	慨	kʰoi33	慷慨，感慨
545	kʰ	ɐt	53	咳	kʰɐt53	咳嗽
546	ŋ	oi	21	呆	ŋoi21	笨，发呆，痴呆
547	ŋ	oi	22	礙	ŋoi22	妨碍，碍事
548	h	oi	35	海	hoi35	大海
549	h	ai	21	孩	hai21	孩子
