ŋ̊raʔ	nhgraq	所																							
pˤa	p'a	逋餔晡																							
pˤaʔ	p'aq	圃甫{園；茂盛}補																							
pˤah	p'ah	布																							
pʰˤa	ph'a	鋪痡																							
pʰˤaʔ	ph'aq	浦溥普																							
pʰˤah	ph'ah	怖																							
bˤa	b'a	蒲莆匍酺																							
bˤaʔ	b'aq	簿蓴																							
bˤah	b'ah	步薄{動詞}捕哺																							
mˤa	m'a	謨摹摸模嫫𡠜膜{~拜}																							
mˤaʔ	m'aq	莽{草叢；茂盛}募																							
mˤah	m'ah	莫{暮；晚}暮慕墓慔																							
m̥ˤa	mh'a	膴{無骨的干肉}幠憮{大、粗}																							
tˤa	t'a	都闍																							
tˤaʔ	t'aq	覩睹堵帾楮																							
tˤah	t'ah	妬妒秅㓃																							
tʰˤaʔ	th'aq	土吐芏																							
dˤa	d'a	徒跿圖瘏屠																							
dˤaʔ	d'aq	杜																							
dˤah	d'ah	度渡																							
nˤa	n'a	奴砮帑孥駑																							
nˤaʔ	n'aq	弩怒																							
nˤah	n'ah	笯																							
tsˤa	ts'a	租蒩																							
tsˤaʔ	ts'aq	祖組																							
tsʰˤa	tsh'a	粗麤																							
tsʰˤaʔ	tsh'aq	蔖																							
tsʰˤah	tsh'ah	錯{同“措”}措醋																							
dzˤa	dz'a	徂殂虘																							
dzˤaʔ	dz'aq	駔																							
dzˤah	dz'ah	祚胙阼																							
sˤa	s'a	蘇{扶~；姑~；~~}																							
sˤah	s'ah	素嗉																							
lˤa	l'a	塗荼涂途蒤嵞鵌鷋駼鷵																							
lˤah	l'ah	斁{敗壞}																							
l̥ˤaʔ	lh'aq	稌																							
l̥ˤah	lh'ah	兔菟鵵																							
rˤa	r'a	盧蘆壚鸕鑪爐顱攎蠦櫨玈艫轤																							
rˤaʔ	r'aq	魯鹵滷蓾櫓虜																							
rˤah	r'ah	璐賂輅潞簬簵																							
C.rˤa	C.r'a	黸纑																							
C.rˤah	C.r'ah	路露鷺																							
kˤa	k'a	姑辜沽{買賣}鴣蛄橭嫴																							
kˤaʔ	k'aq	股羖古罟𦊟沽{粗劣}盬詁賈蠱																							
kˤah	k'ah	固故錮																							
kʰˤa	kh'a	枯軲																							
kʰˤaʔ	kh'aq	苦𩇵																							
kʰˤah	kh'ah	庫																							
gˤa	g'a	乎㝬胡瑚湖葫鶦鶘餬鬍魱沍																							
gˤaʔ	g'aq	岵怙祜酤楛芐																							
gˤah	g'ah	互枑嫮嫭																							
ŋˤa	ng'a	吾梧郚鼯																							
ŋˤaʔ	ng'aq	五伍午迕仵窰窹																							
ŋˤah	ng'ah	忤悟牾啎𠵦𧺴寤晤逜捂䎸遻																							
ŋ̊ˤa	nhg'a	蘇																							
ŋ̊ˤah	nhg'ah	愬訴泝溯遡𧪜																							
hˤa	h'a	呼虖嘑																							
hˤaʔ	h'aq	滸虎俿琥箎																							
hˤah	h'ah	謼																							
kwˤa	kw'a	孤觚軱呱泒菰苽罛																							
kwˤaʔ	kw'aq	鼓皷瞽顧{靡~、不~、弗~}																							
kwˤah	kw'ah	顧																							
kʰwˤa	khw'a	刳挎鮬																							
kʰwˤah	khw'ah	袴褲絝																							
gwˤa	gw'a	壺弧狐瓠																							
gwˤaʔ	gw'aq	户戶扈鳸																							
gwˤah	gw'ah	護擭韄䨼																							
ŋwˤa	ngw'a	吳𩶭																							
ŋwˤah	ngw'ah	誤悞																							
wˤaʔ	w'aq	雽																							
ʔˤa	q'a	於歍烏嗚污																							
ʔˤaʔ	q'aq	鄔隖																							
ʔˤah	q'ah	惡洿																							
ʔwˤa	qw'a	汙汚窏圬扜杇鴮																							
pˤra	p'ra	巴芭蚆豝鈀																							
pˤraʔ	p'raq	把																							
pˤrah	p'rah	霸																							
pʰˤra	ph'ra	葩																							
mˤra	m'ra	蟆𢋙䗫																							
mˤraʔ	m'raq	馬																							
mˤrah	m'rah	禡罵㾺鬕																							
tˤrah	t'rah	吒																							
tʰˤra	th'ra	譇																							
tʰˤrah	th'rah	侘詫																							
nˤra	n'ra	挐{同“拏”}拏																							
nˤraʔ	n'raq	䋈																							
tsˤra	ts'ra	抯柤樝																							
tsˤraʔ	ts'raq	苴{土~；木名}																							
tsˤrah	ts'rah	詐																							
dzˤra	dz'ra	苴{枯草}楂																							
dzˤrah	dz'rah	乍																							
lˤra	l'ra	茶																							
kˤra	k'ra	葭豭猳家犌麚																							
kˤraʔ	k'raq	假椵瘕榎賈{國名、姓}檟斝嘏																							
kˤrah	k'rah	稼嫁價																							
kʰˤra	kh'ra	加{膠~，乖戾}																							
gˤra	g'ra	遐霞瑕䪗蕸騢鰕																							
gˤraʔ	g'raq	夏下暇廈																							
ŋˤra	ng'ra	牙芽衙																							
ŋˤraʔ	ng'raq	雅庌																							
ŋˤrah	ng'rah	迓訝																							
hˤrah	h'rah	嚇罅㙤煆																							
kwˤra	kw'ra	瓜																							
kwˤraʔ	kw'raq	寡																							
kʰwˤra	khw'ra	夸姱跨誇																							
gwˤrah	gw'rah	懼槬																							
wˤra	w'ra	華嘩驊釫																							
ẘˤra	wh'ra	花譁																							
ʔˤra	q'ra	鴉𢵣																							
ʔˤraʔ	q'raq	啞																							
ʔˤrah	q'rah	亞啞{表驚歎}㰳																							
paŋ	pang	方枋牥汸肪鈁邡{什~}																							
paŋʔ	pangq	放昉旊舫方																							
pʰaŋ	phang	芳妨																							
pʰaŋʔ	phangq	仿紡髣{~髴，隱約}彷{~彿，隱約}鶭																							
pʰaŋh	phangh	訪邡																							
baŋ	bang	房防坊{同“防”}魴																							
bak	bak	縛𦇙																							
maŋ	mang	亡亾忘妄望朢罔惘芒{~~，廣大遼闊；句~，木神}莣杗																							
maŋʔ	mangq	網𦉾蝄𣶈{~瀁，水盛貌}輞																							
taŋ	tang	章彰漳璋障樟獐鄣																							
taŋʔ	tangq	掌																							
tak	tak	蹠摭炙跖斫																							
staŋ	stang	商螪蔏																							
staŋʔ	stangq	賞																							
tʰaŋ	thang	昌倡唱猖菖閶																							
tʰaŋʔ	thangq	敞惝𪁺																							
tʰak	thak	斥尺蚇拆叱																							
daŋ	dang	常裳徜嘗甞償鱨																							
daŋʔ	dangq	上																							
daŋh	dangh	尚																							
dak	dak	石祏碩鼫																							
naŋ	nang	攘穰瀼禳讓鬤儴𨟚鑲																							
naŋʔ	nangq	壤蠰{~谿}																							
naŋh	nangh	懹																							
nak	nak	若鄀箬																							
n̥aŋʔ	nhangq	曏																							
n̥aŋh	nhangh	蠰																							
n̥ak	nhak	螫																							
snaŋ	snang	襄驤纕																							
tsaŋ	tsang	將漿醬蔣																							
tsaŋʔ	tsangq	獎槳																							
tsak	tsak	踖{~~，恭敬}借{~入}																							
tsʰaŋ	tshang	將{願、請；~~，擬聲詞，金玉之聲；~~，美盛、整飭；集聚貌}斨鏘瑲槍蹌搶牄																							
tsʰak	tshak	鵲䧿踖{~陵，地名}碏皵																							
dzaŋ	dzang	戕牆薔{同“蘠”}蘠嬙廧																							
dzaŋh	dzangh	匠																							
dzak	dzak	籍藉猎踖耤																							
saŋ	sang	相湘箱廂																							
saŋʔ	sangq	想																							
sak	sak	昔惜腊棤																							
laŋ	lang	昜陽楊揚瘍煬鍚颺暘鸉																							
lak	lak	睪譯繹嶧懌斁{厭棄；盛大}驛射{厭棄；無~}奕{~~，美盛}																							
l̥aŋ	lhang	傷觴殤禓䵮																							
l̥aŋh	lhangh	餉饟																							
l̥ak	lhak	釋郝{~~，耕地翻土聲}醳𥼶奭襫																							
slak	slak	舄蕮潟																							
slaŋʔ	slangq	象像蟓																							
mlak	mlak	射{及物}麝																							
raŋ	rang	良踉蜋{蜣~、~蜩}梁粱量糧輬椋娘																							
raŋʔ	rangq	兩蜽輛緉悢																							
rak	rak	略㗉																							
C.raŋ	C.rang	涼																							
C.raŋh	C.rangh	亮諒																							
C.rak	C.rak	掠																							
ɫaŋ	jang	羊洋徉佯痒恙羕																							
ɫaŋʔ	jangq	養瀁{𣶈~，水盛貌}癢																							
ɫaŋh	jangh	漾																							
ɫak	jak	亦奕弈帟腋掖液																							
ɫ̥ak	jhak	赤																							
kɫaŋ	kjang	姜𨜰																							
kʰɫaŋ	khjang	羌																							
mɫaŋ	mjang	詳祥翔𦍙𨀘庠𦍲																							
mɫaŋʔ	mjangq	橡																							
mɫak	mjak	夕汐穸																							
kaŋ	kang	畺僵疆薑橿繮																							
kaŋʔ	kangq	繈襁																							
kak	kak	腳																							
kʰaŋ	khang	蜣																							
kʰak	khak	卻却																							
gaŋ	gang	強彊强																							
ŋaŋʔ	ngangq	仰																							
haŋ	hang	向享鄉饗薌膷香																							
haŋʔ	hangq	響蠁{肸~}嚮																							
kwaŋʔ	kwangq	獷																							
kwaŋh	kwangh	誑迋{同“誑”}																							
kwak	kwak	矍攫玃貜																							
kʰwaŋ	khwang	匡筐眶																							
kʰwak	khwak	躩																							
gwaŋ	gwang	狂																							
gwaŋʔ	gwangq	俇																							
gwak	gwak	戄臞																							
waŋ	wang	王																							
waŋʔ	wangq	往																							
waŋh	wangh	迋{同“往”}暀旺																							
ẘaŋ	whang	貺																							
ẘaŋʔ	whangq	怳																							
ẘaŋh	whangh	況軦																							
ʔaŋ	qang	央殃																							
ʔaŋʔ	qangq	怏佒鞅駚柍																							
ʔwaŋʔ	qwangq	枉																							
ʔwak	qwak	矱																							
praŋ	prang	兵柄																							
praŋʔ	prangq	丙炳怲邴𠛥秉																							
praŋh	prangh	寎																							
prak	prak	碧																							
braŋh	brangh	病																							
mraŋ	mrang	明盟																							
mraŋʔ	mrangq	皿																							
traŋ	trang	張粻餦																							
traŋʔ	trangq	長{年~；生~}																							
traŋh	trangh	脹帳																							
trak	trak	著{接觸；殷商酒器}𣃈𩁥鐯席																							
tʰraŋ	thrang	倀																							
tʰraŋʔ	thrangq	悵																							
tʰraŋh	thrangh	韔																							
tʰrak	thrak	躇{超越}																							
draŋ	drang	長{~久；擅~；~處}萇																							
draŋʔ	drangq	丈杖仗																							
drak	drak	蓆																							
nraŋ	nrang	鑲{兵器}																							
nraŋh	nrangh	釀																							
n̥rak	nhrak	婼																							
tsraŋ	tsrang	壯𢎳莊裝																							
tsrak	tsrak	斮																							
tsʰraŋ	tshrang	創瘡																							
tsʰraŋʔ	tshrangq	愴																							
tsʰrak	tshrak	簎																							
dzraŋ	dzrang	牀床																							
dzraŋh	dzrangh	狀																							
sraŋ	srang	霜爽鷞鸘																							
lraŋ	lrang	場腸																							
l̥raŋh	lhrangh	暢鬯畼																							
l̥rak	lhrak	㚟																							
srak	srak	虩覤																							
kraŋ	krang	京麖竟鏡境麠																							
kraŋʔ	krangq	景																							
krak	krak	戟																							
kʰrak	khrak	綌郤郄隙隟𢜭																							
graŋ	grang	鯨勍黥																							
graŋʔ	grangq	競																							
graŋh	grangh	倞																							
grak	grak	劇臄																							
ŋraŋ	ngrang	迎																							
ŋrak	ngrak	逆																							
ŋ̊rak	nhgrak	朔																							
kwraŋʔ	kwrangq	憬囧冏臩																							
wraŋʔ	wrangq	永泳𢫕																							
wraŋh	wrangh	詠咏																							
ẘraŋ	whrang	兄																							
ʔraŋ	qrang	英																							
ʔraŋʔ	qrangq	影																							
ʔraŋh	qrangh	詇																							
pˤaŋh	p'angh	謗																							
pˤak	p'ak	博簙搏鎛猼髆																							
pʰˤaŋ	ph'ang	旁{~薄}滂雱																							
pʰˤak	ph'ak	蒪膊胉																							
bˤaŋ	b'ang	旁傍膀彭{~~，盛多}彷{~徉、~徨}																							
bˤaŋh	b'angh	徬																							
bˤak	b'ak	薄亳泊礡鑮																							
mˤaŋ	m'ang	芒盲肓㡛蘉汒茫																							
mˤaŋʔ	m'angq	莽{無邊際}漭蟒																							
mˤak	m'ak	莫漠幕寞嗼瘼鏌瞙鄚																							
m̥ˤaŋ	mh'ang	荒衁																							
m̥ˤaŋʔ	mh'angq	謊慌怳恍𡧽																							
tˤaŋ	t'ang	當蟷璫																							
tˤaŋʔ	t'angq	黨																							
tˤaŋh	t'angh	擋瓽																							
tˤak	t'ak	蠹																							
tʰˤaŋ	th'ang	鏜蝪																							
tʰˤaŋʔ	th'angq	儻倘曭																							
tʰˤak	th'ak	託拓托柝橐																							
dˤaŋ	d'ang	堂棠螗螳																							
dˤaŋh	d'angh	宕																							
dˤak	d'ak	度{測量（動詞）；揣測；裝填}剫																							
nˤaŋ	n'ang	囊蠰{蟷~}																							
nˤaŋʔ	n'angq	曩																							
nˤak	n'ak	諾																							
n̥ˤak	nh'ak	蠚																							
tsˤaŋ	ts'ang	牂臧贓葬																							
tsˤak	ts'ak	作迮柞																							
tsʰˤaŋ	tsh'ang	倉蒼凔滄鶬獊鎗																							
tsʰˤak	tsh'ak	錯厝剒																							
dzˤaŋ	dz'ang	藏臟奘																							
dzˤak	dz'ak	怍酢昨柞{~格}笮{黥刑}筰㸲𦁎䣢																							
sˤaŋ	s'ang	桑喪顙																							
sˤak	s'ak	索溹																							
lˤaŋ	l'ang	唐塘鶶榶溏愓餳																							
lˤaŋʔ	l'angq	璗蕩盪簜𥯕																							
lˤaŋh	l'angh	碭																							
lˤak	l'ak	鐸																							
l̥ˤaŋ	lh'ang	湯薚																							
l̥ˤak	lh'ak	蘀																							
rˤaŋ	r'ang	郎朗廊狼浪琅稂閬𦵧駺蜋{螳~}螂																							
rˤaŋʔ	r'angq	朖俍																							
rˤaŋh	r'angh	埌																							
rˤak	r'ak	洛酪雒駱絡鵅{水鳥名}烙硌鮥𩊚袼珞																							
C.rˤak	C.r'ak	落																							
hɫˤak	hj'ak	郝																							
kˤaŋ	k'ang	亢岡剛綱犅堈崗𦱌魧																							
kˤak	k'ak	各閣胳																							
kʰˤaŋ	kh'ang	康糠穅伉漮																							
kʰˤaŋʔ	kh'angq	慷忼																							
kʰˤaŋh	kh'angh	炕閌犺																							
kʰˤak	kh'ak	恪																							
gˤaŋ	g'ang	行頏杭抗桁{刑具}笐迒苀蚢胻航																							
gˤaŋʔ	g'angq	沆																							
gˤak	g'ak	涸貉狢貈																							
ŋˤaŋ	ng'ang	卬昂枊																							
ŋˤak	ng'ak	咢鄂噩蘁愕鍔鶚遌																							
hˤak	h'ak	壑																							
kwˤaŋ	kw'ang	光洸胱桄珖茪																							
kwˤaŋʔ	kw'angq	廣																							
kwˤak	kw'ak	郭椁槨																							
kʰwˤaŋ	khw'ang	曠																							
kʰwˤaŋʔ	khw'angq	懭																							
kʰwˤaŋh	khw'angh	壙纊絖																							
kʰwˤak	khw'ak	廓鞹鞟漷篧																							
gwˤaŋ	gw'ang	黃簧璜																							
gwˤaŋʔ	gw'angq	櫎																							
gwˤaŋh	gw'angh	擴																							
gwˤak	gw'ak	檴{~落}濩穫鑊																							
ŋwˤak	ngw'ak	瓁																							
wˤaŋ	w'ang	皇凰煌熿遑韹餭徨惶媓湟蝗葟騜隍𦨃篁偟蟥																							
ẘˤak	wh'ak	霍藿𧆑靃																							
ʔˤaŋ	q'ang	鴦																							
ʔˤaŋʔ	q'angq	泱盎坱																							
ʔˤaŋh	q'angh	㼜																							
ʔˤak	q'ak	堊蝁																							
ʔwˤaŋ	qw'ang	尢尪汪																							
ʔwˤak	qw'ak	蠖雘																							
pˤraŋ	p'rang	祊閍旁{~~，強壯有力}																							
pˤraŋh	p'rangh	榜{槳}																							
pˤrak	p'rak	百伯柏迫																							
pʰˤraŋ	ph'rang	亨烹																							
pʰˤrak	ph'rak	魄拍																							
bˤraŋ	b'rang	彭{~~，強壯}蒡榜{矯正弓弩的器具}																							
bˤraŋʔ	b'rangq	並竝																							
bˤrak	b'rak	白帛鮊																							
mˤraŋ	m'rang	萌{芽}氓虻蝱䖟鄳莔																							
mˤraŋʔ	m'rangq	猛																							
mˤraŋh	m'rangh	孟																							
mˤrak	m'rak	陌貘貊𢫦																							
tˤrak	t'rak	磔																							
tʰˤraŋ	th'rang	瞠																							
tʰˤrak	th'rak	坼																							
dˤraŋ	d'rang	棖䟫																							
dˤrak	d'rak	宅																							
tsˤrak	ts'rak	笮{盛箭的竹器}窄柞{伐木}矠																							
tsʰˤraŋ	tsh'rang	槍{欃~，彗星}																							
dzˤraŋ	dz'rang	傖																							
dzˤrak	dz'rak	咋齰蜡																							
sˤrak	s'rak	索																							
lˤrak	l'rak	擇澤檡鸅蠌																							
kˤraŋ	k'rang	庚更羹賡鶊																							
kˤraŋʔ	k'rangq	梗鯁綆哽郠埂																							
kˤrak	k'rak	格茖鉻骼鵅{鵋䳢、鵂鶹}觡挌																							
kʰˤraŋ	kh'rang	慶卿阬坑																							
kʰˤrak	kh'rak	客喀衉																							
gˤraŋ	g'rang	行珩衡蘅桁{葬具}																							
gˤraŋʔ	g'rangq	荇杏莕																							
gˤrak	g'rak	格{抵禦；捍~，堅硬}																							
ŋˤrak	ng'rak	額頟詻																							
hˤraŋ	h'rang	亨																							
hˤrak	h'rak	赫																							
kwˤraŋ	kw'rang	觥觵																							
kwˤraŋʔ	kw'rangq	礦穬																							
kwˤrak	kw'rak	虢																							
gwˤraŋ	gw'rang	橫潢																							
gwˤrak	gw'rak	獲																							
wˤraŋ	w'rang	喤鍠																							
ẘˤraŋ	wh'rang	諻																							
ẘˤrak	wh'rak	謋																							
ʔˤrak	q'rak	啞{~~，笑聲}																							
paj	paj	陂																							
pajʔ	pajq	彼柀																							
pajh	pajh	詖貱陂{斜}																							
pas	pas	廢櫠																							
pʰaj	phaj	披鈹秛																							
pʰas	phas	肺㤄{~~，輕慢}																							
baj	baj	皮被																							
bajh	bajh	鞁																							
bas	bas	茷																							
maj	maj	靡{共有；分散；損壞；浪費；~~，遲緩}攠縻糜䊳㸏爢																							
majʔ	majq	靡{倒伏；細密；無、非}蘼																							
m̥aj	mhaj	麾																							
tas	tas	晢晣晰抴																							
tʰaj	thaj	眵																							
tʰajʔ	thajq	侈{奢~}袲																							
tʰas	thas	懘																							
dajʔ	dajq	恀																							
das	das	逝筮噬澨遾																							
tsaj	tsaj	嗟𨲠																							
tsas	tsas	際穄																							
dzajh	dzajh	髊																							
sajʔ	sajq	徙蓰																							
laj	laj	迆杝柂栘箷椸酏胣釶																							
lajʔ	lajq	扡迤袘匜																							
lajh	lajh	貤																							
las	las	裔枻栧靾泄{~~，遲緩；多言}洩呭詍跇絏𢘽																							
l̥aj	lhaj	施葹䗐																							
l̥ajʔ	lhajq	豕𨴯弛㢮阤																							
l̥as	lhas	世貰																							
slas	slas	泄																							
mlaj	mlaj	蛇虵																							
mlajʔ	mlajq	𤜣																							
raj	raj	離鸝蘺籬漓縭罹																							
rajʔ	rajq	邐																							
rajh	rajh	詈																							
ras	ras	例勵癘櫔𩢾䅀																							
C.ras	C.ras	厲礪																							
ɫaj	jaj	移迻𤝻簃																							
ɫajʔ	jajq	拸																							
ɫas	jas	㵝{溶~}																							
ɫ̥ajʔ	jhajq	侈{大}哆鉹誃袳哆																							
kaj	kaj	奇{~偶；餘數；詭異不正}掎畸																							
kajʔ	kajq	踦剞																							
kajh	kajh	寄徛																							
kas	kas	罽瀱蘮																							
kʰaj	khaj	崎觭																							
kʰajʔ	khajq	綺																							
kʰas	khas	揭{~衣}																							
gaj	gaj	奇{稀~；窮~}錡騎琦鵸																							
ŋaj	ngaj	義儀轙議宜鸃																							
ŋajʔ	ngajq	蟻齮																							
ŋajh	ngajh	誼																							
ŋas	ngas	乂刈																							
ŋ̊aj	nhgaj	羲犧䖒戲																							
haj	haj	巇																							
kwaj	kwaj	嬀媯																							
kwas	kwas	𤜂																							
kʰwaj	khwaj	虧																							
ŋwaj	ngwaj	僞偽																							
waj	waj	爲為																							
wajʔ	wajq	蔿蒍薳寪鄬																							
ẘas	whas	歲顪																							
ẘaj	whaj	撝噅																							
ẘajʔ	whajq	毀毁毇𪑺燬烜{同“燬”，火}檓𡢕																							
ʔaj	qaj	椅猗欹旖漪禕																							
ʔajʔ	qajq	倚																							
ʔwaj	qwaj	蟡痿委{~蛇}逶蜲																							
ʔwajʔ	qwajq	骫																							
ʔwas	qwas	薉穢饖																							
praj	praj	羆藣																							
braj	braj	罷{同“疲”，疲勞；無能}犤疲																							
tʰras	thras	慸																							
dras	dras	滯																							
nraj	nraj	旎																							
nrajʔ	nrajq	狔																							
tsʰraj	tshraj	差杈																							
dzraj	dzraj	𨌅																							
srajʔ	srajq	屣縰躧蹝																							
lraj	lraj	池馳																							
lras	lras	彘{豬}																							
l̥ras	lhras	迣																							
r̥aj	rhaj	螭																							
sraj	sraj	醨釃																							
kraj	kraj	羈羇																							
kʰras	khras	憩愒{同“憩”}																							
kwras	kwras	劌																							
wras	wras	衛衞讆槥																							
ʔras	qras	餲																							
pˤaj	p'aj	波跛嶓																							
pˤajʔ	p'ajq	簸																							
pˤas	p'as	貝䰽㸬牬																							
pʰˤaj	ph'aj	頗																							
pʰˤajh	ph'ajh	破																							
pʰˤas	ph'as	霈																							
bˤaj	b'aj	婆																							
bˤas	b'as	旆肺{~~，茂盛}																							
mˤaj	m'aj	磨𨟖摩																							
mˤajʔ	m'ajq	麼																							
tˤaj	t'aj	多																							
tˤajh	t'ajh	跢																							
tˤas	t'as	帶																							
dˤaj	d'aj	𧕛																							
nˤaj	n'aj	那{安閑；奈何}難{茂盛}㔮																							
nˤas	n'as	奈柰																							
tsˤajʔ	ts'ajq	左																							
tsˤajh	ts'ajh	佐																							
tsʰˤaj	tsh'aj	磋																							
tsʰˤajʔ	tsh'ajq	瑳䰈																							
dzˤaj	dz'aj	蒫鹺齹䣜瘥																							
sˤaj	s'aj	莎娑{婆~，舞貌}傞																							
lˤaj	l'aj	沱紽佗酡𨠑鮀詑駝駞地陁{陂~，臺階}																							
lˤajʔ	l'ajq	拕袉																							
lˤas	l'as	大汏釱軑																							
l̥ˤaj	lh'aj	他它																							
l̥ˤajh	lh'ajh	拖																							
l̥ˤas	lh'as	泰汰太																							
rˤaj	r'aj	羅蘿																							
rˤas	r'as	籟藾																							
C.rˤas	C.r'as	賴瀨糲																							
kˤaj	k'aj	柯歌謌牱																							
kˤajʔ	k'ajq	哿笴																							
kˤajh	k'ajh	個个																							
kˤas	k'as	匄丐蓋葢																							
kʰˤajʔ	kh'ajq	可軻																							
kʰˤas	kh'as	礚愒{貪圖；荒廢}																							
gˤaj	g'aj	河何荷{~華}苛菏																							
gˤajʔ	g'ajq	荷{負~}																							
gˤajh	g'ajh	賀																							
gˤas	g'as	害																							
ŋˤaj	ng'aj	峨俄莪蛾娥鵝睋																							
ŋˤajʔ	ng'ajq	我																							
ŋˤajh	ng'ajh	餓																							
ŋˤas	ng'as	艾鴱																							
ŋ̊ˤas	nhg'as	餀𦤦																							
hˤaj	h'aj	訶呵																							
kwˤaj	kw'aj	過渦																							
kwˤajʔ	kw'ajq	剮																							
kwˤas	kw'as	膾會{總計；縫隙}檜旝廥鬠襘禬																							
kʰwˤaj	khw'aj	薖																							
gwˤajʔ	gw'ajq	禍旤																							
gwˤas	gw'as	繪會																							
ŋwˤaj	ngw'aj	吪訛譌																							
ŋwˤas	ngw'as	外																							
ẘˤaj	wh'aj	貨																							
