音标	调类	调值	辖字
pʰai	6	11	斾
bai	6	11	斾
mai	6	11	昧
tʰai	6	11	大
dai	6	11	大
nai	6	11	奈
tsʰai	6	11	載
dzai	6	11	載
lai	6	11	賴
kuai	1	334	乖[實際音]
kʰuai	1	334	咼[實際音]魁[實際音]
tʰuai	1	334	胎[實際音]
tsuai	1	334	哉[實際音]
pʰuai	2	113	排[實際音]
buai	2	113	排[實際音]
βuai	2	113	誰[實際音]
tʰuai	2	113	臺[實際音]
duai	2	113	臺[實際音]
nuai	2	113	來[實際音]
tsʰuai	4	21	罪[實際音]
dzuai	4	21	罪[實際音]
kuai	5	55	怪[實際音]
kau	1	334	高
kʰau	1	334	尻
ʔau	1	334	熝
xau	1	334	蒿
pau	1	334	褒
pʰau	1	334	㯱
tau	1	334	刀
tʰau	1	334	饕
t∫au	1	334	昭[實際音]
t∫ʰau	1	334	超[實際音]
tsau	1	334	糟
tsʰau	1	334	操
sau	1	334	騷
t∫au	1	334	昭[實際音]
∫au	1	334	燒[實際音]
ŋau	2	113	敖
ɣau	2	113	豪
pʰau	2	113	袍
bau	2	113	袍
mau	2	113	毛
tʰau	2	113	陶
dau	2	113	陶
nau	2	113	猱劳[實際音]
t∫ʰau	2	113	潮[實際音]
dʒau	2	113	潮[實際音]
tsʰau	2	113	曹
dzau	2	113	曹
ʒau	2	113	韶[實際音]
lau	2	113	勞[實際音]
ɹau	2	113	饒[實際音]
kau	3	41	暠稿[實際音]
kʰau	3	41	考
ʔau	3	41	襖
xau	3	41	好
pau	3	41	寶
pʰau	3	41	皫
tau	3	41	倒
tʰau	3	41	討
t∫au	3	41	沼[實際音]
tsau	3	41	早
tsʰau	3	41	草
sau	3	41	㛮
ŋau	4	21	□[艸午頁]𦽀[艸午頁]
ɣau	4	21	皓
pʰau	4	21	抱
bau	4	21	抱
mau	4	21	蓩
tʰau	4	21	道
dau	4	21	道
nau	4	21	懊
tsʰau	4	21	皁
dzau	4	21	皁
lau	4	21	老
kau	5	55	誥
kʰau	5	55	鎬
ʔau	5	55	奧
xau	5	55	耗
pau	5	55	報
pʰau	5	55	犥
tau	5	55	到
tʰau	5	55	韜
tsau	5	55	竈
tsʰau	5	55	操
sau	5	55	喿
kʰau	6	11	櫭
gau	6	11	櫭
ŋau	6	11	傲
ɣau	6	11	号
pʰau	6	11	暴
bau	6	11	暴
mau	6	11	□[忄冒]𢝌[忄冒]
tʰau	6	11	導
dau	6	11	導
nau	6	11	腝
tsʰau	6	11	漕
dzau	6	11	漕
lau	6	11	嫪
kiau	1	334	驕
kʰiau	1	334	趫
ʔiau	1	334	妖
xiau	1	334	嚻
piau	1	334	鑣
tiau	1	334	貂[實際音]
tʰiau	1	334	挑[實際音]
tsiau	1	334	焦[實際音]
siau	1	334	蕭
kʰiau	2	113	喬
giau	2	113	喬
ɣiau	2	113	爻[實際音]
ɦiau	2	113	遙
pʰiau	2	113	漉
biau	2	113	漉
miau	2	113	苗
tʰiau	2	113	迢[實際音]
diau	2	113	迢[實際音]
niau	2	113	嬈[實際音]
tsʰiau	2	113	樵[實際音]
dziau	2	113	樵[實際音]
t∫ʰiau	2	113	潮[實際音]
dʒiau	2	113	潮[實際音]
ʒiau	2	113	韶
liau	2	113	燎
ɹiau	2	113	饒
kiau	3	41	矯
kʰiau	3	41	槁
ʔiau	3	41	夭
piau	3	41	表
pʰiau	3	41	麃
tsiau	3	41	勦[實際音]
siau	3	41	小[實際音]
kʰiau	4	21	□[長喬]𨲭[長喬]
giau	4	21	□[長喬]𨲭[長喬]
pʰiau	4	21	藨
biau	4	21	藨
ʒiau	4	21	紹
liau	4	21	繚
ɹiau	4	21	擾
kiau	5	55	驕
kʰiau	5	55	趫
piau	5	55	裱
tiau	5	55	吊[實際音]
tʰiau	5	55	糶[實際音]
tsiau	5	55	醮
siau	5	55	笑
kʰiau	6	11	嶠
giau	6	11	嶠
ŋiau	6	11	□[虛亢]𧇠[虛亢]
miau	6	11	廟
tʰiau	6	11	籊[實際音]
diau	6	11	籊[實際音]
niau	6	11	尿[實際音]
ʒiau	6	11	邵
liau	6	11	尞
ɹiau	6	11	饒
kan	1	334	間甘[實際音]干
kʰan	1	334	慳看
ʔan	1	334	□[黑頁]𪑸[黑頁]安
xan	1	334	羴頇
pan	1	334	班[實際音]
pʰan	1	334	攀
ʔwan	1	334	灣[實際音]
ɸan	1	334	翻[實際音]飜蕃
tan	1	334	丹[實際音]單
tʰan	1	334	灘
t∫an	1	334	㣶
tsan	1	334	簪[實際音]籛
tsʰan	1	334	□[實際音]𭆞[實際音]餐
san	1	334	三[實際音]□[月册]𦙽[月册]
t∫ʰan	1	334	㺗
∫an	1	334	山
ŋan	2	113	顏豻
ɣan	2	113	閑寒
pʰan	2	113	瓣
ban	2	113	瓣
man	2	113	蠻
βan	2	113	還[實際音]煩
ɦwan	2	113	頑[實際音]樠
tʰan	2	113	壇
dan	2	113	壇
nan	2	113	難
t∫ʰan	2	113	□[犭耳絲]𤣆[犭耳絲]
dʒan	2	113	□[犭耳絲]𤣆[犭耳絲]
ȵan	2	113	□[肉犬灬]𤌔[肉犬灬]
tsan	2	113	趲
tsʰan	2	113	殘[實際音]
dzan	2	113	殘[實際音]
t∫ʰan	2	113	虥
dʒan	2	113	虥
lan	2	113	斕蘭
kan	3	41	簡笴
kʰan	3	41	齦侃
ʔan	3	41	軋侒
xan	3	41	罕
pan	3	41	版
pʰan	3	41	盼
ɸan	3	41	㽹反
tan	3	41	亶
tʰan	3	41	坦
t∫ʰan	3	41	㬄
san	3	41	散
t∫an	3	41	醆
t∫ʰan	3	41	剗
∫an	3	41	產
ŋan	4	21	眼
ɣan	4	21	限旱
pʰan	4	21	版
ban	4	21	版
man	4	21	矕
βan	4	21	飯
ɦwan	4	21	晚
tʰan	4	21	但
dan	4	21	但
nan	4	21	攤
ȵan	4	21	赧
tsʰan	4	21	瓚
dzan	4	21	瓚
t∫ʰan	4	21	棧
dʒan	4	21	棧
lan	4	21	嬾
kan	5	55	諫旰
kʰan	5	55	侃
ʔan	5	55	晏按
xan	5	55	漢
pan	5	55	扮
pʰan	5	55	襻
ɸan	5	55	嬎販
tan	5	55	旦
tʰan	5	55	炭
t∫ʰan	5	55	㬄
tsan	5	55	贊
tsʰan	5	55	粲
san	5	55	繖
t∫ʰan	5	55	羼
∫an	5	55	訕
ŋan	6	11	雁岸
ɣan	6	11	骭翰
pʰan	6	11	瓣
ban	6	11	瓣
man	6	11	慢
βan	6	11	飯
ɦwan	6	11	萬
tʰan	6	11	憚
dan	6	11	憚
nan	6	11	攤
t∫ʰan	6	11	袒[又作「䘺」「綻」]
dʒan	6	11	袒[又作「䘺」「綻」]
tsʰan	6	11	㜺
dzan	6	11	㜺
t∫ʰan	6	11	輚
dʒan	6	11	輚
lan	6	11	爛
kuan	1	334	關
ʔuan	1	334	彎
xuan	1	334	豩
t∫uan	1	334	跧
∫uan	1	334	栓
kʰuan	2	113	䟒
guan	2	113	䟒
ŋuan	2	113	頑
ɣuan	2	113	湲
t∫ʰuan	2	113	□[犭匀]𤜼[犭匀]
dʒuan	2	113	□[犭匀]𤜼[犭匀]
luan	2	113	□[九嬴]
ʔuan	3	41	綰
t∫uan	3	41	蟤
t∫ʰuan	3	41	㦏
ɣuan	4	21	睆
t∫ʰuan	4	21	撰
dʒuan	4	21	撰
kuan	5	55	慣
ʔuan	5	55	綰
t∫uan	5	55	孨
t∫ʰuan	5	55	篡
∫uan	5	55	□[𥫗䡞]𨏉[𥫗䡞]
kʰuan	6	11	趯
guan	6	11	趯
ŋuan	6	11	薍
ɣuan	6	11	患
ȵuan	6	11	奻
t∫ʰuan	6	11	饌
dʒuan	6	11	饌
kyan	1	334	勬專[實際音]
kʰyan	1	334	弮
ʔyan	1	334	𡣬[娟]
xyan	1	334	暄
t∫yan	1	334	□[九雚]𡰝[九雚]
t∫ʰyan	1	334	猭
tsyan	1	334	鐫
tsʰyan	1	334	詮
syan	1	334	宣
t∫yan	1	334	專
t∫ʰyan	1	334	穿
kʰyan	2	113	權
gyan	2	113	權
ŋyan	2	113	元
ɦyan	2	113	員
t∫ʰyan	2	113	椽
dʒyan	2	113	椽
tsʰyan	2	113	全
dzyan	2	113	全
zyan	2	113	旋
t∫ʰyan	2	113	船
dʒyan	2	113	船
ʒyan	2	113	遄
lyan	2	113	攣
ɹyan	2	113	堧
kyan	3	41	卷
kʰyan	3	41	棬
ʔyan	3	41	宛
xyan	3	41	□[目恆]
tyan	3	41	典[實際音]
t∫yan	3	41	轉
t∫ʰyan	3	41	腞
syan	3	41	選
t∫yan	3	41	剸
t∫ʰyan	3	41	舛
kʰyan	4	21	圈
gyan	4	21	圈
ŋyan	4	21	阮
ɦyan	4	21	遠
t∫ʰyan	4	21	篆
dʒyan	4	21	篆
ȵyan	4	21	䞂
ʒyan	4	21	膞
lyan	4	21	臠
ɹyan	4	21	輭
kyan	5	55	眷
kʰyan	5	55	□[祟巴]𥛁[祟巴]
ʔyan	5	55	怨
xyan	5	55	楦
t∫yan	5	55	囀
t∫ʰyan	5	55	猭
tsyan	5	55	恮
tsʰyan	5	55	縓
t∫yan	5	55	剸
t∫ʰyan	5	55	釧
∫yan	5	55	縳
kʰyan	6	11	倦
gyan	6	11	倦
ŋyan	6	11	願
ɦyan	6	11	瑗
t∫ʰyan	6	11	傳
dʒyan	6	11	傳
tsʰyan	6	11	泉
dzyan	6	11	泉
ʒyan	6	11	□[扌十日山]𢰁[扌十日山]
lyan	6	11	戀
ɹyan	6	11	□[田耎]𤲬[田耎]
kaŋ	1	334	岡
kʰaŋ	1	334	康
ʔaŋ	1	334	鴦
xaŋ	1	334	炕
paŋ	1	334	幫
pʰaŋ	1	334	滂
ʔwaŋ	1	334	汪[實際音]
ɸaŋ	1	334	芳方
taŋ	1	334	當
tʰaŋ	1	334	湯
t∫aŋ	1	334	張[實際音]
t∫ʰaŋ	1	334	昌[實際音]
tsaŋ	1	334	臧
tsʰaŋ	1	334	倉
saŋ	1	334	桑
t∫aŋ	1	334	章[實際音]
t∫ʰaŋ	1	334	昌[實際音]
∫aŋ	1	334	商[實際音]
ŋaŋ	2	113	卬
ɣaŋ	2	113	航
pʰaŋ	2	113	傍
baŋ	2	113	傍
maŋ	2	113	茫
βaŋ	2	113	房
ɦwaŋ	2	113	王亡
tʰaŋ	2	113	堂
daŋ	2	113	堂
naŋ	2	113	唐
t∫ʰaŋ	2	113	長[實際音]
dʒaŋ	2	113	長[實際音]
ȵaŋ	2	113	娘[實際音]
tsʰaŋ	2	113	藏
dzaŋ	2	113	藏
ʒaŋ	2	113	裳[實際音]
laŋ	2	113	郎
ɹaŋ	2	113	穰[實際音]
kaŋ	3	41	䴚
kʰaŋ	3	41	慷
ʔaŋ	3	41	坱
xaŋ	3	41	汻
paŋ	3	41	榜
pʰaŋ	3	41	髈
ʔwaŋ	3	41	徃[實際音]往[實際音]
ɸaŋ	3	41	髣眆
taŋ	3	41	黨
tʰaŋ	3	41	矘
t∫aŋ	3	41	長[實際音]
t∫ʰaŋ	3	41	昶[實際音]
tsaŋ	3	41	駔
tsʰaŋ	3	41	蒼
saŋ	3	41	顙
ŋaŋ	4	21	駠
ɣaŋ	4	21	沆
maŋ	4	21	莽
ɦwaŋ	4	21	网
tʰaŋ	4	21	蕩
daŋ	4	21	蕩
naŋ	4	21	曩
t∫ʰaŋ	4	21	丈[實際音]
dʒaŋ	4	21	丈[實際音]
tsʰaŋ	4	21	奘
dzaŋ	4	21	奘
laŋ	4	21	朗
kaŋ	5	55	鋼
kʰaŋ	5	55	抗
ʔaŋ	5	55	盎
paŋ	5	55	螃
pʰaŋ	5	55	□[月放]𦜍[月放]
ʔwaŋ	5	55	望
ɸaŋ	5	55	訪放
taŋ	5	55	讜
tʰaŋ	5	55	儻
t∫aŋ	5	55	帳[實際音]
t∫ʰaŋ	5	55	悵[實際音]
tsaŋ	5	55	葬
tsʰaŋ	5	55	䅮
saŋ	5	55	喪
ŋaŋ	6	11	枊
ɣaŋ	6	11	吭
pʰaŋ	6	11	傍
baŋ	6	11	傍
maŋ	6	11	漭
βaŋ	6	11	防
ɦwaŋ	6	11	妄
tʰaŋ	6	11	宕
daŋ	6	11	宕
naŋ	6	11	儾
t∫ʰaŋ	6	11	仗[實際音]
dʒaŋ	6	11	仗[實際音]
ȵaŋ	6	11	釀
tsʰaŋ	6	11	藏
dzaŋ	6	11	藏
laŋ	6	11	浪
kuaŋ	1	334	光
kʰuaŋ	1	334	䯑
ʔuaŋ	1	334	汪
xuaŋ	1	334	荒
tuaŋ	1	334	當
ɣuaŋ	2	113	黃
kuaŋ	3	41	廣
kʰuaŋ	3	41	懬
ʔuaŋ	3	41	㳹
xuaŋ	3	41	慌
ɣuaŋ	4	21	晃
kʰuaŋ	5	55	桄
guaŋ	5	55	曠
ʔuaŋ	5	55	汪
xuaŋ	5	55	荒
ɣuaŋ	6	11	攩
βuaŋ	6	11	防
ɦwuaŋ	6	11	妄
kiaŋ	1	334	薑
kʰiaŋ	1	334	羌
ʔiaŋ	1	334	央
xiaŋ	1	334	香
tsiaŋ	1	334	將
tsʰiaŋ	1	334	瑲
siaŋ	1	334	襄
kʰiaŋ	2	113	強
giaŋ	2	113	強
ŋiaŋ	2	113	卬
ɦiaŋ	2	113	陽
niaŋ	2	113	良
tsʰiaŋ	2	113	牆
dziaŋ	2	113	牆
ziaŋ	2	113	詳
liaŋ	2	113	良
kiaŋ	3	41	繦
kʰiaŋ	3	41	□[石羌]𥓌[石羌]
ʔiaŋ	3	41	鞅
xiaŋ	3	41	響
tsiaŋ	3	41	獎
tsʰiaŋ	3	41	搶
siaŋ	3	41	想
kʰiaŋ	4	21	勥
giaŋ	4	21	勥
ŋiaŋ	4	21	仰
ɦiaŋ	4	21	養
tsʰiaŋ	4	21	䉃
dziaŋ	4	21	䉃
ziaŋ	4	21	像
liaŋ	4	21	兩
kiaŋ	5	55	疆
kʰiaŋ	5	55	羌
ʔiaŋ	5	55	怏
xiaŋ	5	55	向
tsiaŋ	5	55	醬
tsʰiaŋ	5	55	蹡
siaŋ	5	55	相
kʰiaŋ	6	11	弶
giaŋ	6	11	弶
ŋiaŋ	6	11	□[車卬]𨋕[車卬]
ɦiaŋ	6	11	漾
tsʰiaŋ	6	11	匠
dziaŋ	6	11	匠
liaŋ	6	11	亮
kyaŋ	1	334	□[忄㞷]𢚇[忄㞷]
kʰyaŋ	1	334	匡
t∫yaŋ	1	334	莊[實際音]
t∫yaŋ	1	334	莊
t∫ʰyaŋ	1	334	創
∫yaŋ	1	334	霜
kʰyaŋ	2	113	狂
gyaŋ	2	113	狂
ɦyaŋ	2	113	王
t∫ʰyaŋ	2	113	牀
dʒyaŋ	2	113	牀
kyaŋ	3	41	獷
kʰyaŋ	3	41	恇
ʔyaŋ	3	41	忹
xyaŋ	3	41	怳
t∫yaŋ	3	41	□[忄壯]𢙳[忄壯]
t∫ʰyaŋ	3	41	磢
∫yaŋ	3	41	爽[實際音]
kʰyaŋ	4	21	俇
gyaŋ	4	21	俇
ɦyaŋ	4	21	往
kyaŋ	5	55	誑
kʰyaŋ	5	55	□[月匡]𦚞[月匡]
xyaŋ	5	55	況
t∫yaŋ	5	55	壯
t∫ʰyaŋ	5	55	剏
∫yaŋ	5	55	霜
kʰyaŋ	6	11	狂
gyaŋ	6	11	狂
ɦyaŋ	6	11	迋
t∫ʰyaŋ	6	11	狀
dʒyaŋ	6	11	狀
kaʔ	7	4	□[薛鳥]𪈟[薛鳥]
kʰaʔ	7	4	□[竹木葛]𥴭[竹木葛]
ʔaʔ	7	4	軋
xaʔ	7	4	瞎
paʔ	7	4	捌
pʰaʔ	7	4	汃
ɸaʔ	7	4	㤄髪
taʔ	7	4	怛
tʰaʔ	7	4	闥
t∫aʔ	7	4	𠹗
t∫ʰaʔ	7	4	獺
tsaʔ	7	4	䰖
tsʰaʔ	7	4	擦
saʔ	7	4	躠
t∫aʔ	7	4	札
t∫ʰaʔ	7	4	殺
∫aʔ	7	4	殺
ŋaʔ	8	5	䀨
ɣaʔ	8	5	黠
pʰaʔ	8	5	拔
baʔ	8	5	拔
maʔ	8	5	㑻
βaʔ	8	5	伐
ɦwaʔ	8	5	韈
tʰaʔ	8	5	達
daʔ	8	5	達
naʔ	8	5	捺
t∫ʰaʔ	8	5	噠
dʒaʔ	8	5	噠
ȵaʔ	8	5	痆
tsʰaʔ	8	5	巀
dzaʔ	8	5	巀
t∫ʰaʔ	8	5	𨰉
dʒaʔ	8	5	𨰉
laʔ	8	5	剌
ɹaʔ	8	5	□[髟背]𩭿[髟背]
kuaʔ	7	4	劀刮[實際音]
kʰuaʔ	7	4	䯇
ʔuaʔ	7	4	婠
xuaʔ	7	4	聒
t∫uaʔ	7	4	鵽
t∫ʰuaʔ	7	4	䫄
t∫uaʔ	7	4	茁
t∫ʰuaʔ	7	4	䵵
∫uaʔ	7	4	刷
ŋuaʔ	8	5	刖
ɣuaʔ	8	5	頢
ȵuaʔ	8	5	妠
kiaʔ	7	4	孑
kʰiaʔ	7	4	朅
ʔiaʔ	7	4	䋵
xiaʔ	7	4	娎
piaʔ	7	4	䇷
t∫iaʔ	7	4	哲
t∫ʰiaʔ	7	4	屮
t∫iaʔ	7	4	晢
t∫ʰiaʔ	7	4	掣
∫iaʔ	7	4	設
kʰiaʔ	8	5	傑
giaʔ	8	5	傑
ŋiaʔ	8	5	孽
ɣiaʔ	8	5	紇
biaʔ	8	5	別
t∫ʰiaʔ	8	5	轍
dʒiaʔ	8	5	轍
t∫ʰiaʔ	8	5	舌
dʒiaʔ	8	5	舌
liaʔ	8	5	列
ɹiaʔ	8	5	熱
kyaʔ	7	4	蹶
kʰyaʔ	7	4	闕
ʔyaʔ	7	4	噦
xyaʔ	7	4	旻
t∫yaʔ	7	4	鵽
t∫ʰyaʔ	7	4	䫄
t∫yaʔ	7	4	拙
t∫ʰyaʔ	7	4	歠
∫yaʔ	7	4	說
kʰyaʔ	8	5	□[叕豕]𧱝[叕豕]
gyaʔ	8	5	□[叕豕]𧱝[叕豕]
ŋyaʔ	8	5	月
ɦyaʔ	8	5	越
ȵyaʔ	8	5	妠
ʒyaʔ	8	5	啜
lyaʔ	8	5	劣
ɹyaʔ	8	5	爇
xie	1	334	苛
tie	1	334	爹
t∫ie	1	334	遮[實際音]
t∫ʰie	1	334	車[實際音]
tsie	1	334	嗟
tsʰie	1	334	□[石虘]𥕑[石虘]
sie	1	334	些
ɦie	2	113	耶
mie	2	113	□[口芋]𭇻[口芋]
nie	2	113	□[月吅里]𦡃[月吅里]
tsʰie	2	113	㚗
dzie	2	113	㚗
zie	2	113	衺
tsie	3	41	姐
tsʰie	3	41	且
sie	3	41	寫
ɦie	4	21	野
mie	4	21	乜
tie	4	21	哆
tsʰie	4	21	姐
dzie	4	21	姐
zie	4	21	灺
kʰie	5	55	㰤
tsie	5	55	唶
tsʰie	5	55	笡
sie	5	55	蝑
ɦie	6	11	夜
tsʰie	6	11	褯
dzie	6	11	褯
zie	6	11	謝
ken	1	334	根
kʰen	1	334	□[韋艮]𩎤[韋艮]
ʔen	1	334	恩
tʰen	1	334	吞
ŋen	2	113	垠
ɣen	2	113	痕
ken	3	41	䫀
kʰen	3	41	墾
ʔen	3	41	䅰
tʰen	3	41	□[亻吞心]𢞋[亻吞心]
kʰen	4	21	領
gen	4	21	領
ŋen	4	21	限
ɣen	4	21	狠
ken	5	55	艮
kʰen	5	55	哏
ʔen	5	55	䭡
tʰen	5	55	□[疒吞]𤶕[疒吞]
sen	5	55	摌
ŋen	6	11	䭓
ɣen	6	11	恨
kien	1	334	甄堅[實際音]
kʰien	1	334	牽
ʔien	1	334	煙
xien	1	334	祆
pien	1	334	鞭
pʰien	1	334	篇
ʔwien	1	334	淵[實際音]
ɸien	1	334	萱[實際音]
tien	1	334	顛
tʰien	1	334	天
t∫ʰien	1	334	脠[實際音]
ȵien	1	334	拈[實際音]
tsien	1	334	箋
tsʰien	1	334	千
sien	1	334	仙
t∫ien	1	334	餰
kʰien	2	113	乾[實際音]
gien	2	113	乾[實際音]
ɣien	2	113	賢
ɦien	2	113	延
pʰien	2	113	便
bien	2	113	便
mien	2	113	眠
βien	2	113	懸[實際音]
ɦwien	2	113	員[實際音]
tʰien	2	113	田
dien	2	113	田
nien	2	113	年連[實際音]
t∫ʰien	2	113	纏[實際音]
dʒien	2	113	纏[實際音]
tsʰien	2	113	前
dzien	2	113	前
zien	2	113	㳄
ʒien	2	113	蟬
lien	2	113	蓮
ɹien	2	113	然
kien	3	41	繭
kʰien	3	41	遣
ʔien	3	41	蝘
xien	3	41	顯
pien	3	41	褊
pʰien	3	41	萹
ʔwien	3	41	遠[實際音]
tien	3	41	典
tʰien	3	41	腆
t∫ien	3	41	展[實際音]
tsien	3	41	剪
tsʰien	3	41	淺
sien	3	41	獮
ŋien	4	21	□[齒欠]𮯀[齒欠]
ɣien	4	21	峴
ɦien	4	21	演
mien	4	21	緬
tʰien	4	21	殄
dien	4	21	殄
nien	4	21	撚
tsʰien	4	21	踐
dzien	4	21	踐
zien	4	21	□[絲羨]𦆀[絲羨]
kien	5	55	見
kʰien	5	55	譴
ʔien	5	55	宴
xien	5	55	韅
pien	5	55	徧
pʰien	5	55	鶣
ʔwien	5	55	怨[實際音]
tien	5	55	殿
tʰien	5	55	瑱
t∫ien	5	55	戰[實際音]
tsien	5	55	箭
tsʰien	5	55	蒨
sien	5	55	霰
ŋien	6	11	硯
ɣien	6	11	見
ɦien	6	11	衍
pʰien	6	11	便
bien	6	11	便
mien	6	11	麫
tʰien	6	11	電
dien	6	11	電
nien	6	11	睍
tsʰien	6	11	賤
dzien	6	11	賤
zien	6	11	羨
lien	6	11	練
keŋ	1	334	揯
kʰeŋ	1	334	奟
ʔeŋ	1	334	鞥
peŋ	1	334	崩
pʰeŋ	1	334	漰
teŋ	1	334	登
tʰeŋ	1	334	鼟
tseŋ	1	334	增
tsʰeŋ	1	334	㣒
seŋ	1	334	僧
ɣeŋ	2	113	恆
pʰeŋ	2	113	朋
beŋ	2	113	朋
meŋ	2	113	瞢
tʰeŋ	2	113	騰
deŋ	2	113	騰
neŋ	2	113	能
tsʰeŋ	2	113	層
dzeŋ	2	113	層
leŋ	2	113	棱
keŋ	5	55	亙
kʰeŋ	5	55	堩
peŋ	5	55	𥦜
pʰeŋ	5	55	鮙
teŋ	5	55	嶝
tʰeŋ	5	55	□[氵磴]𤃶[氵磴]
tseŋ	5	55	增
tsʰeŋ	5	55	蹭
seŋ	5	55	□𡬙
