id	ini	fn	pt	单字	IPA	注释
1188	h	ou	22	號	hou22	号叫，呼号（动）
1189	h	ou	22	浩	hou22	浩荡
1190	h	ou	22	號	hou22	号码（名）
1192		ou	33	懊	ou33	懊恼
1193		ou	33	奥	ou33	奥妙
1194		ou	33	懊	ou33	懊悔
1195		ou	33	澳	ou33	澳门
1196	p	au	55	包	pau55	钱包
1197	p	au	55	胞	pau55	同胞
1198	p	ɛu	35	飽	pɛu35	吃饱
1199	p	au	33	豹	pau33	一种动物
1200	p	au	33	爆	pau33	爆炸
1201	pʰ	ɛu	33	泡	pʰɛu33	泡茶
1202	pʰ	au	52	抛	pʰau52	抛弃
1203	pʰ	ɛu	33	炮	pʰɛu33	枪炮
1204	pʰ	au	52	泡	pʰau52	水泡，泡沫
1205	pʰ	au	35	跑	pʰau35	跑步
1206	pʰ	ɛu	21	刨	pʰɛu21	刨地，刨木
1207	p	au	52	鮑	pau52	鲍鱼
1208	pʰ	ɛu	21	鉋	pʰɛu21	刨子，瓜刨
1209	m	ɛu	21	茅	mɛu21	茅草
1210	m	ɛu	55	貓	mɛu55	花猫
1211	m	iu	21	錨	miu21	抛锚
1212	m	ɛu	13	卯	mɛu13	子丑寅卯
1213	m	au	22	貌	mau22	礼貌
1214	l	au	22	鬧	lau22	热闹
1215	tʃ	au	33	罩	tʃau33	灯罩
1216	tʃ	a	52	抓	tʃa52	抓牌
1217	tʃ	ɛu	35	爪	tʃɛu35	脚爪
1218	tʃ	au	35	找	tʃau35	找东西
1219	l	iə̯k	022	笊	liə̯k2	笊籬（捞馄饨用）
1220	tʃʰ	ɛu	52	抄	tʃʰɛu52	抄书
1221	tʃʰ	au	52	鈔	tʃʰau52	钞票
1222	tʃʰ	ɛu	35	炒	tʃʰɛu35	炒股
1223	tʃʰ	ɛu	35	吵	tʃʰɛu35	吵架
1224	tʃʰ	ɐu	21	巢	tʃʰɐu21	雀巢
1225	tʃʰ	iu	33	梢	tʃʰiu33	树梢
1226	ʃ	au	35	稍	ʃau35	稍等
1227	ʃ	ɛu	33	潲	ʃɛu33	猪食
1228	ʃ	au	33	哨	ʃau33	口哨
1229	k	ɛu	52	交	kɛu52	交通
1230	k	ɛu	52	郊	kɛu52	郊区
1231	k	ɛu	52	膠	kɛu52	胶水
1232	k	ɛu	33	教	kɛu33	教书
1235	k	ɛu	35	狡	kɛu35	狡猾
1236	k	ɛu	33	鉸	kɛu33	铰剪
1237	k	ɛu	35	攪	kɛu35	搅拌
1238	k	ɛu	35	搞	kɛu35	搞好
1239	k	ɛu	33	教	kɛu33	教育
1240	h	ou	22	校	hou22	上校
1241	k	au	33	較	kau33	比较
1242	h	au	52	酵	hau52	发酵
1243	k	ɛu	33	窖	kɛu33	地窖
1244	k	œk	022	覺	kœk2	睡觉
1245	kʰ	ɛu	52	敲	kʰɛu52	敲门
1246	kʰ	iu	35	巧	kʰiu35	碰巧
1247	ŋ	ɛu	13	咬	ŋɛu13	咬人
1248	h	au	52	哮	hau52	哮喘
1249	h	au	33	孝	hau33	孝顺
1250	ŋ	au	21	肴	ŋau21	佳肴
1251	ŋ	au	21	淆	ŋau21	混淆
1252	h	ou	22	效	hou22	效果
1253	h	ou	22	校	hou22	校对
1254	h	ou	22	校	hou22	学校
1255		ɛu	33	坳	ɛu33	山坳
1256	p	iu	52	膘	piu52	肥膘
1257	p	iu	52	標	piu52	标志
1258	p	iu	35	表	piu35	表示
1259	p	iu	55	錶	piu55	手表
1260	pʰ	iu	52	飄	pʰiu52	飘扬
1261	pʰ	ɛu	33	漂	pʰɛu33	漂白
1262	pʰ	iu	33	票	pʰiu33	车票
1263	pʰ	iu	52	漂	pʰiu52	漂亮
1264	pʰ	ɛu	21	嫖	pʰɛu21	嫖妓
1265	pʰ	au	52	鰾	pʰau52	鱼鳔（鱼泡）
1266	m	iu	21	苗	miu21	火苗
1267	m	iu	21	描	miu21	描写
1268	m	ɛu	55	貓	mɛu55	猫咪
1269	m	iu	13	藐	miu13	藐视
1270	m	iu	13	渺	miu13	渺小
1271	m	iu	13	秒	miu13	一分一秒
1272	m	iu	22	廟	miu22	庙会
1273	m	iu	13	妙	miu13	妙计
1274	l	iu	21	燎	liu21	火烧火燎
1275	l	ɛu	21	燎	lɛu21	燎原
1276	l	iu	21	療	liu21	治疗
1277	tʃ	ɛu	55	焦	tʃɛu55	焦作
1278	tʃ	iu	55	蕉	tʃiu55	香蕉
1279	tʃ	iu	55	椒	tʃiu55	辣椒
1280	tʃ	iu	35	剿	tʃiu35	围剿
1281	tʃʰ	ɛu	55	醮	tʃʰɛu55	打醮
1282	tʃʰ	ɐu	55	鍬	tʃʰɐu55	铁锹
1283	tʃʰ	iu	52	悄	tʃʰiu52	静悄悄
1284	tʃʰ	iu	33	俏	tʃʰiu33	娇俏
1285	tʃʰ	iu	21	樵	tʃʰiu21	打樵，樵夫
1286	tʃʰ	iu	52	瞧	tʃʰiu52	瞧一瞧
1287	ʃ	iu	52	消	ʃiu52	消化
1288	ʃ	iu	52	宵	ʃiu52	良宵
1289	ʃ	iu	52	霄	ʃiu52	云霄
1290	ʃ	iu	52	硝	ʃiu52	硝酸
1291	ʃ	iu	52	銷	ʃiu52	供销社
1292	ʃ	iu	35	小	ʃiu35	大小
1293	ʃ	iu	33	笑	ʃiu33	笑话
1294	tʃʰ	iu	33	肖	tʃʰiu33	生肖
1295	tʃ	iu	52	朝	tʃiu52	今朝
1296	tʃʰ	iu	52	超	tʃʰiu52	超过
1297	tʃʰ	iu	21	朝	tʃʰiu21	朝代
1298	tʃʰ	iu	21	潮	tʃʰiu21	潮水
1299	tʃ	iu	22	趙	tʃiu22	赵国；姓
1300	tʃ	iu	22	兆	tʃiu22	人名用字；预兆
1301	tʃ	iu	22	召	tʃiu22	号召
1302	tʃ	iu	52	昭	tʃiu52	王昭君
1303	tʃ	iu	52	招	tʃiu52	招手
1304	tʃ	iu	13	沼	tʃiu13	沼气
1305	tʃ	iu	33	照	tʃiu33	照明
1306	ʃ	iu	52	燒	ʃiu52	发烧
1307	ʃ	iu	35	少	ʃiu35	多少
1308	ʃ	iu	33	少	ʃiu33	少年，少爷
1309	ʃ	iu	21	韶	ʃiu21	韶关
1310	ʃ	iu	22	紹	ʃiu22	介绍
1311	ʃ	iu	22	邵	ʃiu22	姓
1312		iu	21	饒	iu21	求饶
1313		iu	35	擾	iu35	打扰
1314		iu	35	繞	iu35	绕线团
1315		iu	35	繞	iu35	围绕
1316	k	iu	52	驕	kiu52	骄傲
1317	k	iu	52	嬌	kiu52	撒娇
1318	kʰ	iu	21	矯	kʰiu21	矫正
1319	kʰ	iu	21	喬	kʰiu21	姓
1320	kʰ	iu	21	僑	kʰiu21	华侨
1321	kʰ	iu	21	橋	kʰiu21	桥梁
1322	kʰ	iu	21	蕎	kʰiu21	荞麦
1323	kʰ	iu	35	轎	kʰiu35	抬轿
1324	h	iu	52	囂	hiu52	嚣张
1325		iu	52	妖	iu52	妖怪
1326		iu	52	邀	iu52	邀请
1327		iu	52	腰	iu52	腰疼
1328		iu	52	要	iu52	要求
1329		iu	33	要	iu33	重要
1330		iu	21	摇	iu21	摇篮
1331		iu	21	謡	iu21	民谣
1332		iu	21	窑	iu21	官窑
1333		iu	21	姚	iu21	姓
1334		iu	13	舀	iu13	舀水
1335		iu	22	耀	iu22	照耀
1336		iu	35	鷂	iu35	纸鹞
1337	t	iu	52	刁	tiu52	嘴刁
1338	t	iu	52	貂	tiu52	貂皮
1339	t	iu	52	雕	tiu52	雕塑；座山雕
1340	l	iu	13	鳥	liu13	小鸟
1341	t	ɛu	33	釣	tɛu33	钓鱼
1342	t	ɛu	33	吊	tɛu33	上吊
1343	tʰ	ɛu	52	挑	tʰɛu52	挑选
1344	tʰ	ɛu	33	跳	tʰɛu33	跳高，跳起来
1345	tʰ	ɛu	33	糶	tʰɛu33	粜米（卖米）
1346	tʰ	ɛu	21	條	tʰɛu21	条件
1347	tʰ	ɛu	21	調	tʰɛu21	调和
1348	t	ɛu	22	掉	tɛu22	走掉
1349	t	ɛu	22	調	tɛu22	调动
1350	t	ɛu	22	調	tɛu22	音调，高调
1351	l	ɛu	22	尿	lɛu22	撒尿
1352	l	ɛu	21	聊	lɛu21	聊天
1353	l	iu	21	遼	liu21	辽宁
1354	l	ɛu	35	撩	lɛu35	撩起来
1355	l	ɛu	21	寮	lɛu21	竹寮，茶寮
1356	l	iu	13	了	liu13	了结
1357	l	ɛu	21	瞭	lɛu21	瞭望
1358	l	ɛu	22	料	lɛu22	肥料
1359	ʃ	iu	52	蕭	ʃiu52	姓
1360	ʃ	iu	55	簫	ʃiu55	吹箫
1362	k	iu	35	繳	kiu35	上缴
1363	h	iu	52	僥	hiu52	侥幸
1364	k	iu	33	叫	kiu33	大叫
1365	kʰ	iu	35	竅	kʰiu35	窍门
1366		iu	21	堯	iu21	尧舜禹
1367	h	iu	35	曉	hiu35	晓得
1368	m	iu	13	杳	miu13	杳无音讯
1369	f	au	35	剖	fau35	解剖
1370	m	au	13	某	mau13	某人
1371	m	au	13	畝	mau13	一亩田
1372	m	au	13	牡	mau13	牡丹
1373	m	u	13	母	mu13	母亲
1374	m	u	13	拇	mu13	拇指
1375	m	au	22	戊	mau22	戊戌变法
1376	m	ɐu	22	茂	mɐu22	茂盛
1377	m	ɐu	22	貿	mɐu22	外贸
1378	t	ɐu	52	兜	tɐu52	兜风
1379	t	ɐu	35	斗	tɐu35	十升为斗
1380	t	ɐu	35	抖	tɐu35	发抖
1381	t	ɐu	35	陡	tɐu35	陡峭
1382	t	ɐu	33	鬥	tɐu33	斗争
1383	tʰ	ɐu	52	偷	tʰɐu52	偷东西
1384	tʰ	ɐu	35	敨	tʰɐu35	敨开，敨气
1385	tʰ	ɐu	33	透	tʰɐu33	透明
1386	tʰ	ɐu	21	頭	tʰɐu21	头发
1387	tʰ	ɐu	21	投	tʰɐu21	投降
1388	t	ɐu	22	豆	tɐu22	豆芽
1389	t	ɐu	22	逗	tɐu22	逗号
1390	t	ɐu	35	痘	tɐu35	水痘
1391	l	ɐu	21	樓	lɐu21	上楼
1392	l	ɔ	55	簍	lɔ55	竹篓
1393	l	ɐu	35	摟	lɐu35	搂抱
1394	l	ɐu	22	漏	lɐu22	漏雨
1395	l	ɐu	22	陋	lɐu22	简陋
1396	tʃ	ɐu	55	走	tʃɐu55	行走
1397	tʃ	au	33	奏	tʃau33	节奏
1398	tʃʰ	ɐu	33	凑	tʃʰɐu33	凑数
1399	ʃ	ɐu	33	叟	ʃɐu33	童叟无欺
1400	ʃ	ɐu	33	嗽	ʃɐu33	咳嗽
1401	ŋ	ɐu	55	勾	ŋɐu55	勾当
1402	ŋ	ɐu	55	鉤	ŋɐu55	鱼钩
1403	k	ɐu	52	溝	kɐu52	沟通
1404	k	ɐu	35	狗	kɐu35	小狗
1405	k	ɐu	35	苟	kɐu35	苟且偷生
1406	k	ɐu	33	够	kɐu33	足够
1407	k	ɐu	33	構	kɐu33	结构
1408	k	ɐu	33	購	kɐu33	购买
1409	ŋ	ɐu	52	勾	ŋɐu52	勾引
1410	ŋ	ɐu	52	摳	ŋɐu52	抠出来
1411	h	ɐu	35	口	hɐu35	门口
1412	kʰ	ɐu	33	叩	kʰɐu33	叩头
1413	kʰ	ɐu	33	扣	kʰɐu33	扣钱
1414	kʰ	ɐu	33	寇	kʰɐu33	倭寇
1415	ŋ	ɐu	13	藕	ŋɐu13	莲藕
1416	ŋ	ɐu	13	偶	ŋɐu13	偶然
1417	ŋ	ɐu	13	偶	ŋɐu13	配偶
1418	h	ɐu	21	侯	hɐu21	诸侯
1419	h	ɐu	21	喉	hɐu21	喉咙
1420	h	ɐu	21	猴	hɐu21	猴子
1421	h	ɐu	22	後	hɐu22	后来
1422	h	ɐu	13	厚	hɐu13	忠厚
1423	h	ɐu	22	后	hɐu22	皇后
1424	h	ɐu	22	候	hɐu22	等候
1425		au	52	歐	au52	欧洲
1427		ɐu	35	嘔	ɐu35	呕吐
1428		au	52	毆	au52	殴打
1429		ɐu	33	漚	ɐu33	久浸水中（沤肥）
1430		ɐu	33	慪	ɐu33	怄气
1431	f	au	35	否	fau35	否定
1432	f	u	22	富	fu22	富贵
1433	f	u	22	副	fu22	正副（副省长）
1434	f	ɐu	21	浮	fɐu21	浮动；轻浮
1435	f	u	13	婦	fu13	妇女
1436	f	u	22	負	fu22	负担
1437	f	ok	055	復	fok5	复兴
1438	m	au	21	謀	mau21	阴谋
1439	m	au	21	矛	mau21	矛盾
1440	l	ɐu	13	紐	lɐu13	纽扣
1441	l	ɐu	35	扭	lɐu35	扭动
1442	l	ɐu	21	流	lɐu21	流动
1443	l	ɐu	21	劉	lɐu21	姓
1444	l	ɐu	21	留	lɐu21	留下
1445	l	ɐu	21	榴	lɐu21	石榴
1446	l	ɐu	21	硫	lɐu21	硫磺
1447	l	ɐu	21	琉	lɐu21	琉璃
1448	l	ɐu	13	柳	lɐu13	柳树
1449	l	iu	52	溜	liu52	溜走
1450	l	ɐu	21	餾	lɐu21	蒸馏水
1451	l	ɛu	22	廖	lɛu22	姓
1453	tʃ	ɐu	35	酒	tʃɐu35	酒精
1454	tʃʰ	ɐu	52	秋	tʃʰɐu52	秋千
1455	tʃʰ	ɐu	52	秋	tʃʰɐu52	秋天
1456	tʃʰ	ɐu	55	鰍	tʃʰɐu55	泥鳅
1457	tʃ	ɐu	22	就	tʃɐu22	成就
1458	ʃ	ɐu	52	修	ʃɐu52	修理
1459	tʃʰ	ɐu	35	羞	tʃʰɐu35	害羞
1460	ʃ	ɐu	33	秀	ʃɐu33	清秀
1461	ʃ	ɐu	33	繡	ʃɐu33	绣花
1462	ʃ	ok	055	宿	ʃok5	宿舍
1463	ʃ	ɐu	33	銹	ʃɐu33	生锈
1464	tʃʰ	ɐu	21	囚	tʃʰɐu21	囚犯
1465	tʃ	ɐu	13	袖	tʃɐu13	领袖
1466	tʃ	ɐu	13	肘	tʃɐu13	手肘，肘子
1467	tʃ	ɐu	33	晝	tʃɐu33	日昼
1468	tʃʰ	ɐu	52	抽	tʃʰɐu52	抽出
1469	tʃʰ	ɐu	35	丑	tʃʰɐu35	子丑寅卯
1470	tʃʰ	ɐu	21	綢	tʃʰɐu21	丝绸
1471	tʃʰ	ɐu	21	稠	tʃʰɐu21	稠密
1472	tʃʰ	ɐu	21	籌	tʃʰɐu21	筹备
1473	tʃ	au	22	宙	tʃau22	宇宙
1474	tʃ	au	52	鄒	tʃau52	姓
1475	tʃ	au	33	皺	tʃau33	皱纹
1476	ʃ	ɐu	21	愁	ʃɐu21	发愁
1477	tʃ	au	22	驟	tʃau22	步骤；暴风骤雨
1477	tʃ	oi	22	驟	tʃoi22	步骤；暴风骤雨
1478	ʃ	ɐu	33	搜	ʃɐu33	搜查，搜身
1479	ʃ	au	52	餿	ʃau52	饭馊了
1480	ʃ	au	33	蒐	ʃau33	搜集
1481	ʃ	ɐu	33	瘦	ʃɐu33	瘦小
1482	tʃ	ɐu	52	周	tʃɐu52	姓；周围
1483	tʃ	ɐu	52	舟	tʃɐu52	舟山
1484	tʃ	ɐu	52	州	tʃɐu52	杭州
1485	tʃ	ɐu	52	洲	tʃɐu52	亚洲
1487	tʃ	au	33	咒	tʃau33	咒人
1488	tʃʰ	ɐu	35	醜	tʃʰɐu35	丑陋
1489	tʃʰ	ɐu	33	臭	tʃʰɐu33	香臭
1490	ʃ	ɐu	52	收	ʃɐu52	秋收，收集
1491	ʃ	ɐu	35	手	ʃɐu35	手段
1492	ʃ	ɐu	35	首	ʃɐu35	首都
1493	ʃ	ɐu	35	守	ʃɐu35	保守
1494	tʃʰ	ɐu	33	獸	tʃʰɐu33	野兽
1495	ʃ	ɐu	21	仇	ʃɐu21	报仇
1496	tʃʰ	ɐu	21	酬	tʃʰɐu21	报酬
1497	ʃ	ɐu	22	受	ʃɐu22	接受
1498	ʃ	ɐu	22	壽	ʃɐu22	寿星
1499	ʃ	ɐu	22	授	ʃɐu22	教授
1500	tʃʰ	ɐu	21	售	tʃʰɐu21	出售
1501		iɐu	21	柔	iɐu21	温柔
1502		iɐu	21	揉	iɐu21	揉眼睛，揉面团
1503	k	ɐu	52	鳩	kɐu52	斑鸠
1505	t	ɐu	35	糾	tɐu35	纠缠
1506	k	ɐu	35	九	kɐu35	第九
1507	k	ɐu	35	久	kɐu35	长久
1508	k	ɐu	35	韭	kɐu35	韭菜
1509	k	ɐu	33	灸	kɐu33	针灸
1510	k	ɐu	33	救	kɐu33	救命
1511	k	ɐu	33	究	kɐu33	研究
1512		iɐu	52	丘	iɐu52	姓；山丘
1513	k	ɐu	21	求	kɐu21	要求
1514	k	ɐu	21	球	kɐu21	地球
1515	ʃ	ɐu	21	仇	ʃɐu21	姓
1516	k	ɛu	33	臼	kɛu33	脱臼
1517	kʰ	ɐu	13	舅	kʰɐu13	舅舅，舅父
1518	k	ɐu	22	舊	kɐu22	新旧
1519	kʰ	ɐu	33	柩	kʰɐu33	灵柩
1520	ŋ	ɐu	21	牛	ŋɐu21	吹牛
1521		iɐu	52	休	iɐu52	休息
1522	l	ɐu	13	朽	lɐu13	腐朽
1523	tʃʰ	ɐu	33	嗅	tʃʰɐu33	嗅觉
1524		iɐu	52	憂	iɐu52	担忧
1525		iɐu	52	優	iɐu52	优秀
1526		iɐu	21	尤	iɐu21	尤其
1527		iɐu	21	郵	iɐu21	邮票
1528		iɐu	13	有	iɐu13	有无
1529		iɐu	13	友	iɐu13	朋友
1530		iɐu	22	又	iɐu22	又一次
1531		iɐu	22	右	iɐu22	左右
1532		iɐu	22	佑	iɐu22	保佑
1533		iɐu	21	由	iɐu21	理由
1534		iɐu	21	油	iɐu21	花生油
1535		iɐu	21	游	iɐu21	旅游
1536		iɐu	21	猶	iɐu21	犹豫
1537		iɐu	52	悠	iɐu52	悠闲
1538		iɐu	13	酉	iɐu13	地支第十
1539		iɐu	33	誘	iɐu33	引诱
1540		iɐu	35	柚	iɐu35	柚子
1541		iɐu	13	釉	iɐu13	釉彩
1542	p	iu	52	彪	piu52	林彪
1543	m	au	13	謬	mau13	谬论
1544	t	iu	52	丢	tiu52	丢失
1545	t	ɐu	35	糾	tɐu35	纠正
1546		iɐu	52	幽	iɐu52	幽默
1547		iɐu	33	幼	iɐu33	幼稚
1548	t	am	52	耽	tam52	耽误
1549	t	ap	022	答	tap2	回答
1550	t	ap	022	搭	tap2	搭车，衣服搭在肩上
1551	tʰ	am	52	貪	tʰam52	贪心
1552	tʰ	am	33	探	tʰam33	探路
1553	t	ap	022	踏	tap2	脚踏
1554	tʰ	am	21	潭	tʰam21	湘潭
1555	tʰ	am	21	譚	tʰam21	姓
1556	t	ap	022	沓	tap2	一沓纸
1557	l	am	21	南	lam21	南方
1558	l	am	21	男	lam21	男人
1559	l	ap	033	納	lap3	出纳
1560	l	ai	52	拉	lai52	拖拉
1561	tʃ	am	55	簪	tʃam55	发簪
1562	tʃʰ	am	52	參	tʃʰam52	参加
1563	tʃʰ	am	35	慘	tʃʰam35	悲惨
1564	tʃʰ	am	21	蠶	tʃʰam21	蚕丝
1565	tʃ	ap	022	雜	tʃap2	复杂
1566	k	am	35	感	kam35	感谢
1567	h	ap	022	合	hap2	合作
1568	k	ɐp	055	蛤	kɐp5	蛤蜊，花蛤
1569	k	ɐp	055	鴿	kɐp5	鸽子
1570	h	ɐm	52	堪	hɐm52	难堪
1572	h	ɐm	52	坎	hɐm52	坎坷；坎头
1573	kʰ	am	35	砍	kʰam35	砍柴
1574	kʰ	am	33	勘	kʰam33	勘探
1575	h	ot	022	喝	hot2	喝彩
1576	h	ɐm	21	含	hɐm21	包含
1577	h	am	21	函	ham21	信函
1578	h	ɐm	22	撼	hɐm22	震撼
1579	h	ɐm	22	憾	hɐm22	遗憾
1580	h	ap	022	合	hap2	十合一升
1581	h	ɐp	022	盒	hɐp2	盒子
1582		ɐm	55	庵	ɐm55	尼姑庵
1583		ɐm	52	揞	ɐm52	揞住
1584		ɐm	33	暗	ɐm33	黑暗
1585	t	am	52	擔	tam52	担任（动）
1586	t	am	35	膽	tam35	胆小
1587	t	am	33	擔	tam33	挑担（名）
1588	tʰ	an	52	坍	tʰan52	坍塌
1589	tʰ	an	35	毯	tʰan35	毛毯
1590	tʰ	ap	033	塔	tʰap3	一座塔
1591	tʰ	at	033	遢	tʰat3	邋遢
1592	tʰ	ap	033	塌	tʰap3	倒塌
1593	tʰ	am	21	談	tʰam21	谈话
1594	tʰ	am	21	痰	tʰam21	吐痰
1595	tʰ	am	13	淡	tʰam13	咸淡；浓淡
1596	l	am	21	藍	lam21	蓝色
1597	l	am	35	籃	lam35	篮子
1598	l	am	35	覽	lam35	阅览
1599	l	am	35	攬	lam35	包揽
1600	l	am	35	欖	lam35	橄榄
1601	l	an	22	濫	lan22	泛滥
1602	l	an	22	纜	lan22	缆绳，缆车
1603	l	ap	022	臘	lap2	腊肉
1604	l	ap	022	蠟	lap2	蜡烛
1605	tʃʰ	an	21	慚	tʃʰan21	惭愧
1606	tʃ	am	22	暫	tʃam22	暂时
1607	ʃ	am	52	三	ʃam52	第三
1608	k	am	52	甘	kam52	甘蔗
1609	k	am	52	柑	kam52	芦柑
1610	k	am	35	敢	kam35	勇敢
1611	k	am	52	橄	kam52	橄榄
1612	h	am	33	喊	ham33	叫喊
1613	tʃ	am	22	站	tʃam22	站立
1614	tʃ	at	033	劄	tʃat3	针扎
1615	tʃ	an	22	賺	tʃan22	赚钱
1616	tʃ	am	22	站	tʃam22	车站
1617	tʃ	en	35	斬	tʃen35	刀斩
1618	tʃ	in	33	蘸	tʃin33	蘸酱油
1619	ʃ	ap	033	眨	ʃap3	眨眼
1620	tʃʰ	ap	033	插	tʃʰap3	插秧
1621	tʃʰ	an	21	讒	tʃʰan21	谗言
1622	tʃ	ap	033	閘	tʃap3	闸门
1623	tʃ	et	033	煠	tʃet3	把食物放入沸水或沸油里弄熟
1624	tʃʰ	am	33	杉	tʃʰam33	杉树
1625	k	am	52	尷	kam52	尴尬
1626	k	am	35	减	kam35	加减
1627	k	en	35	鹼	ken35	发酵用
1628	k	et	022	夾	ket2	夹子；夹东西
1630	h	ɐp	055	恰	hɐp5	恰当
1631	l	en	35	掐	len35	掐虱子，掐脖子，用手指掐
1632	h	am	21	咸	ham21	咸丰
1633	h	am	21	鹹	ham21	咸淡
1634	h	ɐm	22	陷	hɐm22	陷井
1635	h	am	22	餡	ham22	饺子馅
1636	h	ap	022	狹	hap2	狭窄
1637	h	ap	022	峽	hap2	三峡
1638	h	ɐp	055	洽	hɐp5	洽谈
1639	ʃ	am	33	衫	ʃam33	衬衫
1640	k	am	52	監	kam52	监视，监牢
1641	k	am	33	鑒	kam33	鉴定
1642	k	am	33	監	kam33	国子监；太监
1643	k	ap	033	甲	kap3	天干第一
1644	k	ap	033	胛	kap3	肩胛
1645	ŋ	am	33	嵌	ŋam33	镶嵌
1646	ŋ	am	21	巖	ŋam21	岩石，石灰岩
1647	h	am	21	銜	ham21	军衔
1648	l	am	13	艦	lam13	军舰
1649	h	ɐp	033	匣	hɐp3	匣子
1650		ap	033	鴨	ap3	鸭子
1651		ap	033	押	ap3	押送
1652		at	033	壓	at3	压力
1653	p	en	35	貶	pen35	贬值
1654	n	in	52	黏	nin52	黏米，黏合剂
1655	n	it	033	聶	nit3	姓
1657	l	in	21	廉	lin21	廉洁
1658	l	in	21	鐮	lin21	镰刀
1659	l	in	21	簾	lin21	窗帘
1660	k	in	35	斂	kin35	收敛
1661	k	in	35	殮	kin35	殡殓
1662	l	it	033	獵	lit3	打猎
1663	tʃ	in	52	尖	tʃin52	尖刀
1664	tʃʰ	in	52	殲	tʃʰin52	歼灭
1665	tʃ	it	033	接	tʃit3	接待
1666	tʃʰ	in	55	籤	tʃʰin55	牙签
1667	tʃʰ	in	52	簽	tʃʰin52	签名
1668	tʃʰ	it	033	妾	tʃʰit3	妻妾
1669	tʃʰ	in	21	潛	tʃʰin21	潜水
1670	tʃ	in	22	漸	tʃin22	逐渐
1671	tʃ	it	033	捷	tʃit3	捷报
1673	n	in	52	粘	nin52	粘贴
1674	tʃ	in	33	占	tʃin33	占卜
1675	tʃ	in	33	佔	tʃin33	占有，占地方
1676	tʃ	it	033	摺	tʃit3	折被子，折纸
1677	ʃ	in	35	陝	ʃin35	陕西
1678	ʃ	in	35	閃	ʃin35	闪电
1679	ʃ	it	033	攝	ʃit3	摄影
1680	ʃ	in	21	蟾	ʃin21	蟾蜍，蟾酥
1681	ʃ	it	033	涉	ʃit3	干涉
1682		in	13	染	in13	污染
1683	k	in	35	檢	kin35	检查
1684	m	in	22	臉	min22	脸色
1685	k	in	21	鉗	kin21	钳子
1686	k	in	35	儉	kin35	节俭
1687	l	in	22	驗	lin22	试验
1688	h	in	35	險	hin35	危险
1689		in	35	淹	in35	淹没
1690		in	52	閹	in52	阉割
1691		in	35	掩	in35	掩护
1692		in	33	厭	in33	讨厌
1693		in	21	炎	in21	炎热
1694		in	21	鹽	in21	食盐(名）
1695		yn	21	閻	yn21	阎王
1696		in	21	檐	in21	屋檐
1697		in	22	艷	in22	鲜艳
1698		in	22	焰	in22	火焰
1699		in	52	鹽	in52	腌制（动）
1700		it	033	葉	it3	树叶
1701		it	022	頁	it2	一页
1702	k	in	33	劍	kin33	宝剑
1703	k	it	033	劫	kit3	抢劫
1704	h	in	33	欠	hin33	欠债
1705	h	it	033	怯	hit3	胆怯
1706		in	21	嚴	in21	严格
1707		it	022	業	it2	事业
1708	h	it	033	脅	hit3	威胁
1709		in	52	腌	in52	腌制
1710	t	in	33	掂	tin33	掂分量
1711	t	en	35	點	ten35	点头
1712	t	in	33	店	tin33	商店
1713	t	en	33	踮	ten33	踮脚尖
1714	t	it	033	跌	tit3	跌打损伤
1715	tʰ	en	52	添	tʰen52	添加
1716	p	an	33	舔	pan33	以舌取物
1717	tʰ	et	033	帖	tʰet3	请帖
1718	tʰ	et	033	貼	tʰet3	张贴
1719	tʰ	en	21	甜	tʰen21	甜蜜
1720	t	et	022	疊	tet2	折叠
1721	t	et	022	碟	tet2	碟子
1722	t	et	022	牒	tet2	通牒
1723	t	et	022	蝶	tet2	蝴蝶
1724	t	et	022	諜	tet2	间谍
1725	n	en	52	拈	nen52	拈花惹草
1726	n	en	22	念	nen22	想念
1727	k	in	52	兼	kin52	兼职
1728	k	et	033	挾	ket3	挟菜
1729	h	in	52	謙	hin52	谦虚
1730	h	it	033	歉	hit3	道歉
1731	h	en	21	嫌	hen21	嫌弃
1732	h	it	033	協	hit3	协作
1733	h	ap	022	俠	hap2	侠义，大侠
1734	f	at	033	法	fat3	办法
1735	f	an	22	泛	fan22	广泛
1736	f	an	21	凡	fan21	凡是
1737	f	an	21	帆	fan21	船帆
1738	f	an	22	范	fan22	姓
1739	f	an	22	範	fan22	规范
1740	f	an	22	犯	fan22	犯法
1741	f	ɐt	022	乏	fɐt2	缺乏
1742	p	ɐn	35	禀	pɐn35	禀报
1743	pʰ	ɐn	35	品	pʰɐn35	品德
1744		iɐm	22	賃	iɐm22	租赁
1745	l	ɐm	21	林	lɐm21	树林
1746	l	ɐm	21	淋	lɐm21	淋雨
1747	l	ɐm	21	臨	lɐm21	临时
1748	l	ap	022	立	lap2	立正
1749	l	ɐp	055	笠	lɐp5	斗笠
1750	l	ɐp	055	粒	lɐp5	颗粒
1751	tʃ	ɐm	33	浸	tʃɐm33	浸水
1752	tʃʰ	ɐm	52	侵	tʃʰɐm52	侵略
1753	tʃ	ɐm	35	寢	tʃɐm35	寝室
1754	tʃ	ap	022	集	tʃap2	集体
1755	tʃʰ	ɐp	055	輯	tʃʰɐp5	编辑
1756	ʃ	ɐm	52	心	ʃɐm52	心思
1757	tʃʰ	ɐm	21	尋	tʃʰɐm21	寻找
