id	ini	fn	pt	单字	IPA	注释
329	l	ɔy	231	女	lɔy231	女儿
330	l	ɐu	231	廬	lɐu231	庐山
331	l	ɐu	231	驢	lɐu231	毛驴
332	l	ɔy	231	吕	lɔy231	姓
333	l	ɔy	231	旅	lɔy231	旅游
334	l	ɔy	22	慮	lɔy22	考虑
335	l	ɔy	22	濾	lɔy22	过滤
338	tʃ	ɔy	231	徐	tʃɔy231	姓
339	tʃ	ɔy	22	序	tʃɔy22	秩序
340	tʃ	ɔy	22	叙	tʃɔy22	叙述
341	ʃ	ɔy	231	緒	ʃɔy231	情绪；光绪
342	tʃ	y	52	豬	tʃy52	猪肉
343	tʃ	y	33	著	tʃy33	著名
344	tʃ	y	231	除	tʃy231	除法
345	tʃ	y	33	儲	tʃy33	储蓄
346	tʃ	y	33	苧	tʃy33	苎麻
348	tʃ	ɔ	35	阻	tʃɔ35	阻力
349	tʃʰ	ɔ	52	初	tʃʰɔ52	初中
350	tʃʰ	ɔ	35	楚	tʃʰɔ35	清楚
351	tʃʰ	ɔ	35	礎	tʃʰɔ35	基础
352	tʃ	ɔ	22	鋤	tʃɔ22	锄头
353	tʃ	ɔ	22	助	tʃɔ22	帮助
354	ʃ	ɔ	52	梳	ʃɔ52	梳头
355	ʃ	ɔ	52	疏	ʃɔ52	疏远
356	ʃ	ɔ	52	蔬	ʃɔ52	蔬菜
357	ʃ	ɔ	35	所	ʃɔ35	所以
358	ʃ	ɔ	52	疏	ʃɔ52	注疏
359	tʃ	y	52	諸	tʃy52	诸葛亮
360	tʃ	y	35	煮	tʃy35	煮饭
361	tʃʰ	y	33	處	tʃʰy33	处理
362	tʃʰ	y	33	處	tʃʰy33	处所
363	ʃ	y	52	書	ʃy52	书本
364	ʃ	y	52	舒	ʃy52	舒服
365	ʃ	y	35	暑	ʃy35	暑假
366	ʃ	y	35	鼠	ʃy35	老鼠
367	ʃ	y	33	庶	ʃy33	庶民
368	ʃ	y	33	恕	ʃy33	饶恕
369	ʃ	oi	22	墅	ʃoi22	别墅
370	tʃ	y	33	署	tʃy33	署名；专署
371	ʃ	y	231	薯	ʃy231	番薯
372		y	231	如	y231	如果
373	k	ɔy	52	居	kɔy52	居民
374	k	ɔy	52	車	kɔy52	车马炮
375	k	ɔy	35	舉	kɔy35	举报
376	k	ɔy	33	據	kɔy33	收据
377	k	ɔy	33	鋸	kɔy33	电锯
378	h	ɔy	52	墟	hɔy52	废墟
379	h	ɔy	33	去	hɔy33	来去
380	kʰ	ɔy	231	渠	kʰɔy231	水渠
381	k	ɔy	231	佢	kɔy231	他；她；它
382	k	ɔ	22	巨	kɔ22	巨大
383	k	ɔy	231	拒	kɔy231	拒绝
384	k	ɔy	231	距	kɔy231	距离
385		y	231	魚	y231	金鱼
386		y	231	漁	y231	渔业；渔场
387		y	231	語	y231	语文
388		y	231	御	y231	御用
389		y	231	禦	y231	驾御，防御
390	h	ɔy	52	虚	hɔy52	虚心
391	h	ɔy	52	嘘	hɔy52	吹嘘
392	h	ɔy	35	許	hɔy35	许多
393		y	52	於	y52	在于
394		y	231	淤	y231	淤泥
395		y	231	余	y231	姓
396		y	231	餘	y231	多余
397		y	231	與	y231	给与；参与
398		y	22	譽	y22	荣誉
399		y	22	預	y22	预备
400		y	231	豫	y231	犹豫
401	f	u	52	夫	fu52	夫妻
402	f	u	52	膚	fu52	皮肤
403	f	u	35	府	fu35	广府
404	f	u	35	腑	fu35	五脏六腑
405	f	u	35	俯	fu35	俯视
406	pʰ	u	35	甫	pʰu35	杜甫
407	pʰ	u	35	脯	pʰu35	杏脯
408	pʰ	u	33	斧	pʰu33	斧头
409	f	u	22	付	fu22	应付
410	f	u	33	賦	fu33	天赋
411	f	u	22	傅	fu22	姓
412	f	u	22	咐	fu22	吩咐
413	f	u	52	敷	fu52	敷药
414	f	u	52	俘	fu52	俘虏
415	p	u	22	孵	pu22	孵小鸡
416	f	u	52	麩	fu52	麦麸
417	f	u	35	撫	fu35	抚养
418	f	u	22	赴	fu22	奔赴；赴汤蹈火
419	f	u	22	符	fu22	符合
420	f	u	231	扶	fu231	扶手
421	f	u	22	芙	fu22	芙蓉
422	f	u	22	父	fu22	父亲
423	f	u	22	腐	fu22	豆腐
424	f	u	22	輔	fu22	辅助
425	f	u	22	附	fu22	附近
426	m	o	231	無	mo231	没有；无中生有
427	m	o	22	巫	mo22	巫婆
428	m	o	22	誣	mo22	诬告
429	m	o	231	武	mo231	武力
430	m	u	35	舞	mu35	跳舞
431	m	u	35	侮	mu35	侮辱
432	m	o	231	鵡	mo231	鹦鹉
433	m	o	22	務	mo22	任务
434	m	o	22	霧	mo22	大雾
435	l	ɔy	231	屢	lɔy231	屡教不改
436	tʃʰ	oi	52	趨	tʃʰoi52	趋势
437	tʃʰ	ɔy	35	取	tʃʰɔy35	取得
438	tʃʰ	ɐu	35	娶	tʃʰɐu35	嫁娶
439	tʃʰ	ɔy	33	趣	tʃʰɔy33	兴趣
440	tʃ	ɔy	22	聚	tʃɔy22	聚会
441	ʃ	ɔy	52	須	ʃɔy52	必须
442	ʃ	ɐu	52	鬚	ʃɐu52	胡须
443	ʃ	ɔy	52	需	ʃɔy52	需要
444	tʃ	ok	022	續	tʃok2	继续
445	tʃ	y	52	誅	tʃy52	天诛地灭
446	tʃ	y	52	蛛	tʃy52	蜘蛛
447	tʃ	y	52	株	tʃy52	守株待兔
448	tʃ	y	33	駐	tʃy33	驻扎
449	tʃ	y	33	註	tʃy33	注释
450	tʃ	y	22	厨	tʃy22	厨房
451	tʃ	y	35	柱	tʃy35	柱子
452	tʃ	y	22	住	tʃy22	住宿
454	ʃ	ɐu	35	數	ʃɐu35	数星星
455	ʃ	ɐu	33	數	ʃɐu33	数学
456	tʃ	y	52	朱	tʃy52	姓
457	tʃ	y	52	硃	tʃy52	朱砂
458	tʃ	y	52	珠	tʃy52	珍珠
459	tʃ	y	35	主	tʃy35	主人
460	tʃ	y	33	注	tʃy33	注意
461	tʃ	y	33	蛀	tʃy33	虫蛀
462	tʃ	y	33	鑄	tʃy33	铸铁
463	ʃ	y	52	樞	ʃy52	枢纽
464	ʃ	y	52	輸	ʃy52	输赢
465	ʃ	y	52	輸	ʃy52	运输
466	ʃ	y	231	殊	ʃy231	特殊
467	ʃ	y	22	豎	ʃy22	横竖
468	ʃ	y	22	樹	ʃy22	树木
469		y	22	儒	y22	儒家
470		y	231	乳	y231	乳房
471	kʰ	au	33	拘	kʰau33	拘留
472	k	ɔy	22	俱	kɔy22	俱乐部
473	k	ɔy	35	矩	kɔy35	规矩
474	k	ɔy	33	句	kɔy33	句子
475	kʰ	ɔy	52	區	kʰɔy52	地区
476	kʰ	ɔy	52	驅	kʰɔy52	驱动；先驱
477	k	ɔy	22	具	kɔy22	具体；家具
478	k	ɔy	22	懼	kɔy22	恐惧
479		y	22	愚	y22	愚蠢
480		y	22	娱	y22	娱乐
481		y	22	遇	y22	遇见
482		y	231	寓	y231	寓言
484		y	52	于	y52	姓
485		y	231	雨	y231	下雨
486		y	231	宇	y231	宇宙
487		y	231	禹	y231	大禹
488		y	231	羽	y231	羽毛
489		u	22	芋	u22	芋头
490		y	231	愉	y231	愉快
491		y	22	愈	y22	愈加；病愈
492		y	231	喻	y231	比喻
493		y	22	裕	y22	富裕
495	t	ai	33	戴	tai33	戴帽
496	tʰ	oi	52	胎	tʰoi52	双胞胎
497	tʰ	ai	33	態	tʰai33	态度
498	tʰ	ai	33	貸	tʰai33	贷款
499	tʰ	oi	231	臺	tʰoi231	台湾
500	t	oi	231	苔	toi231	青苔
501	t	oi	231	抬	toi231	担抬，两个人抬
502	t	oi	22	待	toi22	等待
503	t	oi	22	怠	toi22	怠慢
504	t	oi	22	代	toi22	代表
505	t	oi	22	袋	toi22	口袋
506	l	ai	231	乃	lai231	人名用字
507	l	oi	22	耐	loi22	耐心
508	l	oi	231	來	loi231	过来
509	tʃ	oi	52	災	tʃoi52	水灾
510	tʃ	oi	52	栽	tʃoi52	栽种
511	tʃ	oi	35	宰	tʃoi35	宰相
512	tʃ	oi	33	載	tʃoi33	满载
513	tʃ	oi	33	再	tʃoi33	再来
514	tʃ	oi	33	載	tʃoi33	年载
515	tʃʰ	ai	52	猜	tʃʰai52	猜谜
516		iai	35	踩	iai35	踩死
517	tʃʰ	ɔy	35	彩	tʃʰɔy35	彩色
518	tʃʰ	oi	35	採	tʃʰoi35	采摘；采集
519	tʃʰ	ɔy	35	睬	tʃʰɔy35	理睬
520	tʃʰ	oi	33	菜	tʃʰoi33	青菜
521	tʃ	oi	231	才	tʃoi231	天才；才气
522	tʃ	oi	231	材	tʃoi231	材料
523	tʃ	oi	231	財	tʃoi231	发财
524	tʃ	oi	231	裁	tʃoi231	裁缝
525	tʃ	oi	231	纔	tʃoi231	刚才
526	tʃ	oi	22	在	tʃoi22	现在
527	tʃ	oi	33	載	tʃoi33	载重
528	ʃ	oi	52	腮	ʃoi52	腮红
529	ʃ	oi	52	鰓	ʃoi52	鱼鳃
530	ʃ	oi	33	賽	ʃoi33	比赛
531	k	oi	52	該	koi52	应该
532	k	oi	35	改	koi35	修改
533	kʰ	oi	33	概	kʰoi33	大概
534	kʰ	oi	33	溉	kʰoi33	灌溉
535	h	oi	52	開	hoi52	开门
536	h	oi	35	凱	hoi35	凯旋
537	kʰ	ui	33	慨	kʰui33	感慨
538	kʰ	ɐt	055	咳	kʰɐt5	咳嗽
539	ŋ	oi	22	礙	ŋoi22	妨碍
540	h	oi	35	海	hoi35	大海
541	h	ai	231	孩	hai231	孩子
542	h	oi	22	亥	hoi22	辛亥革命
543		oi	52	哀	oi52	悲哀
544		oi	52	埃	oi52	尘埃
545		oi	33	愛	oi33	喜爱
546	p	ui	33	貝	pui33	宝贝
547	pʰ	ui	33	沛	pʰui33	充沛
548	t	ai	33	帶	tai33	鞋带
549	tʰ	ai	33	太	tʰai33	太阳
550	tʰ	ai	33	泰	tʰai33	泰山
551	t	ai	22	大	tai22	大小
552	l	oi	22	奈	loi22	无奈
553	l	ai	22	賴	lai22	无赖
554	l	ai	22	癩	lai22	癞头
555	tʃʰ	oi	33	蔡	tʃʰoi33	姓
556	k	ui	33	蓋	kui33	盖子
557	kʰ	ui	33	丐	kʰui33	乞丐
558	ŋ	ai	22	艾	ŋai22	艾草
559	h	oi	22	害	hoi22	害人
560		oi	35	藹	oi35	和蔼
561	p	ai	33	拜	pai33	礼拜；拜佛
562	pʰ	ai	231	排	pʰai231	排队
563	m	ai	231	埋	mai231	埋葬
564	tʃ	ai	52	齋	tʃai52	吃斋
565	tʃʰ	ai	231	豺	tʃʰai231	豺狼
566	k	ai	52	皆	kai52	皆大欢喜
567	k	ai	52	階	kai52	台阶
568	k	ai	33	介	kai33	介绍
569	k	ai	33	界	kai33	世界
570	k	ai	33	芥	kai33	芥菜
571	k	ai	33	尬	kai33	尴尬
572	k	ai	33	疥	kai33	疥疮
573	k	ai	33	届	kai33	应届
574	k	ai	33	戒	kai33	戒指
575		ai	52	揩	ai52	揩油
576	k	ai	52	楷	kai52	楷书
577	h	ai	231	諧	hai231	和谐
579	h	ai	22	械	hai22	机械
580		ai	52	挨	ai52	挨近
581	p	ai	35	擺	pai35	摇摆
582	pʰ	ai	33	派	pʰai33	派出所
583	p	ai	231	牌	pai231	牌坊
584	pʰ	ai	231	箄	pʰai231	竹排
585	p	a	22	罷	pa22	罢工
586	p	ai	22	稗	pai22	稗子
587	m	ai	231	買	mai231	买进
588	m	ai	22	賣	mai22	卖掉
589	l	ai	231	奶	lai231	奶奶
590	tʃ	ai	22	債	tʃai22	还债
591	tʃʰ	a	52	釵	tʃʰa52	宝钗；钗子
592	tʃʰ	ai	52	差	tʃʰai52	出差
593	tʃ	ai	231	柴	tʃai231	火柴
594	ʃ	ai	52	篩	ʃai52	米筛
595	ʃ	a	35	灑	ʃa35	洒水
596	ʃ	ai	33	曬	ʃai33	晒谷
597	k	ai	52	佳	kai52	佳节
598	k	ai	52	街	kai52	大街
599	k	ai	35	解	kai35	讲解
600	h	ai	231	懈	hai231	松懈
601	ŋ	ai	231	涯	ŋai231	天涯
602	ŋ	ai	231	崖	ŋai231	悬崖
603	ŋ	ai	231	捱	ŋai231	捱苦，捱打
603	-		22	捱	-22	捱苦，捱打
604	h	ai	231	鞋	hai231	布鞋
605	k	ai	35	解	kai35	理解（知道，懂了）
606	h	ai	231	蟹	hai231	螃蟹
607		ai	35	矮	ai35	高矮
608	p	ai	22	敗	pai22	失败
609	m	an	22	邁	man22	迈步
610	tʃ	ai	22	寨	tʃai22	山寨
611	p	ɐi	33	蔽	pɐi33	隐蔽
612	p	ɐi	22	弊	pɐi22	作弊
613	p	ai	22	幣	pai22	人民币
