id	ini	fn	pt	单字	IPA	注释
59	tsʰ	ɔ	33	坐	tsʰɔ33	坐下来，请坐
60	ts	ɔ	22	座	tsɔ22	座位，上座
62	s	ɔ	53	梭	sɔ53	织布梭
63	s	ɔ	53	唆	sɔ53	啰唆，唆使
64	s	ɔ	214	鎖	sɔ214	一把锁，锁匙
65	s	ɔ	214	瑣	sɔ214	琐碎，烦琐
66	v	ɔ	55	鍋	vɔ55	砂锅，锅铲
67	kʰ	ɔ	55	戈	kʰɔ55	大动干戈
68	k	ɔ	214	果	kɔ214	水果，果冻
69	k	uɔ	214	裹	kuɔ214	包裹，裹东西（如棕子）
70	k	ɔ	33	過	kɔ33	过去（走过去，从前）
71	f	ɔ	53	科	fɔ53	文科，科学
72	pʰ	ɔ	53	棵	pʰɔ53	一棵，棵子（植物的梗子，根茎）
73	kʰ	ɔ	53	顆	kʰɔ53	一颗珍珠，颗粒
74	f	ɔ	33	課	fɔ33	上课，课文
76	ŋ	ɔ	22	卧	ŋɔ22	卧倒，卧铺，卧薪尝胆
77	f	ɔ	214	火	fɔ214	着火，火车，火神庙
78	f	ɔ	214	夥	fɔ214	伙计（店里打杂工的），合伙
79	f	ɔ	214	伙	fɔ214	伙食
80	f	ɔ	33	貨	fɔ33	到货，货车，百货商店
81	v	ɔ	21	和	vɔ21	我和你,和牌，和平
82	v	ɔ	21	禾	vɔ21	水稻
83	v	ɔ	22	禍	vɔ22	闯祸，祸害
84	v	ɔ	21	和	vɔ21	和面，唱和，和诗
85	v	ɔ	53	倭	vɔ53	倭寇
86	v	ɔ	53	窩	vɔ53	窝藏，窝囊，窝火
88	p	ɐi	53	瘸	pɐi53	瘸手，瘸腿
89	h	œ	53	靴	hœ53	靴子，皮靴
90	p	a	55	巴	pa55	巴掌，巴结，巴黎
91	p	a	53	芭	pa53	芭蕉，芭蕾
92	p	a	53	疤	pa53	结疤，伤疤
93	p	a	214	把	pa214	把握，一把刀，把脉，抓一把
94	p	a	33	垻	pa33	平地
95	p	a	33	壩	pa33	大坝，堤坝
96	p	a	53	爸	pa53	父亲
97	pʰ	a	33	怕	pʰa33	害怕，怕生
98	pʰ	a	21	爬	pʰa21	爬树，爬行动物
99	pʰ	a	21	琶	pʰa21	琵琶
100	pʰ	a	21	杷	pʰa21	枇杷
101	pʰ	a	21	耙	pʰa21	犁耙，用牛拉的碎土工具
102	m	a	21	麻	ma21	麻袋，天麻
103	m	au	53	蟆	mau53	蛤蟆（青蛙、蛙类、蝌蚪），癞蛤蟆
104	m	a	53	媽	ma53	妈妈，后妈
105	m	a	21	痲	ma21	痳疹，痳疯
106	m	a	33	馬	ma33	骑马，马后砲，马虎
107	m	a	33	碼	ma33	码头，筹码
108	l	ɐu	22	駡	lɐu22	骂人，咒骂
109	n	a	21	拿	na21	拿不出手，拿手，拿东西，推拿
110	tsʰ	a	21	茶	tsʰa21	茶叶，喝茶
111	tsʰ	a	21	搽	tsʰa21	搽药，搽雪花膏
112	ts	a	53	楂	tsa53	山楂
113	ts	a	53	渣	tsa53	甘蔗渣，油渣，药渣，渣滓
114	ts	a	33	詐	tsa33	诈骗，敲诈
115	ts	a	33	榨	tsa33	榨油，榨菜，压榨
116	ts	a	33	炸	tsa33	轰炸，炸弹
117	tsʰ	a	53	叉	tsʰa53	鱼叉，叉腰
118	tsʰ	a	53	杈	tsʰa53	枝杈
119	tsʰ	a	53	差	tsʰa53	差别，时差，好的差的
120	tsʰ	a	53	岔	tsʰa53	三岔路口，《三岔口》（京剧）
121	tsʰ	a	21	查	tsʰa21	调查，查帐
122	s	a	53	沙	sa53	黄沙，泥沙，沙漠
123	s	a	53	紗	sa53	纱布，棉纱
124	s	a	53	痧	sa53	夏天中暑，刮痧
125	s	a	53	砂	sa53	朱砂，铁砂，砂纸
126	s	a	214	灑	sa214	洒水
127	k	a	53	家	ka53	成家，家教，老家
128	k	a	53	加	ka53	加法，加工，加油
129	k	a	53	痂	ka53	结痂，痂皮
130	k	a	53	嘉	ka53	嘉宾，嘉兴，嘉峪关
131	k	a	53	傢	ka53	傢伙，傢什（工匠用的），傢具
132	k	a	214	假	ka214	真假
133	k	a	214	賈	ka214	姓，贾宝玉
134	k	a	33	假	ka33	放假，假期
135	k	a	33	架	ka33	衣架，脚手架，摆架子
136	k	a	33	駕	ka33	驾驶，大驾光临
137	k	a	33	嫁	ka33	出嫁，嫁女儿
138	k	a	33	價	ka33	价钱，价值
139	ŋ	a	21	牙	ŋa21	牙齿，刷牙
140	ŋ	a	21	芽	ŋa21	豆芽
141	ŋ	a	21	衙	ŋa21	衙门
142	ŋ	a	21	蚜	ŋa21	蚜虫（木虱,生在豆类、棉花、稻等幼苗上）
143	ŋ	a	33	雅	ŋa33	文雅，雅座
144	h	a	53	蝦	ha53	鱼虾，虾公
146	h	ak	33	嚇	hak3	恐吓
147	h	a	21	霞	ha21	朝霞，晚霞，人名用字
148	h	a	21	瑕	ha21	瑕疵
149	h	a	53	蝦	ha53	鱼虾
150	h	a	22	下	ha22	下降
151	h	a	22	厦	ha22	高楼大厦
152	h	a	22	厦	ha22	姓
153	h	a	22	下	ha22	下面
154	h	a	22	夏	ha22	春夏，立夏
155	h	a	21	暇	ha21	闲暇
156		a	53	鴉	ʔa53	老鸦，乌鸦
157		a	53	丫	ʔa53	丫头
158		a	53	椏	ʔa53	桠杈
159		a	214	啞	ʔa214	哑巴，聋哑
160		a	33	亞	ʔa33	亚洲，亚军，东亚
161	ts	ɛ	214	姐	tsɛ214	姐姐，小姐
162	ts	ɛ	33	借	tsɛ33	借钱
163	s	ɛ	214	且	sɛ214	而且，况且
164	ts	ek	22	藉	tsek2	藉故，藉口
165	ts	ɛk	22	褯	tsɛk2	褯子（小儿尿布，或包裹婴儿的衣被）
166	s	ɛ	53	些	sɛ53	一些
167	s	ɛ	214	寫	sɛ214	写字，写信
168	s	ɛ	33	瀉	sɛ33	腹泻，泻肚子
169	s	ɛ	33	卸	sɛ33	装卸，卸货
170	tsʰ	ɛ	21	邪	tsʰɛ21	邪气，邪门歪道
171	tsʰ	ɛ	21	斜	tsʰɛ21	不正
172	ts	ɛ	22	謝	tsɛ22	谢谢，姓
173	t	ɛ	53	爹	tɛ53	父亲
174	ts	ɛ	53	遮	tsɛ53	遮住，遮挡
175	ts	ɛ	214	者	tsɛ214	记者，作者，之乎者也。
176	ts	ɛ	33	蔗	tsɛ33	甘蔗，蔗糖
177	tsʰ	ɛ	53	車	tsʰɛ53	火车
178	tsʰ	ɛ	214	扯	tsʰɛ214	拉扯，扯钻
179	s	ɛ	21	蛇	sɛ21	一条蛇
180	s	ɛ	22	射	sɛ22	发射，射箭
181	s	ɛ	22	麝	sɛ22	麝香
182	s	ɛ	53	賒	sɛ53	赊帐
183	tsʰ	ɛ	53	奢	tsʰɛ53	奢侈
184	s	ɛ	33	捨	sɛ33	舍不得，割舍
185	s	ɛ	33	赦	sɛ33	大赦，十恶不赦，赦免
186	s	ɛ	33	舍	sɛ33	宿舍
187	s	ɛ	21	佘	sɛ21	姓，佘太君
188	s	ɛ	33	社	sɛ33	公社，社会
189	j	ɛ	214	惹	jɛ214	招惹，小孩惹事，传染
190	j	ɛ	21	耶	jɛ21	耶酥
191	j	ɛ	21	爺	jɛ21	爷爷，父亲
192	j	ɛ	21	椰	jɛ21	椰子
193	j	a	13	也	ja13	之乎者也，也是
194	j	ɛ	33	野	jɛ33	野兔
195	j	ɛ	22	夜	jɛ22	走夜路，夜班，夜晚
196	s	ɔ	21	傻	sɔ21	傻瓜
197	s	a	214	耍	sa214	玩耍，耍人
198	k	ua	53	瓜	kua53	黄瓜，西瓜
199	v	ɔ	53	蝸	vɔ53	蜗牛
200	k	ua	214	寡	kua214	寡妇，守寡
201	k	ua	214	剮	kua214	千刀万剐
202	k	ua	55	誇	kua55	夸奖，夸张
203	k	ua	55	垮	kua55	垮台
204	k	ua	55	跨	kua55	跨过障碍物，跨步，跨度
205	ŋ	a	13	瓦	ŋa13	名词，瓦片
206	f	a	53	花	fa53	一朵花，开花
207	f	a	33	化	fa33	变化
208	v	a	21	華	va21	中华
209	v	a	55	划	va55	划船
210	v	a	21	華	va21	华山，姓
211	v	a	53	蛙	va53	青蛙，蛙跳，蛙泳
213	p	ou	214	補	pou214	补衣服
214	pʰ	ou	214	譜	pʰou214	族谱，宗谱，歌谱
215	p	ou	33	布	pou33	一块布，布料
216	p	ou	33	佈	pou33	宣布，公布
217	pʰ	ou	33	鋪	pʰou33	铺开，铺设，铺张
218	pʰ	ou	214	普	pʰou214	普通
219	pʰ	ou	214	浦	pʰou214	浦江
220	pʰ	ou	33	鋪	pʰou33	店铺，当铺
221	p	ou	33	怖	pou33	恐怖
222	pʰ	ou	21	蒲	pʰou21	菖蒲，蒲团
223	pʰ	ou	21	菩	pʰou21	菩萨
224	pʰ	ou	214	脯	pʰou214	胸脯
225	pʰ	ou	21	葡	pʰou21	葡萄
226	p	ou	22	部	pou22	部队，干部
227	p	ou	22	簿	pou22	帐簿，练习簿
228	p	ou	22	步	pou22	一步，脚步，步行
229	p	ou	22	捕	pou22	逮捕，捕快
230	f	ou	22	埠	fou22	埠头，蚌埠
231	m	ou	21	模	mou21	模型
232	m	ou	21	模	mou21	模范
233	m	ou	21	摹	mou21	摹仿，描摹
234	m	ou	22	暮	mou22	日暮
235	m	ou	22	慕	mou22	羡慕
236	m	ou	22	墓	mou22	坟墓，墓地
237	m	ou	22	募	mou22	募捐，招募
238	t	ou	53	都	tou53	都市，首都
239	t	ou	53	都	tou53	都是
240	t	ou	214	堵	tou214	堵车，堵塞
241	t	ou	214	賭	tou214	打赌，赌博
242	t	ou	214	肚	tou214	猪肚（胃）
243	t	ou	22	妒	tou22	妒忌
244	tʰ	ɐu	214	土	tʰɐu214	土地
245	tʰ	ɐu	33	吐	tʰɐu33	吐痰
246	tʰ	ou	33	吐	tʰou33	呕吐
247	tʰ	ɐu	33	兔	tʰɐu33	兔子，野兔
248	tʰ	ou	21	途	tʰou21	前途
249	tʰ	ɐu	21	屠	tʰɐu21	屠杀，屠夫
250	tʰ	ou	21	徒	tʰou21	徒弟，学徒
251	tʰ	ou	21	塗	tʰou21	泥涂
252	tʰ	ou	21	圖	tʰou21	画图，地图
253	t	ou	22	杜	tou22	姓，杜仲
254	t	ou	214	肚	tou214	肚子，肚脐
255	t	ok	22	度	tok2	度量
256	t	ou	22	渡	tou22	摆渡，渡船，偷渡
257	t	ou	22	鍍	tou22	电镀
258	l	ou	21	奴	lou21	奴隶
259	l	ou	33	努	lou33	努力
260	l	ou	22	怒	lou22	发怒
261	l	ou	21	盧	lou21	姓
262	l	ou	21	爐	lou21	炉子，风炉
263	l	ou	21	蘆	lou21	芦苇
264	l	ou	33	魯	lou33	鲁国，鲁迅
266	l	ou	33	虜	lou33	俘虏
267	l	ou	33	滷	lou33	盐卤，菜中的汤汁
268	l	ou	22	路	lou22	一条路，大路，走路
269	l	ou	22	賂	lou22	贿赂
270	l	ou	22	露	lou22	露水，白露
271	l	ou	22	鷺	lou22	白鹭，鹭鸶（一种鸟，腿很长）
272	ts	ou	53	租	tsou53	租房子，田租
273	ts	ou	214	祖	tsou214	祖宗，祖国
274	ts	ou	214	組	tsou214	组长，小组，组织
275	ts	ou	22	做	tsou22	做事情
276	tsʰ	ou	53	粗	tsʰou53	粗细，粗心
277	tsʰ	ou	33	醋	tsʰou33	一种调味料，味酸。吃醋
278	tsʰ	ou	33	措	tsʰou33	措施，举措
279	tsʰ	ɔ	33	錯	tsʰɔ33	做错，错误，过错
280	s	ou	53	蘇	sou53	苏州，苏联，姓
281	s	ou	53	酥	sou53	杏仁酥，酥糖，酥油
282	s	ou	33	素	sou33	吃素，朴素，素质
283	s	ou	33	訴	sou33	告诉，上诉，诉讼
284	s	ok	33	塑	sok3	塑料，塑像
285	k	u	53	姑	ku53	姑妈，姑娘
286	k	u	53	孤	ku53	孤儿，孤独
287	k	u	53	箍	ku53	箍桶，一个箍，紧箍咒
288	k	u	53	辜	ku53	无辜，辜负
289	k	u	214	古	ku214	古老，古代
290	k	u	214	估	ku214	估计，毛估估
291	k	u	214	牯	ku214	公牛，公狗
292	k	u	214	股	ku214	一股线，股票
293	k	u	214	鼓	ku214	锣鼓
294	k	u	214	蠱	ku214	蛊惑
295	k	u	33	故	ku33	故事，事故
296	k	u	33	固	ku33	固定
297	k	u	33	雇	ku33	雇主
298	k	u	33	顧	ku33	照顾，顾忌
299	k	u	53	枯	ku53	树枯了，水枯了
300	f	u	214	苦	fu214	甜的苦的，吃苦
301	f	u	33	庫	fu33	水库，库存
302	f	u	33	褲	fu33	裤子
303	ŋ		22	吴	ʔŋ22	姓
304	ŋ		22	蜈	ʔŋ22	蜈蚣
305	ŋ		22	梧	ʔŋ22	梧桐
306	ŋ		33	五	ʔŋ33	数字
307	ŋ		33	伍	ʔŋ33	队伍，姓
308	ŋ		33	午	ʔŋ33	端午，中午
309	ŋ		22	誤	ʔŋ22	误会，错误，耽误
310	ŋ		22	悟	ʔŋ22	孙悟空，觉悟
311	f	u	53	呼	fu53	呼吸，呼鸡
312	f	u	214	虎	fu214	老虎
313	v	u	214	滸	vu214	水浒传
314	f	u	33	戽	fu33	戽水（把水泼出去）戽斗（汲水灌田的老式农具）
315	v	u	21	胡	vu21	姓，二胡
316	v	u	21	湖	vu21	
317	v	u	21	糊	vu21	米糊（用米粉调制的食品，可以喂婴儿），浆糊，糊涂，糊了
318	v	u	21	狐	vu21	狐狸
319	v	u	21	壺	vu21	水壶
320	f	u	55	乎	fu55	之乎者也
321	v	u	21	葫	vu21	葫芦
322	v	u	21	蝴	vu21	蝴蝶
323	v	u	21	鬍	vu21	胡须
324	v	u	22	户	vu22	户口
325	v	u	22	滬	vu22	上海简称
326	v	u	22	互	vu22	互相，相互
327	v	u	22	護	vu22	保护，护士
328	v	u	53	烏	vu53	黑，乌纱帽
329	v	u	53	污	vu53	污染
330	v	u	53	塢	vu53	山坞，船坞
331	v	u	22	惡	vu22	可恶，大便
332	l	øy	13	女	løy13	女儿，女婿，孙女，女人
333	l	ɐu	21	廬	lɐu21	庐山
334	l	ɐu	21	驢	lɐu21	毛驴
335	l	øy	33	吕	løy33	姓，吕布
336	l	oi	33	旅	loi33	旅长
337	l	oi	22	慮	loi22	考虑
338	l	oi	22	濾	loi22	过滤
339	ts	øy	53	蛆	tsøy53	蛆虫（孑孓）
342	tsʰ	øy	21	徐	tsʰøy21	姓
343	ts	oi	22	序	tsoi22	秩序
344	ts	oi	22	叙	tsoi22	
345	s	øy	214	緒	søy214	光绪，情绪
346	ts	y	53	豬	tsy53	养猪，猪八戒
347	ts	y	33	著	tsy33	著名，显著
348	tsʰ	y	21	除	tsʰy21	除法，除衣服，把东西除掉
349	tsʰ	y	21	儲	tsʰy21	储蓄
350	ts	y	33	苧	tsy33	苎麻
351	tsʰ	y	214	箸	tsʰy214	筷子。箸笼（盛筷器）
352	ts	ɔ	214	阻	tsɔ214	阻力，阻拦
353	tsʰ	ɔ	53	初	tsʰɔ53	大年初一，初中
354	tsʰ	ɔ	214	楚	tsʰɔ214	姓，楚国。
355	tsʰ	ɔ	214	礎	tsʰɔ214	柱下石，基础
356	tsʰ	ɔ	21	鋤	tsʰɔ21	锄头
357	ts	ɔ	22	助	tsɔ22	帮助
358	s	ɔ	53	梳	sɔ53	梳头，梳子（头梳）
359	s	ɔ	53	疏	sɔ53	亲疏，疏密，疏远
360	s	ɔ	53	蔬	sɔ53	蔬菜，菜蔬
361	s	ɔ	214	所	sɔ214	所以，派出所
362	s	ɔ	53	疏	sɔ53	注疏，经疏
363	ts	y	53	諸	tsy53	诸葛亮，诸如此类
364	ts	y	214	煮	tsy214	煮饭，煮粥
365	tsʰ	y	21	處	tsʰy21	处理
366	tsʰ	y	33	處	tsʰy33	处所，处里（家里）
367	s	y	53	書	sy53	一本书
368	s	y	53	舒	sy53	舒服，姓
369	s	y	214	鼠	sy214	老鼠
370	s	y	214	暑	sy214	暑假，中暑
371	s	y	33	庶	sy33	庶民
372	s	y	33	恕	sy33	饶恕，恕罪
373	s	oi	22	墅	soi22	别墅
374	s	y	33	署	sy33	署名
375	s	y	21	薯	sy21	番薯，薯片，山药
376	j	y	21	如	jy21	如果，假如
377	k	y	53	居	ky53	居民
378	k	y	53	車	ky53	车馬炮
379	k	y	214	舉	ky214	举起，举报
380	k	øy	33	據	køy33	收据
381	k	œ	33	鋸	kœ33	锯子，锯木头
382	h	y	53	墟	hy53	墟市，废墟
383	h	y	33	去	hy33	来去，去湿，过去（从前）
384	kʰ	y	21	渠	kʰy21	水渠，渠道
385	k	y	33	佢	ky33	他
386	kʰ	y	33	拒	kʰy33	拒绝
387	kʰ	y	33	距	kʰy33	距离
388	j	y	21	魚	jy21	一条鱼
389	j	y	21	漁	jy21	渔业，渔场
390	j	y	33	語	jy33	语文
391	j	y	22	御	jy22	御用
392	j	y	22	禦	jy22	驾御，防御
393	h	y	53	虚	hy53	虚心，心虚，肿
394	h	y	53	嘘	hy53	吹嘘，嘘声
395	h	y	214	許	hy214	姓，许多，许愿，许配，远指“那儿”怎么说，答应别人怎么说
396	ʔ	y	53	於	ʔy53	在于
397	ʔ	y	53	淤	ʔy53	是否用于地名，淤泥，淤塞
398	ʔ	y	21	余	ʔy21	姓
399	j	y	21	餘	jy21	多余
400	ʔ	y	33	與	ʔy33	参与，与众不同
401	j	y	22	譽	jy22	荣誉
402	j	y	22	預	jy22	预报，预备
403	j	y	22	豫	jy22	河南简称，犹豫
404	f	u	53	夫	fu53	夫妻，车夫
405	f	u	53	膚	fu53	皮肤
406	f	u	214	府	fu214	XX府
407	f	u	214	腑	fu214	五脏六腑
408	f	u	214	俯	fu214	俯视，俯卧撑
409	p	ou	214	甫	pou214	杜甫
410	p	ou	214	脯	pou214	明脯（晒干的乌贼），杏脯
411	f	u	214	斧	fu214	斧头
412	f	u	22	付	fu22	付钱
413	f	u	22	賦	fu22	天赋，赋予
414	f	u	22	傅	fu22	姓，
415	f	u	33	咐	fu33	吩咐、嘱咐
416	f	u	53	敷	fu53	敷衍，敷药
417	f	u	53	俘	fu53	俘虏
418	f	u	53	孵	fu53	孵小鸡
419	f	u	53	麩	fu53	麦麸
420	f	u	214	撫	fu214	抚养，安抚，抚恤金
421	f	u	22	赴	fu22	赴汤蹈火，前赴后继
422	f	u	21	符	fu21	姓，符合，画符
423	f	u	21	扶	fu21	搀扶，扶贫，扶手
424	f	u	21	芙	fu21	芙蓉
425	f	u	22	父	fu22	父亲，师父
426	f	u	22	釜	fu22	破釜沉舟
427	f	u	22	腐	fu22	豆腐，腐败
428	f	u	22	輔	fu22	辅导，辅助
429	f	u	22	附	fu22	附近，附带
430	m	ou	21	無	mou21	没有，无产阶级，无中生有
431	m	ou	21	巫	mou21	巫婆，老巫
432	m	ou	21	誣	mou21	诬陷，诬告
433	m	ou	33	武	mou33	武器，武力
434	m	ou	33	舞	mou33	跳舞，舞龙
435	m	ou	33	侮	mou33	侮辱
436	m	ou	33	鵡	mou33	鹦鹉
437	m	ou	22	務	mou22	任务，务农
438	m	ou	22	霧	mou22	
439	l	oi	33	屢	loi33	屡教不改
440	tsʰ	øy	53	趨	tsʰøy53	趋势
441	tsʰ	øy	214	取	tsʰøy214	取帐（讨债），取名字，赎取，取得
442	tsʰ	oi	214	娶	tsʰoi214	
443	tsʰ	øy	33	趣	tsʰøy33	趣味，有趣
444	ts	oi	22	聚	tsoi22	聚会
445	s	oi	53	須	soi53	必须
446	s	ɐu	53	鬚	sɐu53	胡须，锦旗下面垂的须
447	s	oi	53	需	soi53	需要，必需品
448	ts	ok	22	續	tsok2	连续
449	ts	y	53	誅	tsy53	天诛地灭
450	ts	y	53	蛛	tsy53	蜘蛛
451	ts	y	53	株	tsy53	一株树，守株待兔
452	ts	y	33	駐	tsy33	驻扎，驻军，驻马店
453	ts	y	33	註	tsy33	注释
454	tsʰ	y	21	厨	tsʰy21	厨子，厨头
455	tsʰ	y	33	柱	tsʰy33	柱子，水柱
456	ts	y	22	住	tsy22	
458	s	ɐu	214	數	sɐu214	动词，念珠怎么说
459	s	ou	33	數	sou33	数目，分数
460	ts	y	53	朱	tsy53	姓
461	ts	y	53	硃	tsy53	朱砂
462	ts	y	53	珠	tsy53	珍珠，眼睛的说法
463	ts	y	214	主	tsy214	主人，地主
464	ts	y	33	注	tsy33	注意
465	ts	y	33	蛀	tsy33	衣服被虫蛀了
466	ts	y	33	鑄	tsy33	铸铁，铸镬，铸造
467	s	y	53	樞	sy53	北斗七星第一星。枢纽
468	s	y	53	輸	sy53	输赢
469	s	y	53	輸	sy53	运输
470	s	y	21	殊	sy21	特殊
471	s	y	22	豎	sy22	横竖（笔画）
472	s	y	22	樹	sy22	一棵树，树立
473	j	y	21	儒	jy21	儒家
474	j	y	33	乳	jy33	乳房，麦乳精，哺乳
476	kʰ	y	53	拘	kʰy53	拘留
477	k	y	22	俱	ky22	俱备，俱乐部
478	k	y	214	矩	ky214	规矩
479	k	y	33	句	ky33	一句话，句子
480	kʰ	y	53	區	kʰy53	地区，区别
481	kʰ	y	53	驅	kʰy53	先驱，驱动
482	k	y	22	具	ky22	具体，家具
483	k	y	22	懼	ky22	恐惧，惧怕
484	j	y	21	愚	jy21	愚蠢，愚公移山
485	j	y	21	娱	jy21	娱乐
486	j	y	22	遇	jy22	遇见，遭遇
487	j	y	22	寓	jy22	公寓，寓言
488	j	y	53	迂	jy53	迂回
489	j	y	53	于	jy53	于是，姓
490	j	y	33	雨	jy33	下雨
491	j	y	33	宇	jy33	宇宙
492	j	y	21	禹	jy21	大禹
493	j	y	33	羽	jy33	羽毛
494	v	u	22	芋	vu22	芋头、芋艿
495	j	y	21	愉	jy21	愉快
496	j	y	22	愈	jy22	愈好，病愈
497	j	y	21	喻	jy21	比喻
498	j	y	22	裕	jy22	富裕
499	ŋ	oi	21	獃	ŋoi21	发呆
500	t	ai	33	戴	tai33	姓，戴帽
501	tʰ	oi	53	胎	tʰoi53	投胎，双胞胎，胎盘
502	tʰ	ai	33	態	tʰai33	态度，心态
503	f	ɔ	33	貸	fɔ33	借贷，贷款
504	tʰ	oi	21	臺	tʰoi21	平台，台湾
505	tʰ	oi	21	台	tʰoi21	平台
506	tʰ	oi	21	苔	tʰoi21	青苔，舌苔
507	tʰ	oi	21	抬	tʰoi21	两个人抬
508	t	oi	22	待	toi22	等待，待人
509	tʰ	oi	21	怠	tʰoi21	怠慢，怠工
510	tʰ	oi	21	殆	tʰoi21	百战不殆
511	t	oi	22	代	toi22	代表
512	t	oi	22	袋	toi22	口袋，麻袋
513	n	ai	33	乃	nai33	人名用字
514	n	oi	22	耐	noi22	耐心，忍耐
515	l	oi	21	來	loi21	过来，来去
516	ts	oi	53	災	tsoi53	水灾，灾难
518	ts	oi	214	宰	tsoi214	宰相
519	ts	oi	214	載	tsoi214	年载
520	ts	oi	33	再	tsoi33	再来
521	ts	oi	33	載	tsoi33	载重
522	tsʰ	ai	53	猜	tsʰai53	猜谜
523	tsʰ	oi	214	彩	tsʰoi214	彩色，五彩
524	tsʰ	oi	214	採	tsʰoi214	采集
525	tsʰ	ai	214	踩	tsʰai214	踩油门
526	tsʰ	oi	214	睬	tsʰoi214	理睬
527	tsʰ	oi	33	菜	tsʰoi33	吃菜
528	tsʰ	oi	21	纔	tsʰoi21	刚才，才来
529	tsʰ	oi	21	才	tsʰoi21	人才，才气
530	tsʰ	oi	21	材	tsʰoi21	棺材，材料
531	tsʰ	oi	21	財	tsʰoi21	财主，发财
532	tsʰ	oi	21	裁	tsʰoi21	裁缝，裁纸
533	ts	oi	22	在	tsoi22	现在，在家
534	ts	oi	33	載	tsoi33	满载
535	s	oi	53	腮	soi53	脸颊
536	s	oi	53	鰓	soi53	鱼鳃
537	tsʰ	oi	33	賽	tsʰoi33	比赛，赛跑
538	k	oi	53	該	koi53	应该，该死
539	k	oi	214	改	koi214	修改，改正
540	kʰ	oi	33	概	kʰoi33	概括，大概
541	kʰ	oi	33	溉	kʰoi33	灌溉
542	h	oi	53	開	hoi53	开门，打开
543	h	oi	214	凱	hoi214	凯旋，乐凯
544	k	oi	33	慨	koi33	慷慨，感慨
545	kʰ	ɐt	55	咳	kʰɐt5	咳嗽
546	ŋ	oi	21	呆	ŋoi21	笨，发呆，痴呆
547	ŋ	oi	22	礙	ŋoi22	妨碍，碍事
548	h	oi	214	海	hoi214	大海
549	h	ai	21	孩	hai21	孩子
550	h	oi	22	亥	hoi22	地支末位，辛亥革命
